chromogram_0_0,chromogram_0_1,chromogram_0_10,chromogram_0_11,chromogram_0_12,chromogram_0_2,chromogram_0_3,chromogram_0_4,chromogram_0_5,chromogram_0_6,chromogram_0_7,chromogram_0_8,chromogram_0_9,chromogram_10_0,chromogram_10_1,chromogram_10_10,chromogram_10_11,chromogram_10_12,chromogram_10_2,chromogram_10_3,chromogram_10_4,chromogram_10_5,chromogram_10_6,chromogram_10_7,chromogram_10_8,chromogram_10_9,chromogram_11_0,chromogram_11_1,chromogram_11_10,chromogram_11_11,chromogram_11_12,chromogram_11_2,chromogram_11_3,chromogram_11_4,chromogram_11_5,chromogram_11_6,chromogram_11_7,chromogram_11_8,chromogram_11_9,chromogram_1_0,chromogram_1_1,chromogram_1_10,chromogram_1_11,chromogram_1_12,chromogram_1_2,chromogram_1_3,chromogram_1_4,chromogram_1_5,chromogram_1_6,chromogram_1_7,chromogram_1_8,chromogram_1_9,chromogram_2_0,chromogram_2_1,chromogram_2_10,chromogram_2_11,chromogram_2_12,chromogram_2_2,chromogram_2_3,chromogram_2_4,chromogram_2_5,chromogram_2_6,chromogram_2_7,chromogram_2_8,chromogram_2_9,chromogram_3_0,chromogram_3_1,chromogram_3_10,chromogram_3_11,chromogram_3_12,chromogram_3_2,chromogram_3_3,chromogram_3_4,chromogram_3_5,chromogram_3_6,chromogram_3_7,chromogram_3_8,chromogram_3_9,chromogram_4_0,chromogram_4_1,chromogram_4_10,chromogram_4_11,chromogram_4_12,chromogram_4_2,chromogram_4_3,chromogram_4_4,chromogram_4_5,chromogram_4_6,chromogram_4_7,chromogram_4_8,chromogram_4_9,chromogram_5_0,chromogram_5_1,chromogram_5_10,chromogram_5_11,chromogram_5_12,chromogram_5_2,chromogram_5_3,chromogram_5_4,chromogram_5_5,chromogram_5_6,chromogram_5_7,chromogram_5_8,chromogram_5_9,chromogram_6_0,chromogram_6_1,chromogram_6_10,chromogram_6_11,chromogram_6_12,chromogram_6_2,chromogram_6_3,chromogram_6_4,chromogram_6_5,chromogram_6_6,chromogram_6_7,chromogram_6_8,chromogram_6_9,chromogram_7_0,chromogram_7_1,chromogram_7_10,chromogram_7_11,chromogram_7_12,chromogram_7_2,chromogram_7_3,chromogram_7_4,chromogram_7_5,chromogram_7_6,chromogram_7_7,chromogram_7_8,chromogram_7_9,chromogram_8_0,chromogram_8_1,chromogram_8_10,chromogram_8_11,chromogram_8_12,chromogram_8_2,chromogram_8_3,chromogram_8_4,chromogram_8_5,chromogram_8_6,chromogram_8_7,chromogram_8_8,chromogram_8_9,chromogram_9_0,chromogram_9_1,chromogram_9_10,chromogram_9_11,chromogram_9_12,chromogram_9_2,chromogram_9_3,chromogram_9_4,chromogram_9_5,chromogram_9_6,chromogram_9_7,chromogram_9_8,chromogram_9_9,genus,spec_centr_0,spec_centr_1,spec_centr_10,spec_centr_11,spec_centr_12,spec_centr_2,spec_centr_3,spec_centr_4,spec_centr_5,spec_centr_6,spec_centr_7,spec_centr_8,spec_centr_9,target
0.06860297977,0.06246586684,0.8975905809,0.2120749558,0.1885775206,0.1387532322,0.1346559489,0.09877759463,0.1441733216,0.2559377402,0.6488783737,0.8687372032,0.8005252021,0.1147600056,0.1362684674,1,0.276453248,0.1836594103,0.283040204,0.2370945785,0.2146198457,0.7745256002,1,0.7904382338,0.6732185224,0.6338337168,0.1079701273,0.1288358311,0.6125321723,0.2148441788,0.1701827346,0.2280007416,0.2316799457,0.1130440511,0.3033578597,0.625636885,0.7085070985,0.7953743453,0.4162618843,0.07770310432,0.07234331915,0.8915532855,0.2860628424,0.2207782533,0.09919369397,0.1864303711,0.0717953959,0.101255392,0.2278693952,0.9886135443,1,1,0.07576930857,0.09039265118,0.7081080051,0.2978325598,0.2276015957,0.11976104,0.143161944,0.05365707945,0.1072421198,0.3819611716,0.9448176964,0.8851875777,0.6405503137,0.08595819601,0.1037370573,0.7804387871,0.4252178292,0.3538162611,0.1198067373,0.09347876873,0.0608350131,0.1327467538,0.3978203886,0.8011149576,0.5172933574,0.4573541706,0.131845654,0.08920895037,0.9259112584,0.7217850902,0.8538967594,0.09734347578,0.06530093206,0.04334917845,0.1306125215,0.4094328474,1,0.551349388,0.4867154059,0.07160170965,0.07251907678,0.959791077,1,1,0.08937003908,0.04928421222,0.04578181253,0.1369885349,0.336004995,0.8237699282,0.6835470084,0.650044837,0.1090352306,0.09600296145,0.8908942286,0.3456938669,0.2040364689,0.1189868959,0.1022781427,0.04506079378,0.08942244922,0.2812946692,0.57320224,0.5458263054,0.8197018542,0.3993381272,0.2838434891,0.7283303614,0.1733408138,0.08396703767,0.1948801587,0.1568508839,0.07395267572,0.08763417311,0.2383477038,0.649677653,0.6477545565,0.7098755375,1,1,0.5819833731,0.1840248479,0.09455264716,0.7700839341,1,0.8927517575,0.4891285282,0.3810752792,0.7175522091,0.5663803621,0.5025649834,0.3254811644,0.807016866,0.8951869448,0.2261570102,0.162030362,1,0.8660068897,1,1,0.6250949276,0.8412899008,0.5776930855,0.755401401,Chloris,2370.547187,2363.435189,2526.583462,2308.286455,2230.735874,2410.129566,2492.361064,2442.384351,2375.37799,2326.713039,2499.505948,2585.589613,2715.745844,chloris
0.09623558151,0.06542236724,0.9128202769,0.2113761789,0.1939721578,0.1450309244,0.1282133456,0.1034105907,0.1417700546,0.2484680523,0.6481267336,0.8603215754,0.829311951,0.0923542509,0.1258865011,1,0.2638866762,0.158057492,0.29926429,0.2241607474,0.2217878953,0.7822639542,1,0.7812086507,0.6711852162,0.6242586307,0.1149565959,0.1245538547,0.6320839099,0.2131837121,0.1731129157,0.2349640318,0.2129089151,0.1172059596,0.2981430989,0.6073540431,0.6946238931,0.7806726617,0.4175550837,0.1183981388,0.07827254942,0.9077537757,0.2751789964,0.1830166393,0.1050912971,0.1762898208,0.07354881869,0.103812151,0.2375653871,1,1,1,0.04486991918,0.08032049562,0.7116352222,0.2989924005,0.2334533412,0.1265208858,0.1325778136,0.05672533016,0.11039705,0.3854274778,0.9131266934,0.8505136515,0.6283092919,0.05688283122,0.09412319663,0.814253794,0.4204578267,0.3273818908,0.1252166493,0.08638436156,0.0636263927,0.1370469917,0.4042794309,0.7988567464,0.5052296663,0.4624346491,0.1345633678,0.08611842378,0.9486601807,0.7649316138,0.9578766244,0.1023351697,0.06056317513,0.04599241133,0.1337592454,0.4095365952,0.982901132,0.550695461,0.4928066156,0.09365758404,0.07281318136,0.9999376004,1,1,0.09346441602,0.04679087987,0.0487565194,0.1390256452,0.3384866303,0.8023481636,0.6744969234,0.6673341265,0.08749445711,0.09285202053,0.8967100827,0.3179069667,0.1756352635,0.1278659502,0.0979255856,0.04761633693,0.09008270817,0.279388515,0.5616488236,0.5407759846,0.8298088641,0.4662801235,0.2915613102,0.7342290147,0.1745925211,0.0971104546,0.2074569653,0.1548400569,0.08355416406,0.09217256438,0.2414007567,0.6471945589,0.6458510756,0.7043969986,1,1,0.592956787,0.1901188986,0.1185355962,0.8569303442,1,0.9994891001,0.5238472446,0.390826887,0.7102769438,0.5556600874,0.5067390673,0.3065622518,0.7400020806,0.9360573914,0.2230307611,0.1550318805,1,0.7725922636,1,1,0.6414808607,0.8274650095,0.5767858219,0.7734341196,Chloris,2399.494216,2377.997039,2523.32228,2304.852226,2251.279717,2411.72274,2492.624011,2442.025856,2374.04476,2327.166195,2501.956785,2585.721592,2717.839421,chloris
0.08453066098,0.05864816591,0.8949345767,0.1965092089,0.1570527528,0.1530661591,0.1232792451,0.09596142514,0.1381452071,0.2390584433,0.6426976575,0.8537295331,0.8676739075,0.08241056213,0.1178265734,0.9558865158,0.2587918466,0.1603523516,0.3222426801,0.2134969365,0.2015946866,0.7817567645,1,0.7662730615,0.6700125711,0.6112835494,0.1174077656,0.1180671309,0.6293819524,0.2091262785,0.166614652,0.242998048,0.1939657651,0.1074425919,0.2880480776,0.5841555427,0.6717657247,0.7654783579,0.4225609752,0.1606541562,0.08507538793,0.8910221127,0.2802816185,0.1853284388,0.1127283362,0.1663469811,0.06676700465,0.1061038925,0.2481190369,1,1,1,0.07376860916,0.0834541169,0.6859792068,0.2950470258,0.2299756799,0.1358740909,0.1224675977,0.05368537982,0.1128386794,0.3876064,0.8677762606,0.8096951432,0.6151780496,0.07734798356,0.09281464787,0.8184071998,0.4265639632,0.3193650779,0.1328760378,0.07976451974,0.05878957151,0.1406502719,0.4110359989,0.792601242,0.4933821591,0.4688899867,0.09575534077,0.07436312633,0.9333572038,0.7458748407,0.8504220713,0.1091986789,0.05615905157,0.04326844433,0.1360381496,0.4070321078,0.9575818408,0.5524245851,0.500786595,0.1048009394,0.07057798552,1,1,1,0.0994404716,0.04485437855,0.04589755655,0.139960316,0.3401246972,0.7702069797,0.6635489729,0.6901451743,0.1138362353,0.09857175908,0.866021334,0.2955686165,0.1602692976,0.1401224742,0.09452864362,0.04470134977,0.08992628344,0.2756935032,0.545424587,0.5345694932,0.8405582848,0.4167160468,0.2752019614,0.7125815664,0.1707222719,0.09724976146,0.2262283252,0.1560758057,0.08613434728,0.09740234265,0.2448102674,0.6388191211,0.6430543204,0.6970811355,1,1,0.5821609862,0.1893496195,0.1208754827,0.9782113677,1,1,0.5688931071,0.4026235593,0.698636773,0.5437386431,0.5146566198,0.2769250673,0.6534353694,0.9492036305,0.2285384592,0.1620663538,1,0.6724087561,0.8689377314,1,0.6657476452,0.8084859537,0.5755618999,0.794411455,Chloris,2392.082968,2377.479316,2521.002335,2312.438364,2234.03659,2412.844421,2492.808002,2441.765507,2373.106298,2327.542478,2503.671757,2585.809111,2718.515901,chloris
0.06922819728,0.0459157765,0.8125129083,0.2269488633,0.1547723735,0.1086839432,0.1240356947,0.0758648691,0.1205942781,0.217429979,0.7078071804,0.8895052603,1,0.1252769452,0.1120348829,0.6809854651,0.2553539913,0.1597214794,0.254788454,0.1904334524,0.1301553164,0.6682239342,1,0.7062336098,0.6952804054,0.4762155153,0.06434328396,0.07347212953,0.6505643119,0.2030711205,0.1287039273,0.1503427185,0.1249999196,0.08111164668,0.2292868865,0.4896281909,0.6101245702,0.7542538274,0.4735333496,0.08783232084,0.06484602979,0.7855701196,0.2957451117,0.160924167,0.09306350393,0.1307718486,0.04448733921,0.1131146165,0.3382325561,1,1,0.840165903,0.09413317832,0.08370190223,0.5838108489,0.3205700781,0.1873026594,0.1142248428,0.09431169393,0.04810007709,0.1286029872,0.4378418646,0.7385544101,0.6342905668,0.500526389,0.116690961,0.07766650662,0.8235735222,0.5362112243,0.4350557084,0.0981560823,0.06047477494,0.04144223668,0.1527949951,0.4864465653,0.8487901148,0.4696116812,0.4630187582,0.114288968,0.06795570622,0.8572803191,1,1,0.0840695714,0.04184073159,0.03575120481,0.1453271702,0.4183962329,0.8905928821,0.6030774233,0.5098674241,0.06078134231,0.04920524256,0.9350560097,0.8001602184,0.5090161844,0.08157588619,0.04762929792,0.03711290648,0.1377737885,0.3737863661,0.6418115527,0.6112344227,0.7361402051,0.1425823237,0.1164399362,0.7170285789,0.2137939517,0.0932166676,0.1296131865,0.09244778301,0.03714290313,0.08680009737,0.2798933056,0.529005012,0.5451112061,0.7947844068,0.6212934148,0.336088629,0.602654769,0.1752412932,0.08196010344,0.2302545088,0.2318771018,0.1442495231,0.1489153286,0.3139479886,0.6405933319,0.635114342,0.5800011395,1,1,0.5531112997,0.2003812493,0.1077910472,1,1,1,0.8486486811,0.5353418574,0.7250260923,0.5185761252,0.554253263,0.1521970482,0.2880869346,1,0.2604150112,0.1555886808,0.4817449513,0.3249284155,0.4010044101,1,0.9221441907,0.7748498147,0.5886513779,0.789994267,Chloris,2373.304805,2367.47216,2515.936275,2310.441242,2254.252262,2415.265218,2493.209489,2441.200721,2371.075028,2328.524855,2507.31733,2585.962034,2717.409081,chloris
0.546078184,0.613998225,0.5522968462,0.6427707924,0.796260665,0.6880905253,0.7046088337,0.6525313762,0.6045951129,0.5826102181,0.6097201115,0.5926590389,0.60564576,0.4175225157,0.3216803047,0.3659078802,0.3139784816,0.2640425509,0.3773905634,0.3777833351,0.3652732815,0.3184462115,0.3573780382,0.359070285,0.3351284048,0.3707963981,0.3578731286,0.4125300109,0.3523977109,0.3294372784,0.3675620329,0.4722571619,0.4401876517,0.3903463485,0.408498591,0.407733695,0.357874579,0.3353026729,0.3818912322,1,1,0.9120430505,1,1,1,1,1,1,1,1,1,0.9579438526,0.8025261717,0.8369818472,1,0.9302256667,0.7782668734,0.8379683507,0.8254304081,0.8654600426,0.9548713117,0.9719416645,0.8845749034,0.926540514,1,0.3784498321,0.4261411252,0.6531037717,0.6623183535,0.8111507062,0.4682131535,0.4595307545,0.46365786,0.5270766981,0.5311969549,0.4811937074,0.4989770257,0.6340592909,0.1781668411,0.1954739897,0.3407893706,0.3716349705,0.4151793919,0.2244274839,0.2294966179,0.2352439018,0.2336046477,0.2210137437,0.2593701115,0.2687331973,0.3186216577,0.04845798556,0.0532575785,0.1301089262,0.1539986818,0.1426981536,0.06405377739,0.06221570055,0.06338872065,0.05981434726,0.05943803751,0.09262969957,0.09455243157,0.1073661964,0.009423765698,0.01370670161,0.02587522312,0.03448219622,0.03438761848,0.01506214781,0.01375823281,0.01297225126,0.01025914458,0.01096854774,0.01491759294,0.01671488058,0.0208422264,0.03581021718,0.04638237678,0.01729545341,0.01591165802,0.02202890508,0.04028139488,0.02911324707,0.03262877714,0.03732048382,0.0285919096,0.01833406856,0.019222601,0.01976572963,0.1692536251,0.1787850261,0.1351901739,0.09832793776,0.09679039877,0.2163679372,0.2043522788,0.2027872638,0.1929582509,0.1788466736,0.1252862857,0.1299474723,0.1651020326,0.3878358276,0.435342908,0.3678199296,0.3494691915,0.3959884498,0.5224601118,0.4728442075,0.4429909111,0.4131212789,0.4578481456,0.3702855576,0.3307802819,0.3931220274,Chloris,2390.239219,2374.079451,2533.442454,2554.35162,2559.696744,2373.83886,2415.663427,2390.414139,2415.850438,2439.77539,2472.125443,2510.083426,2522.650307,chloris
0.5280449014,0.6021418173,0.4969971997,0.5295398694,0.6346171498,0.6651140512,0.6588449168,0.5976074684,0.5630341195,0.5377157188,0.5424890575,0.5069113688,0.5268382869,0.4026929784,0.3649929695,0.3841984794,0.3384844939,0.2849282148,0.4612473332,0.4641496171,0.435891536,0.3476403624,0.394200921,0.3997928348,0.3589935785,0.3762481529,0.3763567436,0.4100625794,0.3234144023,0.3097867345,0.3515305246,0.4372434162,0.3974571823,0.3660009777,0.3912807694,0.3962062213,0.3455484848,0.3111241506,0.3300011185,1,1,0.8476525056,0.8790743709,0.7643727535,1,1,0.9828518701,0.9452672806,0.9294634553,0.9668813237,0.9363449585,0.8819580249,0.9859052496,0.9813712118,1,1,0.8860548953,0.9583282246,0.9790578186,1,1,1,1,1,1,0.4929077314,0.4961222973,0.7100801298,0.783481383,1,0.5249343557,0.565735151,0.5623684537,0.5714402097,0.5905693096,0.5959144308,0.6085865347,0.6750961128,0.2321551642,0.255061442,0.3895100663,0.4050320576,0.444279059,0.280384244,0.2857715701,0.2944511149,0.2866523965,0.2714489585,0.3063413129,0.3079853884,0.3577498022,0.08749863279,0.07655277157,0.1659543506,0.201925371,0.1953127559,0.08760062591,0.08982746235,0.0925890951,0.08805905208,0.08219719627,0.1270658069,0.1271793367,0.1371995763,0.01919428313,0.01878024755,0.03733048726,0.05058010216,0.05264210384,0.02021686015,0.01901159013,0.01844736391,0.01434493683,0.01604350535,0.0253684281,0.02588101075,0.02883561989,0.02739311102,0.03394601362,0.01214575787,0.01532611507,0.0251171383,0.02847618776,0.02112627538,0.02290700888,0.02139505649,0.01593088565,0.01197396679,0.01280087451,0.01232684027,0.182327985,0.1616445845,0.09184844693,0.06815884407,0.06992473289,0.1829478677,0.174589889,0.167357484,0.1519313805,0.1366390606,0.09199730502,0.09330158819,0.1131204699,0.3814046692,0.4475859608,0.309417645,0.3176244143,0.3865956642,0.5001576172,0.4357388806,0.416205973,0.3958459235,0.4311807801,0.3435599271,0.2985881495,0.3338694563,Chloris,2403.074045,2381.335876,2533.354147,2548.387325,2537.765817,2373.890448,2415.723465,2390.361467,2415.925671,2439.807797,2472.243401,2510.131742,2522.744949,chloris
0.1030367022,0.357754272,0.2531379887,0.3734332544,0.5186319981,0.4198859152,0.4752094592,0.6036102903,0.8979237539,1,0.9953487901,0.5542488278,0.2131955754,0.125164345,0.255209022,0.7552514616,0.2939084328,0.2830613051,0.3294181686,0.6321794709,0.84790533,0.5397323079,0.2441233906,0.3326516345,0.2977300832,0.4857942498,0.1671793219,0.3327782021,0.5587818573,0.3592468761,0.430543083,0.2822185979,0.4429731174,0.6143849009,0.793862263,0.8138443665,1,0.4535997819,0.3041583149,0.3114101665,0.4932510174,0.3070949736,0.5323002291,0.4141149109,0.4192514059,0.5195313855,0.446042758,0.6191533829,0.4550564556,0.6996324207,0.6559274719,0.2440351855,0.5154607374,0.6226892918,0.7623284145,0.562671939,0.1403304737,0.5469646986,0.6090964251,0.4470079055,0.667271197,0.4356746303,0.9025153337,0.8073625593,0.433582417,0.4706679513,0.2472617606,1,0.4744363401,0.1299344981,0.3942382242,0.4652223712,0.4871868107,0.5868955558,0.2902130386,0.7024299676,0.8896100905,0.7141569131,0.3308297505,0.1470822449,0.4796965527,0.4099608239,0.3198214585,0.1746331698,0.2595118426,0.6484379621,0.9853587019,0.8035913563,0.6111850146,1,0.9291843027,0.2638561972,0.2405941273,0.9917902798,1,1,0.127097005,0.4577607981,0.6281844802,0.9335815373,0.6191695204,0.5683320464,0.7541359184,1,0.3325148066,0.5273196244,0.967431163,0.7443894672,0.693326816,0.3663899274,0.7624843917,0.8144356422,0.946828151,0.498162827,0.5027397714,0.3060790602,0.4977917916,1,1,0.5814663728,0.5241192191,0.4416628289,1,1,0.5208002352,1,0.5039380437,0.3327698793,0.2058274819,0.2599803385,0.8226466187,0.7336685485,0.2762639162,0.5114125631,0.4714737924,0.5595182019,0.8243918066,0.511911077,0.4325451031,0.2267265361,0.307230454,0.2038812232,0.1616079909,0.1416043696,0.2932262936,0.4454673951,0.4197386266,0.2199045987,0.3549283046,0.576363162,1,0.57373344,0.18828131,0.2644531549,0.2286293259,0.2002647645,Chloris,728.0176908,647.8731114,581.6608514,578.1319363,593.1840995,639.6643598,601.4286248,620.970128,633.6941029,610.6944309,616.6529327,597.9589298,578.4745534,chloris
0.457244843,0.5033761749,0.2592419785,0.4623024419,0.2899313767,0.4155828655,0.4935617402,0.6037989946,0.9299873013,1,0.9696548467,0.5088015408,0.2079881603,0.115487607,0.2877449011,0.7471795885,0.5100022492,0.7714577429,0.3270499028,0.670806022,0.834417069,0.5190894426,0.2557018044,0.3339357052,0.2956756158,0.5054531679,0.2896566715,0.3993324803,0.552701702,0.4574498431,0.4728180984,0.278166151,0.4648410234,0.6138340391,0.8195286484,0.8544481824,1,0.4183851153,0.3109583185,0.2937608358,0.5497689619,0.3308763648,0.6066760305,0.3291077949,0.4126584634,0.5402350102,0.4299897482,0.6354515248,0.4533023606,0.7267256756,0.6144630883,0.2343270136,0.2393588868,0.600407613,0.7959897198,0.6652548098,0.2032402149,0.5385508953,0.6272536435,0.4397357471,0.6795852763,0.439027048,0.9223148654,0.7565231585,0.4368120794,0.3521986398,0.2952277792,1,0.7136778778,0.2329655974,0.3931441621,0.4700837791,0.4858018483,0.5816696114,0.3067505321,0.7145750768,0.8563741691,0.7197326754,0.4461143803,0.1681326065,0.4613187335,0.66349491,0.7363508311,0.1703213194,0.2760385276,0.6731861583,0.9970468177,0.8221604273,0.5868756461,1,0.9019816281,0.9819215578,0.3677180527,0.9950202803,1,0.4119832048,0.12937417,0.4975572854,0.6286276147,0.928193438,0.6200992845,0.5542307766,0.7378185468,1,1,0.7670340446,0.9757094848,0.8760222931,0.2458891568,0.3775084951,0.7940298264,0.8176020401,0.9382279466,0.5090716251,0.4761066696,0.2996335019,0.4942399063,0.6056269998,1,0.5882676719,0.5617528834,0.2734000388,1,1,0.5096677072,1,0.4897727363,0.3198733654,0.1967330442,0.261512071,0.6214362662,0.764859391,0.2889459879,0.6810554944,0.6549478817,0.5296395291,0.8422998917,0.4866319462,0.4280660744,0.2254637689,0.3086742501,0.1901071802,0.1611908855,0.1843641289,0.3537027924,0.4655530991,0.8452012186,1,0.3515566424,0.6125850486,1,0.5439991818,0.1909511068,0.2602369668,0.2180798906,0.2059116125,Chloris,684.4464195,629.8908745,581.6505962,575.1463218,600.0558509,639.7764169,600.0247405,623.4278761,631.5220767,609.4801896,617.7825453,595.1725597,579.5004129,chloris
0.2408703516,0.4994057187,0.2193116808,0.559469294,0.5876973877,0.4437717765,0.5201542407,0.5440549114,0.7872814707,0.6873555354,0.6506984077,0.5060940605,0.2266730152,0.118432651,0.3192010283,0.7376738077,0.4718924768,0.6099355244,0.3064678455,0.6630105147,0.7417867743,0.5494928377,0.3570138208,0.4249409029,0.3473483394,0.6071786792,0.1694108127,0.3854855946,0.4177076065,0.4658378507,0.6336557023,0.3075390452,0.4408617938,0.5373844807,0.858121307,1,1,0.4057481632,0.2699489578,0.2714158814,0.5875240781,0.419549061,0.6703477274,0.4335143512,0.4486435771,0.5821929374,0.3352118801,0.5871671482,0.44823351,0.7515096207,0.6422168489,0.2909574446,0.2112174194,0.4939855359,0.9271665779,0.6780538172,0.2372219186,0.524606194,0.5936208667,0.4487026092,0.6145837315,0.3228614882,0.7745989149,0.7629893292,0.6038389717,0.07196151163,0.1593614836,0.8000580269,0.6735833122,0.3334119485,0.3324211614,0.3923988075,0.4715118613,0.6035062036,0.4272256508,0.5897231953,0.8768081158,0.8808869585,0.151116563,0.145444369,0.4501510917,0.6206477541,0.4845944129,0.133341927,0.3119893366,0.671563765,0.9975111259,0.8150618317,0.5296262686,1,1,0.4753963768,0.3463777652,1,1,0.3527141681,0.1723821318,0.6294653394,0.5943208981,0.7888427692,0.4729648888,0.4584989463,0.5604802756,0.9967467901,1,0.895891252,0.8164737888,0.9028050766,0.7175044712,0.5321847758,0.7905314514,0.741488058,1,0.5323792361,0.3553607861,0.2302493576,0.4074602545,0.5076355539,1,0.4077708562,0.5013562555,0.6429197849,1,1,0.3734499112,0.7336808387,0.3527103289,0.2617255268,0.1747570758,0.2351022078,0.2606466936,0.5301728276,0.2858195942,0.8351600267,1,0.3631200751,0.7217132408,0.5598027136,0.3829480468,0.192498012,0.267724169,0.1936086865,0.1819248677,0.05764083517,0.2956736494,0.5745723278,0.6651704723,0.8561744794,0.3880056668,0.6642539946,1,0.5226804499,0.1825082982,0.2178460535,0.2292113459,0.3393824332,Chloris,698.3398816,634.1477388,581.6415836,574.8970529,598.1576602,639.6783593,599.3665885,624.841964,630.2728975,608.797018,618.2444594,593.6729276,580.1213385,chloris
0.3328846821,0.5104343357,0.2545101296,0.4610664059,0.1194067349,0.4817085292,0.5329582699,0.5181530549,0.6561554575,0.4588510636,0.6525007687,0.5573566994,0.2097069271,0.2376994863,0.3401649837,0.5453558353,0.584709275,0.8818027155,0.3091483351,0.533709294,0.690698024,0.6324279925,0.5515273048,0.672457667,0.3596953649,0.4089591201,0.2747805134,0.4042835821,0.2757564411,0.3796341606,0.392823695,0.4198129717,0.4612002433,0.6037853854,0.8835587771,1,1,0.4268338293,0.201316564,0.6197903786,0.6681635385,0.5941035616,0.5695429188,0.1175012266,0.5638893569,0.5940870363,0.3869870173,0.5878381831,0.4259553476,0.8771506634,0.6665465153,0.3545863289,0.3504912576,0.3180443597,1,0.5777178098,0.1223099843,0.5485285381,0.5417783649,0.5343024709,0.5374989778,0.2444146744,0.7510415725,0.81663945,0.689832757,0.1484770721,0.1238658784,0.4800128931,0.4879546932,0.1378562611,0.2612062216,0.3112751757,0.6682169234,0.787361177,0.6489258086,0.5437798439,1,0.844201428,0.1332317526,0.1747039595,0.7138319894,0.8909463974,0.5420227351,0.1428594466,0.4319403982,0.720326828,0.9094795337,0.6677299937,0.5298309589,0.904039246,1,0.2562510462,0.3718333158,0.9939396489,1,0.7135686282,0.3384558444,0.7685341088,0.7969262566,0.772775419,0.4357830071,0.4424297276,0.4141127841,0.7218223715,0.7834473656,0.9080068433,0.7089507843,0.6519569364,0.4392607874,1,0.8962659568,0.7144483837,1,0.4970299185,0.310903417,0.2175458834,0.3203585982,1,1,0.3208602181,0.546447261,0.3455164913,0.9260012294,1,0.4252744455,0.4650331846,0.2366004264,0.2989855264,0.1832519355,0.1754579579,0.289017649,0.4167520705,0.3888365774,0.7119056188,0.492907315,0.39591657,0.7028159932,0.967653278,0.4435216281,0.1830087725,0.2689585781,0.2146704931,0.1887743184,0.1156589181,0.2743312001,0.6489309894,0.6195704988,1,0.4244064827,0.7110680632,1,0.4507882765,0.1931712832,0.2494278881,0.2719561885,0.4756307142,Chloris,662.7172496,633.2123483,581.6153264,584.2313987,637.0508684,639.3670291,598.6591971,626.7960603,628.553674,607.9249513,618.7287065,591.7323298,581.0292866,chloris
0.203743107,0.4728272111,0.2688489014,0.4038542071,0.3309574043,0.4101664769,0.5456212406,0.6012941194,0.9570675995,0.9910000047,0.8910309392,0.429112481,0.1964384935,0.1253103479,0.3574420731,0.7103525596,0.4793728972,0.4836262044,0.3224838811,0.7684637674,0.8012836358,0.471654839,0.3034609738,0.3441834697,0.2998989924,0.5605544078,0.2020735852,0.410868735,0.522736016,0.3760881393,0.1710541697,0.2755087209,0.5163658989,0.6149295335,0.8698774109,1,1,0.3513630832,0.3255837944,0.5131252976,0.6742655467,0.392452076,0.6105574784,0.3393385308,0.4049609876,0.5969035261,0.391580066,0.6444643064,0.4704031655,0.7894411537,0.5391322233,0.2225340494,0.6823431087,0.7881771756,0.8622746415,0.5859632818,0.1300784387,0.5233741454,0.668578129,0.4378080821,0.6693485263,0.4592757881,0.9488243318,0.6660603353,0.4616564862,0.6229508522,0.3359492738,0.9632996018,0.5412739966,0.1338177455,0.3845077537,0.4809418081,0.4876907797,0.5502317994,0.37476637,0.7272309633,0.8035263936,0.7455173,0.5560884364,0.2266708793,0.418168173,0.6222498249,0.4837797946,0.1565588405,0.3277422176,0.7311483283,1,0.8883892089,0.5442562755,1,0.8454360006,1,0.395211734,1,1,0.4710476883,0.143021239,0.6051733364,0.6320036316,0.8664543506,0.6303328906,0.5249108707,0.6952580283,1,0.7453223045,0.7472139981,0.9617129145,0.7810247327,0.261901811,0.420756476,0.864659064,0.8346350021,0.8976387402,0.5542851376,0.4053286875,0.2833808953,0.4780090788,0.3949151972,1,0.5744500198,0.5245577988,0.3966643153,1,1,0.4837982939,0.9421249362,0.4638016877,0.292813204,0.1784144757,0.2631501757,0.5390658496,0.7562000379,0.3146626813,0.7655955038,0.8488032925,0.4554892083,0.878071668,0.449158545,0.3927723799,0.229853962,0.3063808573,0.1680671371,0.1610818767,0.2207129032,0.4206575866,0.5071547463,0.8054159489,1,0.3516866892,0.7114740886,1,0.4661931107,0.204923696,0.2460449389,0.202183302,0.231266614,Chloris,657.1833381,620.2681506,581.5334683,594.1062997,634.2970914,638.77385,598.0955702,629.1774321,626.468711,606.9716085,619.1510662,589.5433579,582.280227,chloris
