,EmpID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Zip,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,EmploymentStatus,Department,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,DaysLateLast30,Absences,target
22,10003,1,0,1,5,4,0,62910,0,19,2031,1,1,0,0,0,0,0,12.0,1,0,5.0,3,0,0,19,1
23,10294,0,0,1,5,2,0,66441,0,20,2171,1,0,0,0,0,0,0,22.0,6,2,2.0,3,0,2,3,0
24,10267,0,0,5,5,3,0,57815,1,20,2210,1,0,0,0,0,1,0,16.0,2,1,4.8,5,0,0,5,0
25,10199,0,1,4,3,3,0,103613,1,30,6033,0,0,0,0,1,2,1,4.0,0,1,3.5,5,7,0,2,0
26,10081,1,0,1,1,3,1,106367,0,26,2468,1,1,0,0,1,0,3,3.0,4,1,5.0,4,3,0,4,1
27,10175,0,1,5,5,3,0,74312,1,18,1901,0,0,0,0,3,1,0,2.0,1,1,3.39,3,0,0,14,0
28,10177,1,0,5,5,3,0,53492,1,19,1701,1,1,0,0,0,1,0,14.0,2,1,3.35,4,0,0,6,1
29,10238,1,0,1,1,3,1,63000,0,1,1450,1,1,0,0,1,0,3,1.0,4,1,4.5,2,6,0,14,1
31,10203,3,0,3,5,3,1,64375,0,19,2043,1,4,0,0,1,0,0,20.0,4,1,3.5,5,0,0,17,0
32,10188,1,0,5,6,3,0,74326,1,3,21851,1,1,1,0,1,1,4,17.0,2,1,3.14,5,0,1,19,1
33,10107,0,0,1,5,3,0,63763,0,20,2148,1,0,0,0,1,0,0,11.0,3,1,4.51,4,0,0,3,0
34,10181,1,1,1,5,3,0,62162,0,20,1890,0,1,0,0,0,0,0,19.0,1,1,3.25,5,0,0,15,1
35,10150,0,1,1,4,3,0,77692,0,25,2184,0,0,0,0,0,0,2,5.0,2,1,3.84,3,5,0,4,0
36,10001,0,1,1,5,4,0,72640,0,18,2169,0,0,0,0,0,0,0,2.0,1,0,5.0,3,0,0,14,0
37,10085,0,0,1,4,3,0,93396,0,24,2132,1,0,0,0,0,0,2,10.0,1,1,4.96,4,6,0,3,0
38,10115,0,1,1,5,3,0,52846,0,19,1701,0,0,0,0,1,0,0,18.0,0,1,4.43,3,0,0,14,0
39,10082,0,0,2,3,3,0,100031,0,27,1886,1,0,0,0,1,0,1,4.0,0,1,5.0,5,6,0,7,0
40,10040,0,0,1,6,3,0,71860,0,3,5664,1,0,0,0,0,0,4,17.0,1,1,5.0,5,0,0,7,0
41,10067,0,0,1,5,3,0,61656,0,19,2763,1,0,0,0,0,0,0,22.0,2,1,5.0,4,0,0,11,0
42,10108,1,1,1,3,3,0,110929,0,5,2045,0,1,0,0,0,0,1,5.0,1,1,4.5,5,7,0,8,1
43,10210,0,0,1,5,3,0,54237,0,19,2170,1,0,0,0,0,0,0,16.0,1,1,3.3,4,0,0,11,0
45,10200,0,1,1,6,3,0,66808,0,3,78207,0,0,1,0,1,0,4,21.0,3,1,3.0,5,0,0,17,0
46,10240,0,0,5,5,3,0,64786,1,19,1775,1,0,0,0,0,1,0,11.0,1,1,4.3,4,0,0,3,0
47,10168,0,0,1,5,3,0,64816,0,19,2044,1,0,2,0,1,0,0,19.0,1,1,3.58,5,0,0,3,0
48,10220,0,1,1,3,3,0,68678,0,14,2170,0,0,0,0,0,0,1,6.0,1,1,4.7,3,6,0,2,0
49,10275,1,0,5,5,3,0,64066,1,20,1752,1,1,0,0,0,1,0,12.0,2,1,4.2,5,0,0,9,1
50,10269,1,1,5,5,3,0,59369,1,20,2169,0,1,0,0,0,1,0,14.0,1,1,4.2,4,0,0,6,1
51,10029,1,1,2,5,4,0,50373,0,19,2134,0,1,0,0,0,0,0,12.0,3,0,4.1,4,0,0,5,1
52,10261,0,1,1,5,3,0,63108,0,19,2452,0,0,0,0,0,0,0,14.0,3,1,4.4,5,0,0,3,0
53,10292,0,1,4,5,2,0,59144,1,19,1880,0,0,0,0,1,2,0,20.0,0,2,2.0,3,0,5,16,0
54,10282,2,1,1,5,2,0,68051,0,18,1803,0,2,0,0,0,0,0,2.0,6,2,4.13,2,0,3,3,0
55,10019,0,1,1,5,4,0,170500,0,10,2030,0,0,0,0,1,0,0,2.0,1,0,3.7,5,0,0,15,0
56,10094,1,0,1,5,3,0,63381,0,19,2189,1,1,0,1,0,0,0,18.0,1,1,4.73,5,0,0,6,1
57,10193,1,1,1,3,3,0,83552,0,9,1810,0,1,0,0,0,0,1,4.0,1,1,3.04,3,6,0,2,1
58,10132,0,0,2,5,3,0,56149,0,19,1821,1,0,0,0,0,0,0,22.0,0,1,4.12,5,0,0,15,0
59,10083,0,1,1,3,3,0,92329,0,28,6278,0,0,0,0,0,0,1,7.0,3,1,5.0,3,4,0,5,0
60,10099,0,0,1,6,3,0,65729,0,21,5473,1,0,0,0,0,0,4,15.0,1,1,4.62,4,0,0,8,0
61,10212,1,0,3,3,3,0,85028,0,28,6033,1,1,0,0,0,0,1,7.0,0,1,3.1,5,8,0,19,1
62,10056,1,0,1,5,3,0,57583,0,19,2110,1,1,0,0,0,0,0,16.0,1,1,5.0,3,0,0,1,1
63,10143,0,1,1,5,3,0,56294,0,20,2458,0,0,1,0,2,0,0,20.0,0,1,3.96,4,0,0,6,0
64,10311,1,1,1,6,1,0,56991,0,19,2138,0,1,0,0,0,0,0,12.0,1,1,4.3,4,3,2,2,1
65,10070,1,1,5,5,3,0,55722,1,19,1810,0,1,0,0,0,1,0,39.0,1,1,5.0,4,0,0,14,1
66,10155,0,0,1,4,3,0,101199,0,24,2176,1,0,0,0,1,0,2,10.0,6,1,3.79,5,5,0,8,0
67,10306,0,1,1,6,1,0,61568,0,3,36006,0,0,0,0,2,0,4,17.0,1,3,1.93,3,0,6,5,0
68,10100,3,0,5,5,3,0,58275,1,20,2343,1,4,0,0,1,1,0,18.0,2,1,4.62,5,0,0,1,0
69,10310,1,1,1,5,1,0,53189,0,19,2061,0,1,0,0,0,0,0,11.0,1,3,1.12,2,0,4,9,1
70,10197,0,1,1,3,3,0,96820,0,4,2045,0,0,0,0,0,0,1,13.0,1,1,3.01,5,7,0,15,0
71,10276,0,1,1,5,3,0,51259,0,19,2180,0,0,0,0,0,0,0,19.0,1,1,4.3,4,0,0,1,0
72,10304,0,0,1,6,1,0,59231,0,3,98052,1,0,0,1,0,0,4,17.0,7,3,2.3,1,0,2,17,0
73,10284,1,0,1,5,2,0,61584,0,19,2351,1,1,0,0,1,0,0,12.0,1,2,3.88,4,0,0,6,1
74,10207,0,0,1,5,3,0,46335,0,19,2125,1,0,0,1,0,0,0,14.0,6,1,3.4,5,0,0,15,0
75,10133,1,0,1,3,3,0,70621,0,14,2119,1,1,0,0,0,0,1,7.0,3,1,4.11,4,6,0,16,1
76,10028,0,1,1,3,4,0,138888,0,13,1886,0,0,0,0,1,0,1,5.0,1,0,4.3,5,5,0,4,0
77,10006,0,0,1,6,4,0,74241,0,3,90007,1,0,0,0,0,0,4,21.0,1,0,4.77,5,0,0,14,0
78,10105,0,0,1,5,3,0,75188,0,18,1731,1,0,0,0,0,0,0,2.0,2,1,4.52,4,0,0,4,0
79,10211,1,0,1,5,3,0,62514,0,19,1749,1,1,0,0,0,0,0,19.0,2,1,2.9,3,0,0,6,1
80,10064,1,0,5,5,3,0,60070,1,19,2343,1,1,0,0,0,1,0,20.0,2,1,5.0,3,0,0,7,1
81,10247,0,1,1,5,3,0,48888,0,19,2026,0,0,0,0,0,0,0,18.0,0,1,4.7,5,0,0,8,0
82,10235,1,1,1,5,3,0,54285,0,19,2045,0,1,0,0,0,0,0,18.0,3,1,4.2,3,0,0,3,1
83,10299,3,0,1,5,1,0,56847,0,20,2133,1,4,0,0,0,0,0,22.0,1,3,3.0,1,0,2,5,0
84,10280,0,1,4,5,2,0,60340,1,19,2129,0,0,0,0,0,2,0,22.0,2,2,5.0,4,0,5,16,0
85,10296,0,0,4,5,2,0,59124,1,19,2458,1,0,0,0,0,2,0,16.0,2,2,2.3,3,0,5,19,0
86,10290,1,0,4,4,2,0,99280,1,24,1749,1,1,0,0,1,2,2,10.0,1,2,2.1,5,4,4,19,1
87,10263,1,0,1,5,3,0,71776,0,20,1824,1,1,0,0,1,0,0,16.0,0,1,4.4,5,0,0,17,1
89,10189,1,0,5,5,3,0,57748,1,19,2176,1,1,0,0,0,1,0,39.0,2,1,3.13,3,0,0,16,1
90,10308,1,1,1,5,1,0,64057,0,19,2132,0,1,0,0,0,0,0,11.0,1,3,1.56,5,0,6,15,1
91,10309,0,1,1,3,1,0,53366,0,15,2138,0,0,0,0,0,0,1,7.0,0,3,1.2,3,6,3,2,0
92,10049,1,0,1,5,3,0,58530,0,19,2155,1,1,0,0,0,0,0,12.0,2,1,5.0,5,0,0,19,1
93,10093,0,1,5,5,3,0,72609,1,20,2143,0,0,0,1,0,1,0,11.0,2,1,4.76,5,0,0,20,0
94,10163,1,0,5,5,3,0,55965,1,20,2170,1,1,0,0,0,1,0,19.0,2,1,3.66,3,0,0,6,1
95,10305,1,1,1,6,3,0,70187,1,3,2330,0,1,0,0,0,2,4,21.0,3,3,2.0,5,0,4,7,1
96,10015,0,1,1,3,4,0,178000,0,12,1460,0,0,0,0,1,0,1,5.0,1,0,5.0,5,5,0,15,0
97,10080,1,0,1,1,3,0,99351,0,26,2050,1,1,0,2,0,0,3,9.0,8,1,5.0,3,2,0,3,1
98,10258,0,1,1,6,3,0,67251,0,3,6050,0,0,0,0,1,0,4,21.0,6,1,4.3,3,0,2,7,0
99,10273,0,0,1,3,3,0,65707,0,14,6040,1,0,0,0,0,0,1,6.0,0,1,4.7,4,5,0,1,0
100,10111,0,1,1,5,3,0,52249,0,19,1905,0,0,0,1,0,0,0,14.0,3,1,4.5,3,0,0,5,0
101,10257,0,0,1,5,3,0,53171,0,19,2121,1,0,0,1,1,0,0,18.0,0,1,4.2,4,0,0,12,0
102,10159,1,0,1,5,3,0,51337,0,19,2145,1,1,0,0,1,0,0,22.0,0,1,3.73,3,0,0,19,1
103,10122,2,0,5,5,3,1,51505,1,19,2330,1,2,0,0,1,1,0,16.0,4,1,4.24,4,0,0,2,0
104,10142,4,0,4,6,3,0,59370,1,3,43050,1,3,0,0,1,2,4,17.0,6,1,3.97,4,0,0,7,0
105,10283,1,1,5,5,2,1,54933,1,19,2062,0,1,0,0,1,1,0,39.0,4,2,3.97,4,0,3,15,1
106,10018,0,0,1,5,4,0,57815,0,19,2451,1,0,0,1,2,0,0,11.0,1,0,3.9,4,0,0,3,0
107,10255,0,0,1,6,3,0,61555,0,3,46204,1,0,0,0,0,0,4,21.0,1,1,4.5,5,0,0,20,0
108,10246,0,0,4,3,3,0,114800,1,8,2127,1,0,0,0,0,2,1,4.0,1,1,4.6,4,4,0,10,0
109,10228,1,1,1,3,3,0,74679,0,14,2135,0,1,0,1,0,0,1,7.0,0,1,4.3,5,7,0,20,1
110,10243,0,0,1,5,3,0,53018,0,19,2451,1,0,0,1,0,0,0,19.0,1,1,4.3,5,0,0,7,0
111,10031,2,1,1,5,4,1,59892,0,19,2108,0,2,0,0,1,0,0,12.0,4,0,4.5,4,0,0,1,0
112,10300,1,1,5,5,1,1,68898,1,20,2128,0,1,0,0,1,1,0,12.0,4,3,3.0,3,0,3,10,1
113,10101,3,0,1,3,3,0,61242,0,14,2472,1,4,0,1,0,0,1,7.0,3,1,4.61,4,5,0,11,0
114,10237,1,0,3,5,3,0,66825,0,20,1886,1,1,0,0,0,0,0,14.0,0,1,4.6,3,0,0,20,1
115,10051,1,1,1,5,3,0,48285,0,19,2169,0,1,0,0,0,0,0,14.0,0,1,5.0,3,0,0,2,1
116,10218,3,0,3,5,3,0,66149,0,20,1824,1,4,0,0,4,0,0,20.0,2,1,4.4,5,0,0,1,0
117,10256,1,0,3,5,3,0,49256,0,19,1864,1,1,0,0,3,0,0,20.0,0,1,4.1,5,0,0,3,1
118,10098,2,1,1,5,3,0,62957,0,18,1752,0,2,0,0,0,0,0,2.0,3,1,4.63,3,0,0,2,0
119,10059,2,0,5,5,3,0,63813,1,19,2176,1,2,0,0,0,1,0,18.0,6,1,5.0,5,0,0,17,0
120,10234,1,1,1,3,3,0,99020,0,4,2134,0,1,0,0,1,0,1,13.0,1,1,4.2,5,5,0,8,1
121,10109,0,1,5,6,3,0,71707,1,3,37129,0,0,0,0,2,1,4,17.0,0,1,4.5,5,0,0,20,0
122,10125,1,0,1,5,3,0,54828,0,19,2127,1,1,0,0,0,0,0,22.0,2,1,4.2,4,0,0,13,1
123,10074,0,1,1,5,3,0,64246,0,20,2155,0,0,0,1,0,0,0,18.0,0,1,5.0,3,0,0,20,0
124,10097,0,0,5,5,3,0,52177,1,19,2324,1,0,0,0,0,1,0,39.0,6,1,4.64,4,0,0,8,0
125,10007,1,0,1,5,4,0,62065,0,19,1886,1,1,0,0,0,0,0,11.0,6,0,4.76,4,0,0,5,1
126,10129,0,1,1,5,3,0,46998,0,19,2149,0,0,0,0,0,0,0,19.0,2,1,4.17,4,0,0,1,0
127,10075,0,0,5,5,3,0,68099,1,20,2021,1,0,0,0,0,1,0,18.0,6,1,5.0,3,0,0,15,0
128,10167,1,1,1,6,3,0,70545,0,3,3062,0,1,0,0,4,0,4,17.0,1,1,3.6,5,0,0,9,1
129,10195,1,0,5,5,3,0,63478,1,20,2445,1,1,2,0,0,1,0,30.0,1,1,3.03,5,0,0,16,1
130,10112,0,0,1,3,3,0,97999,0,8,2493,1,0,0,0,0,0,1,4.0,1,1,4.48,5,6,0,4,0
131,10272,1,0,1,6,3,0,180000,0,11,2908,1,1,0,0,0,0,4,2.0,0,1,4.5,4,0,0,19,1
132,10182,1,0,1,1,3,0,49920,1,2,2170,1,1,0,0,1,2,3,1.0,1,1,3.24,3,4,0,6,1
133,10248,0,0,1,5,3,0,55425,0,19,2176,1,0,0,0,0,0,0,19.0,0,1,4.8,4,0,0,4,0
134,10201,0,0,2,5,3,0,69340,0,20,2021,1,0,0,0,0,0,0,16.0,0,1,3.0,5,0,0,4,0
136,10160,2,0,5,5,3,0,68182,1,20,1742,1,2,0,0,0,1,0,11.0,2,1,3.72,3,0,0,18,0
137,10289,1,1,5,5,2,0,83082,1,18,2128,0,1,0,0,3,1,0,2.0,1,2,2.34,2,0,3,4,1
138,10139,0,0,1,5,3,0,51908,0,19,1775,1,0,0,0,0,0,0,12.0,1,1,3.99,3,0,0,14,0
139,10227,0,0,1,5,3,0,61242,0,19,2081,1,0,0,0,1,0,0,14.0,0,1,4.1,3,0,0,7,0
140,10236,2,0,1,5,3,0,45069,0,19,1778,1,2,0,0,0,0,0,20.0,3,1,4.3,5,0,0,7,0
141,10009,2,0,1,5,4,0,60724,0,20,1821,1,2,0,0,4,0,0,19.0,0,0,4.6,4,0,0,11,0
142,10060,3,0,1,5,3,0,60436,0,19,2109,1,4,0,0,0,0,0,18.0,0,1,5.0,5,0,0,9,0
143,10034,1,1,5,5,4,0,46837,1,19,2445,0,1,0,0,0,1,0,22.0,6,0,4.7,4,0,0,9,1
144,10156,1,0,3,3,3,0,105700,0,8,2301,1,1,0,0,3,0,1,4.0,1,1,3.75,3,5,0,2,1
145,10036,0,0,1,5,4,0,63322,0,20,2128,1,0,0,0,0,0,0,12.0,0,0,4.3,3,0,0,1,0
146,10138,1,0,5,5,3,0,61154,1,19,2446,1,1,0,0,1,1,0,16.0,6,1,4.0,4,0,0,4,1
147,10244,0,0,5,6,3,0,68999,1,21,19444,1,0,0,0,0,1,4,15.0,2,1,4.5,5,0,0,2,0
148,10192,0,1,1,5,3,0,50482,0,19,1887,0,0,0,0,0,0,0,22.0,1,1,3.07,4,0,0,10,0
149,10231,0,1,1,6,3,0,65310,0,3,80820,0,0,0,0,0,0,4,21.0,1,1,4.3,5,0,0,13,0
150,10089,1,0,1,2,3,0,250000,0,16,1902,1,1,0,1,0,0,5,9.0,1,1,4.83,3,0,0,10,1
151,10166,1,0,5,5,3,0,54005,1,19,2170,1,1,0,0,0,1,0,39.0,2,1,3.6,5,0,0,16,1
152,10170,1,0,5,5,3,0,45433,1,19,2127,1,1,0,0,0,1,0,11.0,2,1,3.49,4,0,0,6,1
153,10208,0,1,1,5,3,0,46654,0,19,1721,0,0,0,0,1,0,0,19.0,0,1,3.1,3,0,0,3,0
154,10176,1,1,1,5,3,0,63973,0,19,1801,0,1,0,0,3,0,0,12.0,1,1,3.38,3,0,0,17,1
155,10165,0,1,1,6,3,1,71339,0,3,10171,0,0,0,1,1,0,4,17.0,4,1,3.65,5,0,0,20,0
156,10113,1,1,3,3,3,0,93206,0,28,2169,0,1,0,0,0,0,1,7.0,3,1,4.46,5,6,0,7,1
157,10092,1,1,4,5,3,0,82758,1,18,1890,0,1,0,0,0,2,0,2.0,3,1,4.78,4,0,0,9,1
158,10106,2,0,5,5,3,0,66074,1,20,2090,1,2,0,0,3,1,0,14.0,1,1,4.52,3,0,0,20,0
159,10052,1,1,1,5,3,0,46120,0,19,2048,0,1,0,0,0,0,0,14.0,0,1,5.0,5,0,0,13,1
160,10038,2,1,1,1,3,0,64520,0,1,1460,0,2,0,0,1,0,3,1.0,7,1,5.0,4,4,0,3,0
161,10249,1,1,5,5,3,0,61962,1,20,2126,0,1,0,0,0,1,0,20.0,2,1,4.9,3,0,0,20,1
162,10232,0,0,1,3,3,0,81584,0,22,1886,1,0,0,0,3,0,1,13.0,1,1,4.1,5,7,0,2,0
163,10087,0,0,5,5,3,0,63676,1,19,1810,1,0,0,0,3,1,0,20.0,6,1,4.88,3,0,0,17,0
164,10134,1,1,1,1,3,0,93046,0,23,1460,0,1,0,0,0,0,3,2.0,6,1,4.1,4,0,0,20,1
165,10251,1,1,1,5,3,0,64738,0,19,1776,0,1,0,0,3,0,0,16.0,2,1,4.1,3,0,0,10,1
166,10103,3,1,1,6,3,0,70468,0,3,84111,0,4,0,0,1,0,4,17.0,7,1,4.53,3,0,0,16,0
167,10017,1,0,1,5,4,0,77915,0,18,2110,1,1,0,0,0,0,0,2.0,7,0,4.1,3,0,0,11,1
168,10186,1,0,5,5,3,0,52624,1,19,1886,1,1,0,0,0,1,0,22.0,1,1,3.18,4,0,0,16,1
169,10137,1,1,3,5,3,0,63450,0,20,1770,0,1,0,0,0,0,0,18.0,0,1,4.0,3,0,0,7,1
170,10008,0,0,1,3,4,1,51777,0,14,6070,1,0,0,1,1,0,1,6.0,4,0,4.64,4,5,0,14,0
171,10096,4,0,5,5,3,0,67237,1,20,2122,1,3,0,0,0,1,0,22.0,0,1,4.65,4,0,0,15,0
172,10035,0,0,1,5,4,0,73330,0,20,2324,1,0,0,0,1,0,0,16.0,1,0,4.2,4,0,0,19,0
173,10057,1,0,3,5,3,0,52057,0,19,2122,1,1,0,0,1,0,0,16.0,7,1,5.0,3,0,0,6,1
174,10004,0,0,5,5,4,1,47434,1,19,1844,1,0,0,1,1,1,0,39.0,4,0,5.0,4,0,0,17,0
175,10191,4,1,5,5,3,0,52788,1,19,1938,0,3,0,0,0,1,0,11.0,1,1,3.08,4,0,0,18,0
176,10219,0,0,1,5,3,0,45395,0,19,2189,1,0,0,0,0,0,0,19.0,0,1,4.6,4,0,0,14,0
178,10073,1,0,5,5,3,0,68407,1,20,2176,1,1,0,0,2,1,0,11.0,0,1,5.0,4,0,0,16,1
179,10279,1,0,1,5,3,0,61349,0,19,2451,1,1,0,0,0,0,0,12.0,0,1,4.1,3,0,0,11,1
180,10110,0,0,1,4,3,0,105688,0,24,2135,1,0,0,0,3,0,2,10.0,2,1,4.5,5,4,0,14,0
181,10053,1,0,1,5,3,0,54132,0,19,2330,1,1,0,0,0,0,0,14.0,1,1,5.0,4,0,0,8,1
182,10076,0,0,1,5,3,0,55315,0,20,2149,1,0,0,0,1,0,0,19.0,0,1,5.0,5,0,0,16,0
183,10145,1,0,1,5,3,0,62810,0,19,2184,1,1,0,0,1,0,0,20.0,6,1,3.93,3,0,0,20,1
184,10202,1,1,2,6,3,0,63291,0,3,78789,0,1,0,0,2,0,4,21.0,7,1,3.4,4,0,0,7,1
185,10128,0,0,5,5,3,1,62659,1,19,1760,1,0,0,0,1,1,0,18.0,4,1,4.18,4,0,0,17,0
186,10068,0,0,1,5,3,0,55688,0,19,2346,1,0,0,0,0,0,0,22.0,6,1,5.0,4,0,0,10,0
187,10116,0,1,1,5,3,0,83667,0,18,2045,0,0,0,3,5,0,0,2.0,1,1,4.37,3,0,0,2,0
188,10298,0,1,5,5,1,0,55800,1,20,2472,0,0,0,0,0,1,0,12.0,0,3,3.0,2,0,6,6,0
189,10213,1,1,1,5,3,0,58207,0,20,1450,0,1,0,0,0,0,0,14.0,0,1,3.7,3,0,0,14,1
190,10288,1,1,1,3,2,1,157000,0,13,2134,0,1,1,1,1,0,1,5.0,4,2,2.39,3,6,4,13,1
191,10025,0,0,1,5,4,0,72460,0,20,2126,1,0,0,0,1,0,0,20.0,1,0,4.7,3,0,0,1,0
192,10223,0,1,3,5,3,1,72106,0,20,2127,0,0,0,0,1,0,0,18.0,4,1,4.1,4,0,0,12,0
193,10151,1,0,1,3,3,0,52599,0,15,2048,1,1,0,0,0,0,1,7.0,6,1,3.81,3,6,0,6,1
194,10254,2,0,1,5,3,0,63430,0,19,2453,1,2,0,0,0,0,0,16.0,0,1,4.4,4,0,0,18,0
195,10120,3,1,1,5,3,0,74417,0,20,1460,0,4,0,0,1,0,0,22.0,0,1,4.29,5,0,0,11,0
196,10216,0,1,1,5,3,0,57575,0,19,1550,0,0,0,0,3,0,0,20.0,0,1,4.1,4,0,0,13,0
197,10079,0,1,1,3,3,0,87921,0,22,2056,0,0,0,0,3,0,1,13.0,1,1,5.0,3,6,0,17,0
198,10215,0,1,5,5,3,1,50470,1,19,2110,0,0,0,0,1,1,0,39.0,4,1,4.3,3,0,0,19,0
199,10185,1,1,5,5,3,0,46664,1,19,2421,0,1,0,0,0,1,0,11.0,3,1,3.18,3,0,0,10,1
200,10063,1,1,3,5,3,0,48495,0,19,2136,0,1,0,0,0,0,0,19.0,0,1,5.0,5,0,0,11,1
201,10037,3,0,1,5,4,1,52984,0,19,1810,1,4,0,0,1,0,0,12.0,4,0,4.0,3,0,0,12,0
202,10042,0,0,1,6,3,0,63695,0,3,30428,1,0,0,0,2,0,4,21.0,1,1,5.0,5,0,0,2,0
203,10206,0,0,1,5,3,0,62061,0,19,2132,1,0,0,0,0,0,0,14.0,0,1,3.6,5,0,0,4,0
204,10104,0,0,1,5,3,0,66738,0,20,1040,1,0,0,0,0,0,0,16.0,1,1,4.53,5,0,0,5,0
205,10303,0,0,4,5,1,0,52674,1,19,2152,1,0,0,0,2,2,0,20.0,0,3,2.33,2,0,6,3,0
206,10078,1,0,5,5,3,0,71966,1,20,2492,1,1,0,0,3,1,0,39.0,0,1,5.0,3,0,0,17,1
207,10121,0,0,1,6,3,0,63051,0,3,33174,1,0,0,1,0,0,4,21.0,1,1,4.28,3,0,0,1,0
208,10021,1,1,1,5,4,0,47414,0,19,2478,0,1,0,0,0,0,0,18.0,0,0,5.0,3,0,0,13,1
209,10281,0,1,1,5,2,0,53060,0,19,1760,0,0,0,0,1,0,0,22.0,0,2,4.25,3,0,4,6,0
210,10041,0,1,1,6,3,0,68829,0,3,27229,0,0,0,0,0,0,4,17.0,7,1,5.0,5,0,0,18,0
211,10148,1,0,5,5,3,0,63515,1,19,2351,1,1,0,0,0,1,0,16.0,2,1,3.89,4,0,0,7,1
212,10005,0,1,5,4,4,1,108987,1,24,1844,0,0,0,0,1,1,2,10.0,4,0,5.0,5,3,0,13,0
213,10259,1,1,5,3,3,0,93093,1,9,2747,0,1,0,0,0,1,1,4.0,3,1,4.7,4,5,0,19,1
214,10286,0,1,5,5,2,0,53564,1,19,2458,0,0,0,0,1,1,0,39.0,2,2,3.54,5,0,4,15,0
215,10297,1,0,5,5,2,0,60270,1,20,2472,1,1,0,0,3,1,0,11.0,6,2,2.4,5,0,5,2,1
216,10171,0,0,5,5,3,0,45998,1,19,2176,1,0,0,0,0,1,0,11.0,0,1,3.45,4,0,0,5,0
217,10032,1,0,5,5,4,0,57954,1,20,1886,1,1,0,0,0,1,0,19.0,1,0,4.2,5,0,0,12,1
218,10130,1,0,5,5,3,0,74669,1,18,2030,1,1,0,0,0,1,0,2.0,1,1,4.16,5,0,0,6,1
219,10217,1,0,1,5,3,0,74226,0,20,2050,1,1,1,0,3,0,0,12.0,0,1,4.3,3,0,0,14,1
220,10016,1,0,1,3,4,0,93554,0,9,1886,1,1,0,0,1,0,1,4.0,3,0,4.6,5,7,0,16,1
221,10050,1,1,5,5,3,0,64724,1,19,2451,0,1,0,0,3,1,0,12.0,2,1,5.0,3,0,0,13,1
