,attr196,attr197,attr198,attr199,attr200,attr201,attr202,attr203,attr204,attr205,attr206,attr207,attr208,attr209,attr210,attr211,attr212,attr213,attr214,attr215,attr216,attr217,attr218,attr219,attr220,attr221,attr222,attr223,attr224,attr225,attr226,attr227,attr228,attr229,attr230,attr231,attr232,attr233,attr234,attr235,attr236,attr237,attr238,attr239,attr240,attr241,attr242,attr243,attr244,attr245,attr246,attr247,attr248,attr249,attr250,attr251,attr252,attr253,attr254,attr255,attr256,attr257,attr258,attr259,attr260,attr261,attr262,attr263,attr264,attr265,attr266,attr267,attr268,attr269,attr270,attr271,attr272,attr273,attr274,attr275,attr276,attr277,attr278,attr279,attr280,attr281,attr282,attr283,attr284,attr285,attr286,attr287,attr288,attr289,attr290,attr291,attr292,attr293,attr294,target
10,0.013734,0.180623,0.193919,0.198951,0.199398,0.187433,0.176988,0.162809,0.268116,0.271638,0.277107,0.279735,0.271281,0.263922,0.2534,0.325505,0.332562,0.361749,0.393765,0.467772,0.492564,0.431182,0.468856,0.353753,0.440027,0.55919,0.567364,0.560767,0.572878,0.544216,0.445988,0.335044,0.360854,0.358237,0.362833,0.457237,0.522365,0.581376,0.520833,0.549148,0.518664,0.56165,0.529489,0.519011,0.517691,0.541857,0.600756,0.628836,0.640689,0.559302,0.01186,0.008134,0.010328,0.010108,0.012204,0.011508,0.011718,0.007828,0.007406,0.008466,0.006447,0.00621,0.008074,0.013759,0.037593,0.030952,0.033771,0.076854,0.198914,0.089036,0.047182,0.121324,0.270779,0.251727,0.102787,0.065517,0.079846,0.057282,0.055891,0.209664,0.18751,0.158307,0.071981,0.048715,0.125257,0.116349,0.206384,0.454125,0.271166,0.474307,0.162633,0.085384,0.001416,0.034962,0.058742,0.066941,0.069697,0.057397,0.043405,1
11,0.000473,0.565687,0.550177,0.233192,0.25227,0.261395,0.265175,0.270297,0.58983,0.609915,0.507716,0.276212,0.255055,0.272399,0.279813,0.61876,0.650575,0.685621,0.578435,0.394592,0.292148,0.400474,0.625089,0.607913,0.612554,0.597233,0.579721,0.531915,0.485038,0.620695,0.605755,0.598307,0.603675,0.534029,0.480475,0.50577,0.614488,0.650206,0.651883,0.605833,0.491591,0.452418,0.471361,0.642836,0.651973,0.645162,0.637111,0.621533,0.554135,0.450472,0.034521,0.223556,0.012952,0.001843,0.001325,0.001077,0.001574,0.027128,0.130688,0.534607,0.105894,0.001348,0.002296,0.000718,0.036534,0.084581,0.161117,0.150111,0.272995,0.020585,0.228033,0.043205,0.050924,0.055898,0.02251,0.014514,0.099814,0.037483,0.037145,0.025138,0.019399,0.020277,0.073856,0.032658,0.056067,0.023722,0.003344,0.001766,0.040065,0.02244,0.006482,0.046696,0.002164,0.001173,0.002225,0.001753,0.006035,0.062658,0.033016,0
12,0.004477,0.347359,0.361943,0.357317,0.321324,0.318157,0.306991,0.296395,0.372573,0.360131,0.361749,0.36184,0.370226,0.530717,0.6353,0.560318,0.528963,0.528929,0.569399,0.67626,0.741785,0.690878,0.414206,0.480688,0.509126,0.612011,0.591104,0.620602,0.597632,0.353181,0.368528,0.380685,0.415949,0.513342,0.612444,0.600378,0.378224,0.378908,0.444536,0.51815,0.620465,0.64977,0.631768,0.664912,0.66228,0.677627,0.66195,0.644768,0.638194,0.616933,0.052976,0.115117,0.068562,0.005323,0.005611,0.005791,0.006318,0.012503,0.007709,0.008169,0.005211,0.028202,0.341694,0.312535,0.069979,0.134983,0.207985,0.306968,0.217061,0.098306,0.108198,0.105354,0.1645,0.133234,0.053683,0.07628,0.071308,0.081247,0.01223,0.020503,0.036294,0.074333,0.14657,0.085101,0.037947,0.364724,0.206141,0.22788,0.291247,0.212808,0.102724,0.072871,0.153352,0.138656,0.108324,0.089166,0.075736,0.078818,0.115966,1
13,0.001557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164799,0.007525,0.0,0.0,0.0,0.049498,0.478559,0.810487,0.05731,0.116257,0.160858,0.337375,0.781677,0.769935,0.724044,0.223817,0.280387,0.375466,0.464548,0.49017,0.55006,0.581641,0.36671,0.399642,0.468239,0.496476,0.470461,0.480662,0.466985,0.432943,0.459448,0.456629,0.44146,0.425346,0.447169,0.473567,0.021239,0.021238,0.017955,0.01059,0.010887,0.009304,0.004525,0.035356,0.01489,0.064182,0.058344,0.00625,0.007759,1.0,0.041807,0.073947,0.077512,0.103856,0.501213,1.0,0.29355,0.015452,0.042198,0.053975,0.949212,0.492676,0.262449,0.442986,0.17432,0.236324,0.395576,0.227895,0.131681,0.127353,0.227368,0.016376,0.016506,0.014639,0.042678,0.02389,0.00952,0.026791,0.007639,0.003769,0.006688,0.011945,0.008513,0.019112,0.031256,1
14,0.004131,0.180444,0.198504,0.214215,0.227154,0.251923,0.237062,0.240707,0.230609,0.256139,0.300523,0.352064,0.417628,0.456991,0.465278,0.395218,0.370728,0.317208,0.343141,0.353473,0.425434,0.525295,0.52534,0.460771,0.48213,0.558418,0.55796,0.492474,0.502237,0.618671,0.612889,0.705884,0.74121,0.707976,0.663446,0.634024,0.694288,0.690016,0.614343,0.615238,0.640902,0.632671,0.634494,0.6944,0.699521,0.702563,0.707875,0.700606,0.661959,0.637223,0.002363,0.001489,0.002204,0.002015,0.028196,0.00133,0.002331,0.117123,0.143344,0.1035,0.097457,0.147039,0.202481,0.203544,0.017777,0.022246,0.031272,0.102731,0.140425,0.288173,0.191061,0.365895,0.481843,0.36166,0.224945,0.12299,0.155323,0.124062,0.035753,0.173442,0.289142,0.212133,0.156891,0.11252,0.127955,0.0093,0.069264,0.179928,0.246627,0.521537,0.624055,0.326446,0.004859,0.004328,0.003606,0.004638,0.025219,0.126349,0.154491,1
15,0.005256,0.217156,0.278292,0.309324,0.268854,0.321949,0.32167,0.334563,0.24329,0.063395,0.0,0.012223,0.0,0.056249,0.079699,0.536813,0.0,0.0,0.0,0.0,0.0,0.0,0.890298,0.388509,0.042763,0.003903,0.0,0.0,0.0,0.88786,0.727288,0.518026,0.479648,0.438003,0.401335,0.355464,0.96672,0.753098,0.582584,0.567074,0.539207,0.525441,0.513375,0.961464,0.920905,0.959284,0.826411,0.665906,0.594617,0.585011,0.244219,0.256606,0.086437,0.038612,0.020311,0.08263,0.105078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74102,0.064347,0.063224,0.215156,0.01341,0.007674,0.161001,1.0,0.872639,0.738097,0.597829,0.462685,0.191432,0.144492,0.279987,0.047969,0.036694,0.043531,0.055302,0.085401,0.313417,0.443839,0.087984,0.022897,0.003967,0.003999,0.010731,0.259746,0.266529,0.251707,0.52344,0.245411,0.007965,0.009498,0
16,0.086131,0.243302,0.282318,0.306584,0.313439,0.325897,0.315173,0.314021,0.101136,0.18693,0.183608,0.32744,0.511306,0.601203,0.749989,0.261541,0.561125,0.556148,0.676742,0.849962,0.813115,0.810722,0.307904,0.393888,0.475488,0.549014,0.676496,0.89476,0.88379,0.454967,0.446726,0.478485,0.494856,0.497182,0.703111,0.938484,0.728518,0.641047,0.602959,0.669384,0.790123,0.835123,0.933206,0.722971,0.824566,0.875749,0.877348,0.822318,0.947509,0.935331,0.009145,0.027078,0.047205,0.02941,0.027701,0.063305,0.104015,1.0,0.947495,0.663773,0.327713,0.08738,0.301879,0.227406,0.861969,0.183144,0.092654,0.208927,0.147707,0.207429,0.179233,0.01588,0.012799,0.007955,0.201128,0.48365,0.173419,0.144731,0.22923,0.124173,0.008678,0.001897,0.001238,0.555952,0.156717,0.215521,0.145193,0.240482,0.464488,0.605465,0.494019,0.16816,0.218433,0.273447,0.278555,0.218255,0.245346,0.252017,0.353137,0
17,0.11332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023126,0.053945,0.080739,0.097725,0.134449,0.11677,0.045256,0.147924,0.330605,0.454811,0.621075,0.725342,0.727254,0.28621,0.200763,0.396091,0.547828,0.736749,0.847725,0.832506,0.208881,0.290403,0.40601,0.504283,0.517736,0.815788,0.844091,0.632213,0.700394,0.858662,0.806808,0.630603,0.803073,0.771527,0.611223,0.755949,0.835123,0.801049,0.786623,0.794585,0.727892,0.037037,0.049434,0.06937,0.086555,0.080538,0.088807,0.091522,0.054269,0.053887,0.055375,0.060432,0.072933,0.103397,0.114857,0.408937,0.64022,0.851746,0.736352,0.412969,0.207011,0.15066,0.602098,0.108307,0.229581,0.11864,0.384951,0.113568,0.087905,0.150777,0.084115,0.078669,0.016901,0.010717,0.450936,0.132573,0.295202,0.626667,0.422945,0.269109,0.374225,0.250637,0.126859,0.26923,0.137096,0.137109,0.17898,0.333771,0.163273,0.124642,1
18,0.025736,0.089182,0.0,0.0,0.218129,0.086006,0.050501,0.341944,0.291846,0.270856,0.307278,0.209631,0.398115,0.394905,0.451132,0.354457,0.173276,0.252684,0.069176,0.26135,0.175356,0.267456,0.473508,0.562042,0.501633,0.448079,0.470903,0.419831,0.571379,0.614198,0.60921,0.621075,0.6215,0.630312,0.561013,0.612073,0.729614,0.72958,0.700606,0.650183,0.577317,0.518943,0.489242,0.705996,0.691772,0.649289,0.608148,0.558933,0.509472,0.448996,0.196379,0.132397,0.023072,0.497942,0.661342,0.576406,0.432981,0.176299,0.251922,0.395717,0.304119,0.230777,0.203825,0.010072,0.346715,0.432868,0.31872,0.270462,0.341208,0.374724,0.416866,0.492924,0.443516,0.681832,0.892674,0.640291,0.682024,0.222818,0.06385,0.160391,0.122054,0.133562,0.055216,0.171795,0.119985,0.008219,0.009473,0.004801,0.012048,0.011099,0.006891,0.009074,0.009163,0.006961,0.008916,0.006462,0.006468,0.004161,0.024184,1
19,0.073229,0.174964,0.229167,0.256587,0.25832,0.280831,0.271717,0.246265,0.063361,0.19932,0.406401,0.546095,0.527554,0.552335,0.489757,0.390354,0.636876,0.646404,0.679001,0.666186,0.637815,0.645341,0.508208,0.603205,0.678297,0.749922,0.707685,0.710648,0.725208,0.141002,0.221428,0.410617,0.582707,0.720724,0.796274,0.834709,0.067488,0.205526,0.448716,0.668389,0.769693,0.831555,0.796296,0.4652,0.728619,0.805354,0.785662,0.772768,0.764907,0.778069,0.007971,0.006195,0.006336,0.029543,0.00763,0.004676,0.003326,0.169792,0.515738,0.750331,0.185673,0.156639,0.109018,0.233085,1.0,0.079427,0.029786,0.051271,0.054089,0.043566,0.039421,0.181238,0.066638,0.074849,0.093991,0.083322,0.089757,0.160031,0.165887,0.270688,0.313901,0.202522,0.241955,0.127433,0.092795,0.064656,0.448691,0.611043,0.343188,0.234834,0.195935,0.115587,0.323851,0.249246,0.18167,0.176449,0.196422,0.175853,0.207744,1
20,0.002774,0.353921,0.0,0.082551,0.667729,0.237308,0.0,0.0,0.870706,0.331902,0.184481,0.872898,0.816056,0.470265,0.252706,0.687355,0.431439,0.358327,0.641897,0.617228,0.398148,0.028147,0.5035,0.405093,0.168568,0.154478,0.0,0.0,0.0,0.394816,0.404511,0.402196,0.392311,0.357745,0.301161,0.258476,0.557535,0.544462,0.5573,0.556305,0.588243,0.580627,0.566805,0.430254,0.46634,0.508588,0.546576,0.628523,0.673119,0.732477,1.0,0.956007,1.0,1.0,0.880946,0.403802,0.126646,0.353826,1.0,1.0,0.166628,0.610607,1.0,1.0,0.807774,1.0,1.0,0.626288,1.0,1.0,1.0,0.239635,0.454419,0.288648,0.18326,0.274435,0.085474,0.053006,0.094166,0.049546,0.024902,0.020622,0.070758,0.202554,0.267781,0.079535,0.07875,0.087574,0.073989,0.110789,0.103439,0.099081,0.20825,0.211187,0.196346,0.19383,0.130131,0.073152,0.026567,1
21,0.013757,0.0,0.0,0.0,0.0,0.0,0.0,0.00236,0.033235,0.0,0.0,0.0,0.0,0.008141,0.056741,0.624922,0.493984,0.43296,0.367608,0.345086,0.282676,0.285181,0.762961,0.709239,0.65526,0.679952,0.596395,0.489186,0.368872,0.739611,0.641148,0.647488,0.566828,0.531915,0.470511,0.373513,0.822766,0.665146,0.598285,0.648674,0.632694,0.565676,0.509181,0.802559,0.677659,0.569635,0.635679,0.679706,0.666119,0.641975,0.015643,0.084289,0.015394,0.00818,0.011326,0.008468,0.020478,0.173151,0.135103,0.130571,0.065487,0.045684,0.076532,0.029923,0.936023,1.0,1.0,1.0,1.0,0.823553,0.419248,0.087973,0.129688,0.125629,0.348594,0.474766,0.505665,0.366361,0.062724,0.093727,0.129704,0.031297,0.019732,0.033772,0.030293,0.037906,0.073487,0.031646,0.070891,0.029938,0.124156,0.135843,0.028618,0.225616,0.690483,0.388348,0.08392,0.009599,0.026875,1
22,0.000245,0.313864,0.302849,0.290381,0.282284,0.27562,0.271929,0.260568,0.34049,0.323996,0.310409,0.301373,0.312299,0.355195,0.391394,0.359814,0.359937,0.398182,0.517434,0.704923,0.734847,0.765018,0.461431,0.600868,0.700069,0.726304,0.772746,0.766058,0.790727,0.340993,0.387234,0.449823,0.511227,0.632448,0.659353,0.62037,0.498893,0.539855,0.559872,0.578077,0.619386,0.642836,0.63956,0.574119,0.58311,0.598285,0.626465,0.695484,0.704363,0.704733,0.001921,0.000616,0.001472,0.000101,0.001398,0.001826,0.002159,0.002568,0.003611,0.001711,0.002656,0.013859,0.137186,0.227241,0.001586,0.002386,0.161432,0.469257,0.22749,0.080358,0.086658,0.191212,0.135512,0.083586,0.148017,0.082192,0.10704,0.101545,0.01777,0.037663,0.0614,0.074356,0.087591,0.106501,0.208687,0.095949,0.075868,0.029468,0.011474,0.020444,0.03316,0.020489,0.006767,0.005959,0.006783,0.018572,0.010047,0.002759,0.005193,1
23,0.029558,0.191761,0.22986,0.24083,0.242698,0.235552,0.217525,0.174651,0.198571,0.214629,0.215334,0.211364,0.201053,0.179437,0.150116,0.404041,0.406546,0.36876,0.351371,0.33538,0.309436,0.277878,0.578547,0.449868,0.427916,0.462068,0.489857,0.477568,0.462348,0.653035,0.418713,0.410639,0.43892,0.438216,0.404176,0.465815,0.56808,0.694579,0.69866,0.752248,0.738929,0.687936,0.612364,0.532307,0.59711,0.663211,0.592581,0.649356,0.628187,0.670972,0.010808,0.003487,0.004353,0.004441,0.002715,0.002334,0.009384,0.009154,0.005697,0.002976,0.003434,0.002048,0.003893,0.006564,0.082106,0.085165,0.07361,0.086899,0.09188,0.085142,0.10634,0.264756,0.113244,0.227822,0.030071,0.00606,0.020576,0.022994,0.224326,0.247905,0.478933,0.157716,0.190265,0.14018,0.071073,0.140156,0.474739,0.109099,0.1971,0.158548,0.252088,0.35436,0.089175,0.041719,0.061148,0.041683,0.173503,0.14623,0.144763,1
24,0.001178,0.275888,0.279265,0.280518,0.277342,0.266338,0.253232,0.236995,0.296039,0.294093,0.297784,0.283145,0.281692,0.275038,0.247249,0.403247,0.420547,0.402207,0.357208,0.318494,0.303833,0.277666,0.534275,0.508119,0.554862,0.57612,0.550098,0.555488,0.492854,0.579565,0.554348,0.588723,0.608707,0.592514,0.5886,0.591966,0.535203,0.550803,0.611637,0.633812,0.620639,0.613348,0.600454,0.573381,0.569903,0.643507,0.65422,0.639795,0.635937,0.605307,0.001369,0.000834,0.000557,0.001177,0.002968,0.003123,0.00157,0.001514,0.001597,0.001371,0.000154,0.000259,0.002081,0.001665,0.070682,0.074534,0.088075,0.083666,0.083109,0.083416,0.070907,0.036419,0.023527,0.018733,0.020009,0.00546,0.007514,0.096691,0.025312,0.026505,0.021793,0.005279,0.00457,0.00271,0.002166,0.054086,0.033154,0.024254,0.007014,0.007667,0.008214,0.002881,0.028509,0.057352,0.022898,0.004068,0.006069,0.009132,0.006574,1
25,0.001329,0.301507,0.312478,0.321457,0.306651,0.302939,0.299193,0.278348,0.195496,0.206969,0.292203,0.383018,0.420312,0.468599,0.538882,0.279791,0.325662,0.360675,0.401928,0.435252,0.471484,0.564871,0.215971,0.253903,0.291398,0.397846,0.469572,0.522041,0.569646,0.440586,0.483483,0.545514,0.601382,0.620918,0.61583,0.602903,0.570059,0.594605,0.617687,0.600666,0.591586,0.595959,0.577966,0.620505,0.617407,0.611491,0.599358,0.57413,0.579095,0.583892,0.015837,0.018331,0.016559,0.017728,0.034451,0.061424,0.069347,0.058213,0.078213,0.233497,0.274034,0.265494,0.256615,0.167894,0.284694,0.325839,0.292154,0.293044,0.286638,0.20837,0.102025,0.033003,0.048161,0.112048,0.270362,0.318371,0.219487,0.035584,0.270129,0.181719,0.095735,0.029308,0.008436,0.006221,0.002585,0.006188,0.00505,0.014956,0.005002,0.005394,0.009199,0.011032,0.015803,0.012935,0.020826,0.003398,0.040586,0.018594,0.001165,1
