,duration_ms,energy,key,mode,time_signature,acousticness,danceability,instrumentalness,liveness,loudness,speechiness,valence,tempo,target
50,299747,0.171,2,0,3,0.8029999999999999,0.0645,0.82,0.203,-12.697,0.0378,0.0732,72.612,0
51,53600,0.182,2,1,5,0.6709999999999999,0.163,0.905,0.144,-16.410999999999998,0.0371,0.172,111.126,0
52,70653,0.00532,9,0,5,0.943,0.166,0.8420000000000001,0.0687,-20.043,0.0442,0.32,105.114,0
53,96587,0.209,7,0,4,0.469,0.23,0.8240000000000001,0.276,-13.895,0.0366,0.172,68.56,0
54,57560,0.0417,0,1,3,0.285,0.1639999999999999,0.1639999999999999,0.212,-19.732,0.0419,0.456,128.161,0
55,93800,0.0562,5,1,4,0.931,0.101,0.871,0.102,-20.651,0.038,0.4320000000000001,57.183,0
56,118720,0.0282,5,0,4,0.931,0.17,0.929,0.112,-27.547,0.0409,0.134,77.971,0
57,90413,0.0080299999999999,4,0,5,0.878,0.165,0.904,0.0598,-19.837,0.0424,0.22,114.482,0
58,237293,0.0153,9,1,4,0.7829999999999999,0.0569,0.932,0.241,-24.582,0.0533,0.135,65.069,0
59,94653,0.184,0,1,4,0.852,0.173,0.984,0.083,-15.258,0.0367,0.278,112.324,0
60,89400,0.0446,2,0,4,0.907,0.122,0.981,0.103,-24.05,0.0418,0.159,70.697,0
61,122347,0.0127,0,1,4,0.82,0.154,0.969,0.1369999999999999,-19.939,0.045,0.122,133.041,0
62,100747,0.0132,7,1,4,0.8540000000000001,0.205,0.0576,0.0802,-22.72,0.0483,0.314,96.559,0
63,111920,0.139,9,0,3,0.853,0.15,0.879,0.15,-15.593,0.0372,0.122,136.575,0
64,85827,0.0631,7,1,3,0.8859999999999999,0.113,0.907,0.103,-17.596,0.0393,0.347,93.56,0
65,55147,0.00965,7,0,4,0.867,0.1669999999999999,0.992,0.112,-29.968000000000004,0.0445,0.335,104.925,0
66,59493,0.0403,7,1,4,0.994,0.441,0.873,0.226,-24.876,0.0471,0.561,136.983,0
67,699600,0.0274,8,1,4,0.963,0.161,0.889,0.119,-27.52,0.0394,0.0795,79.607,0
68,1124000,0.102,0,1,4,0.963,0.301,0.898,0.0643,-22.139,0.0351,0.0971,76.008,0
69,1048840,0.0997,0,0,4,0.953,0.298,0.906,0.1,-21.76,0.038,0.0877,130.292,0
70,583787,0.0218,4,1,3,0.979,0.132,0.929,0.0878,-29.377,0.0461,0.0386,77.225,0
71,548360,0.187,0,1,4,0.961,0.346,0.888,0.0923,-20.189,0.0355,0.312,142.582,0
72,558307,0.13,0,0,4,0.948,0.34,0.787,0.226,-22.757,0.0335,0.201,110.942,0
73,1191933,0.101,7,1,3,0.963,0.187,0.94,0.0552,-23.5,0.0394,0.0618,71.403,0
74,299867,0.00233,4,0,1,0.979,0.298,0.677,0.0883,-28.917,0.0532,0.0745,131.893,0
75,882907,0.14,10,1,4,0.954,0.325,0.925,0.207,-22.514,0.0384,0.177,139.06799999999998,0
76,554200,0.0552,3,1,4,0.958,0.274,0.903,0.116,-25.255,0.0406,0.0887,130.482,0
77,606467,0.11,7,1,4,0.946,0.292,0.91,0.0843,-22.48,0.0343,0.139,137.864,0
78,364507,0.187,10,1,4,0.97,0.416,0.924,0.0867,-22.103,0.0362,0.5479999999999999,110.085,0
79,128484,0.853,0,1,4,0.221,0.784,1.64e-05,0.0678,-4.089,0.037,0.963,116.885,0
80,149408,0.615,3,1,4,0.154,0.774,0.0,0.0622,-5.473,0.0314,0.89,126.468,0
81,165395,0.57,5,1,4,0.428,0.63,0.0,0.0672,-5.452999999999999,0.0271,0.732,96.999,0
82,139848,0.899,5,1,4,0.341,0.762,0.000162,0.0956,-2.332,0.0463,0.919,115.317,0
83,176132,0.653,7,1,4,0.6970000000000001,0.679,0.0,0.0694,-4.578,0.0288,0.6729999999999999,98.401,0
84,142042,0.8340000000000001,7,1,4,0.332,0.677,0.0,0.0851,-3.999,0.037,0.757,122.937,0
85,178666,0.65,10,1,4,0.408,0.6729999999999999,0.0,0.112,-6.983,0.0345,0.8220000000000001,93.622,0
86,187547,0.787,3,1,4,0.53,0.723,0.000203,0.0656,-6.216,0.0503,0.743,124.474,0
87,145699,0.627,8,1,4,0.203,0.8,3.72e-05,0.299,-6.2360000000000015,0.0457,0.872,122.585,0
88,154267,0.608,8,1,4,0.3229999999999999,0.847,0.000553,0.0458,-5.25,0.0502,0.866,119.882,0
89,168426,0.662,0,0,4,0.59,0.7140000000000001,1.91e-05,0.0861,-5.617999999999999,0.036,0.7170000000000001,99.574,0
90,177490,0.594,3,1,4,0.496,0.795,1.27e-06,0.0848,-3.923,0.0486,0.861,91.73,0
91,148520,0.7879999999999999,2,0,4,0.362,0.784,2.59e-05,0.185,-6.41,0.0437,0.72,124.287,0
92,158029,0.902,8,1,4,0.297,0.8440000000000001,0.0,0.129,-2.125,0.0545,0.823,114.845,0
93,139821,0.6459999999999999,8,1,4,0.11,0.7909999999999999,0.0,0.196,-6.523,0.0349,0.8079999999999999,118.148,0
94,218737,0.462,8,1,4,0.52,0.614,0.0,0.086,-7.228,0.0325,0.626,102.119,0
95,146901,0.787,10,1,4,0.307,0.7709999999999999,0.0,0.182,-4.924,0.0407,0.89,101.659,0
96,162287,0.639,1,1,4,0.261,0.862,0.00197,0.0508,-5.246,0.0962,0.67,111.115,0
97,145098,0.535,9,1,4,0.322,0.7909999999999999,1.14e-06,0.0649,-6.384,0.0307,0.763,106.736,0
98,201392,0.5710000000000001,3,1,4,0.0792,0.875,2.19e-05,0.183,-8.151,0.067,0.76,115.951,0
99,177908,0.6829999999999999,10,1,4,0.732,0.807,0.00224,0.0995,-5.843,0.0469,0.913,115.296,0
100,174747,0.5710000000000001,8,1,3,0.5820000000000001,0.544,8.85e-06,0.0547,-6.069,0.0529,0.6759999999999999,183.327,0
101,177777,0.451,8,1,3,0.147,0.514,0.0,0.0301,-6.848,0.0492,0.7809999999999999,197.465,0
102,148520,0.7879999999999999,2,0,4,0.362,0.784,2.59e-05,0.185,-6.41,0.0437,0.72,124.287,0
103,171403,0.687,3,1,4,0.657,0.778,0.0,0.0276,-7.392,0.0368,0.765,120.614,0
104,128615,0.464,0,1,4,0.0875,0.773,0.0,0.19,-5.7970000000000015,0.0394,0.7829999999999999,97.165,0
105,175035,0.411,8,1,3,0.55,0.608,2.53e-05,0.344,-8.125,0.039,0.6629999999999999,172.983,0
106,151159,0.715,8,1,4,0.248,0.7390000000000001,0.00201,0.0915,-6.682,0.0566,0.8079999999999999,117.161,0
107,150950,0.775,5,1,4,0.491,0.463,1.65e-05,0.0915,-0.964,0.0308,0.813,172.352,0
108,173755,0.6409999999999999,5,0,4,0.407,0.494,0.0,0.046,-5.6560000000000015,0.0268,0.622,101.43,0
109,225250,0.698,8,1,3,0.258,0.7909999999999999,0.0,0.214,-4.062,0.264,0.511,119.992,0
110,244000,0.878,10,0,4,0.322,0.688,0.0,0.301,-3.2880000000000003,0.194,0.935,96.011,0
111,208250,0.942,8,1,4,0.453,0.669,0.0,0.0816,-2.137,0.341,0.693,93.15,0
112,220000,0.762,10,0,4,0.443,0.7609999999999999,1.73e-06,0.114,-2.9530000000000003,0.272,0.598,89.289,0
113,209633,0.47,1,1,4,0.0067,0.797,0.0,0.039,-8.888,0.295,0.895,97.386,0
114,178599,0.773,8,1,4,0.402,0.921,0.0,0.0798,-6.007999999999999,0.224,0.888,119.042,0
115,147775,0.51,2,1,4,0.0262,0.621,1.56e-06,0.205,-8.9,0.258,0.242,75.569,0
116,201778,0.7170000000000001,10,0,4,0.00266,0.812,1.52e-05,0.444,-7.42,0.103,0.755,134.976,0
117,61989,0.153,7,1,4,0.0944,0.579,0.655,0.103,-12.359000000000002,0.053,0.69,110.01,0
118,166388,0.0889,10,0,4,0.897,0.28,3.5700000000000014e-05,0.138,-18.511,0.0407,0.138,136.404,0
119,104360,0.219,2,1,4,0.178,0.198,0.959,0.209,-17.449,0.036,0.325,71.73899999999998,0
120,155347,0.0114,11,0,3,0.723,0.0636,0.976,0.101,-41.271,0.0488,0.0393,69.03,0
121,313787,0.26,2,0,4,0.203,0.1669999999999999,0.916,0.0944,-17.21,0.0375,0.122,111.661,0
122,169933,0.0559,7,0,1,0.813,0.172,0.255,0.0782,-20.44,0.0375,0.3229999999999999,169.59099999999995,0
123,344573,0.00622,7,1,4,0.597,0.1639999999999999,0.913,0.132,-41.51600000000001,0.0415,0.0387,56.485,0
124,156187,0.0044,8,1,4,0.907,0.0679,0.915,0.104,-40.952,0.0401,0.0366,70.31,0
125,288493,0.00351,7,1,3,0.9,0.124,0.986,0.103,-36.057,0.042,0.0387,66.063,0
126,105400,0.172,0,1,5,0.872,0.424,0.122,0.166,-17.499000000000002,0.0438,0.8440000000000001,105.409,0
127,283213,0.0423,0,0,3,0.7929999999999999,0.165,0.49,0.115,-28.662,0.0373,0.212,70.738,0
128,157533,0.0294,10,1,4,0.892,0.186,0.941,0.095,-29.229,0.0399,0.253,96.395,0
129,368493,0.246,5,1,4,0.8959999999999999,0.0674,0.923,0.114,-16.555999999999994,0.0371,0.153,69.834,0
130,498093,0.115,7,1,4,0.8540000000000001,0.316,5.16e-06,0.132,-22.189,0.039,0.306,118.74,0
131,182027,0.0763,3,1,4,0.845,0.212,0.00117,0.095,-27.517,0.0397,0.435,76.08,0
132,283720,0.0195,0,0,3,0.593,0.189,0.929,0.222,-35.008,0.0438,0.0868,67.195,0
133,243480,0.0943,3,1,3,0.847,0.233,0.0318,0.0708,-24.765,0.0371,0.411,99.814,0
134,331360,0.18,4,0,4,0.993,0.334,0.843,0.108,-20.153,0.0394,0.386,135.457,0
135,374560,0.096,3,1,4,0.995,0.316,0.8640000000000001,0.199,-27.306,0.0511,0.239,140.135,0
136,579639,0.0236,3,0,4,0.995,0.44,0.884,0.0674,-28.547,0.0635,0.176,75.65899999999998,0
137,244533,0.277,7,1,4,0.818,0.397,0.0,0.151,-19.289,0.0383,0.711,130.374,0
138,242200,0.328,7,1,4,0.792,0.454,0.0148,0.133,-16.51,0.0376,0.737,99.366,0
139,99827,0.114,9,0,4,0.777,0.26,0.000364,0.165,-18.23,0.0379,0.278,73.23899999999998,0
140,268079,0.235,0,1,4,0.995,0.376,0.92,0.112,-19.964,0.0464,0.276,98.106,0
141,231027,0.0418,9,0,3,0.743,0.14,0.873,0.0604,-25.254,0.0367,0.0379,68.868,0
142,410960,0.0629,9,0,3,0.855,0.153,0.915,0.0439,-24.52,0.0329,0.0784,71.473,0
143,356240,0.0417,3,1,4,0.995,0.4,0.893,0.115,-29.932,0.0509,0.304,108.258,0
144,439173,0.16,4,0,3,0.18,0.168,0.904,0.562,-20.648000000000003,0.0393,0.102,111.89,0
145,515267,0.12,4,0,4,0.484,0.161,0.8740000000000001,0.103,-22.09800000000001,0.0355,0.0529,63.44,0
146,169120,0.114,4,1,4,0.995,0.327,0.867,0.0845,-26.962,0.0495,0.265,110.416,0
147,245399,0.0509,4,0,3,0.994,0.312,0.871,0.0699,-26.368,0.0405,0.191,111.336,0
148,146120,0.108,5,1,4,0.995,0.229,0.879,0.0994,-25.909,0.0391,0.627,89.24,0
149,402639,0.0923,5,0,4,0.995,0.392,0.8540000000000001,0.128,-27.534,0.0554,0.154,104.122,0
150,283519,0.0298,6,1,4,0.995,0.356,0.895,0.0996,-32.524,0.0516,0.265,110.653,0
151,257759,0.072,6,0,4,0.995,0.294,0.887,0.113,-27.666,0.0572,0.117,161.83700000000005,0
152,223640,0.17,7,1,4,0.994,0.337,0.875,0.154,-25.828000000000007,0.0404,0.304,101.82,0
153,270639,0.0612,7,0,4,0.995,0.262,0.8540000000000001,0.208,-27.301,0.0524,0.185,68.72399999999999,0
154,253199,0.0564,8,1,4,0.996,0.404,0.889,0.173,-29.331,0.065,0.297,121.503,0
155,254920,0.0925,9,1,4,0.995,0.245,0.865,0.12,-28.295,0.0459,0.392,83.175,0
156,84373,0.266,7,1,4,0.887,0.504,0.129,0.265,-20.747,0.0425,0.594,122.875,0
157,239133,0.223,7,1,3,0.8290000000000001,0.435,0.00515,0.109,-22.755,0.0407,0.737,110.852,0
158,281760,0.313,7,1,4,0.794,0.443,0.00245,0.0719,-18.836,0.0395,0.821,92.951,0
159,159200,0.1639999999999999,0,1,3,0.893,0.41,0.621,0.331,-20.61,0.0399,0.804,128.15200000000002,0
160,256200,0.172,7,0,3,0.8340000000000001,0.531,0.000459,0.0643,-21.901,0.0456,0.754,128.495,0
161,264120,0.157,0,0,4,0.995,0.339,0.893,0.095,-21.95,0.0395,0.247,105.87,0
162,263600,0.0894,1,1,4,0.994,0.221,0.8690000000000001,0.096,-23.028,0.0393,0.411,80.113,0
163,437199,0.0741,1,0,3,0.995,0.389,0.899,0.12,-23.521,0.0408,0.248,143.851,0
164,379800,0.128,2,1,4,0.995,0.389,0.866,0.0697,-22.55,0.0396,0.365,144.639,0
165,205440,0.101,2,0,4,0.994,0.344,0.884,0.12,-26.399,0.043,0.237,125.333,0
166,458240,0.0362,3,0,4,0.995,0.336,0.9,0.0925,-29.281,0.0443,0.23,98.726,0
167,641240,0.0554,4,1,4,0.995,0.314,0.925,0.0737,-27.34800000000001,0.0614,0.286,206.101,0
168,333040,0.0816,2,0,4,0.995,0.355,0.906,0.0921,-25.06900000000001,0.0408,0.266,116.617,0
169,490199,0.0365,5,0,4,0.995,0.368,0.91,0.0901,-26.916,0.0427,0.228,99.956,0
170,445199,0.108,6,1,4,0.995,0.381,0.933,0.105,-23.882,0.051,0.348,118.275,0
171,452040,0.119,6,0,4,0.995,0.393,0.936,0.0831,-22.51,0.0537,0.247,131.738,0
172,215960,0.152,7,1,1,0.995,0.358,0.871,0.105,-23.939,0.0445,0.607,133.105,0
173,411959,0.102,7,0,4,0.994,0.458,0.872,0.271,-21.855,0.0642,0.264,126.376,0
174,292439,0.0959,9,0,4,0.994,0.343,0.904,0.0972,-21.375,0.0384,0.354,93.588,0
175,297399,0.0793,8,0,4,0.996,0.466,0.904,0.141,-28.203000000000007,0.0663,0.127,110.12,0
176,361439,0.17,9,0,4,0.994,0.319,0.826,0.079,-24.375,0.0543,0.26,76.818,0
177,166440,0.102,10,1,3,0.993,0.303,0.836,0.118,-28.931,0.0405,0.343,103.595,0
178,388240,0.0189,10,0,4,0.994,0.53,0.851,0.0769,-29.47300000000001,0.107,0.097,96.231,0
179,256920,0.0263,11,1,4,0.995,0.201,0.905,0.0882,-36.335,0.0593,0.189,210.766,0
180,693079,0.0151,11,0,4,0.995,0.4320000000000001,0.85,0.0984,-34.149,0.0557,0.23,110.293,0
181,208000,0.0715,2,1,4,0.872,0.267,0.000244,0.0768,-21.208,0.0423,0.21,116.23,0
182,197733,0.158,7,1,4,0.8759999999999999,0.382,9.44e-05,0.0804,-23.294,0.0354,0.823,93.903,0
183,122133,0.0447,11,0,3,0.848,0.362,1.4e-05,0.0863,-24.964,0.0361,0.359,106.572,0
184,131440,0.353,0,1,3,0.8059999999999999,0.486,0.414,0.0998,-17.88,0.0459,0.973,143.887,0
185,187040,0.0456,7,0,4,0.88,0.246,5.39e-05,0.255,-20.334,0.039,0.337,84.255,0
186,141760,0.175,7,0,4,0.8340000000000001,0.64,0.0156,0.104,-22.886,0.0456,0.903,126.673,0
187,188200,0.0315,10,1,4,0.897,0.261,0.00166,0.186,-24.33,0.0421,0.515,115.128,0
188,148600,0.0335,5,1,4,0.866,0.262,0.0,0.0913,-24.047,0.04,0.315,74.432,0
189,172107,0.211,5,1,4,0.836,0.614,0.00508,0.0852,-20.077,0.0568,0.953,117.571,0
190,212093,0.0371,2,0,3,0.902,0.298,8.159999999999999e-05,0.0711,-23.492,0.0353,0.398,99.392,0
191,176533,0.145,5,1,3,0.8909999999999999,0.526,0.0591,0.0819999999999999,-22.535,0.0527,0.928,114.473,0
192,518000,0.0892,8,1,4,0.995,0.355,0.907,0.101,-27.078000000000007,0.0527,0.214,109.798,0
193,516918,0.113,8,0,3,0.995,0.257,0.93,0.123,-24.332,0.0426,0.326,180.849,0
194,198679,0.182,9,1,4,0.995,0.313,0.916,0.0776,-23.277,0.0445,0.421,103.635,0
195,451160,0.179,10,1,4,0.995,0.411,0.909,0.159,-24.242,0.0688,0.289,119.253,0
196,534560,0.148,10,0,4,0.995,0.4370000000000001,0.93,0.104,-23.261,0.0515,0.279,108.274,0
197,346800,0.113,11,1,4,0.995,0.34,0.922,0.11,-24.609,0.0411,0.255,107.284,0
198,256199,0.163,11,0,4,0.995,0.398,0.91,0.122,-21.971,0.0493,0.417,119.614,0
199,159029,0.0698,10,1,4,0.942,0.331,0.0412,0.121,-17.916,0.0441,0.351,99.575,0
200,255877,0.0495,3,1,3,0.962,0.243,0.0927,0.1369999999999999,-20.34,0.049,0.232,68.10600000000001,0
201,212892,0.0636,10,1,3,0.977,0.365,0.00275,0.11,-17.499000000000002,0.0652,0.655,144.345,0
202,261636,0.0461,0,0,3,0.953,0.191,0.488,0.196,-21.858,0.047,0.0484,87.641,0
203,195954,0.0537,11,0,4,0.945,0.271,0.217,0.107,-19.998,0.0546,0.194,108.318,0
204,246345,0.0657,11,0,3,0.937,0.431,0.00177,0.279,-17.317,0.0537,0.491,138.322,0
205,158063,0.0647,0,0,5,0.955,0.307,0.176,0.113,-18.337,0.0741,0.276,174.947,0
206,181834,0.135,9,1,3,0.955,0.512,0.00705,0.141,-17.796,0.0453,0.828,102.969,0
207,201456,0.334,4,1,4,0.812,0.5660000000000001,0.97,0.125,-18.466,0.0285,0.152,105.832,0
208,189813,0.318,5,1,4,0.823,0.647,0.0,0.101,-10.666,0.038,0.532,138.971,0
209,244219,0.71,5,0,4,0.00149,0.826,0.00647,0.0991,-8.294,0.0848,0.631,127.995,0
210,153000,0.522,2,0,4,0.0753,0.43,0.029,0.8540000000000001,-18.541,0.0318,0.966,159.983,0
211,157000,0.7929999999999999,7,1,4,0.0791,0.521,0.821,0.122,-19.206,0.0355,0.996,80.006,0
212,162000,0.563,6,1,4,0.0501,0.53,0.7659999999999999,0.0581,-23.501,0.0366,0.97,159.984,0
213,1537480,0.0959,3,1,3,0.971,0.365,0.00294,0.123,-22.39,0.0643,0.146,128.514,0
214,992907,0.0658,8,1,4,0.973,0.221,0.00385,0.449,-25.721,0.077,0.15,71.52199999999998,0
215,560787,0.023,8,1,4,0.982,0.177,0.727,0.146,-23.308000000000003,0.0408,0.0671,83.189,0
216,148893,0.15,3,1,3,0.961,0.465,1.57e-06,0.264,-25.104,0.34,0.186,145.102,0
217,200307,0.216,10,1,4,0.969,0.429,0.0187,0.28,-22.091,0.0776,0.275,126.072,0
218,257293,0.234,3,1,4,0.968,0.506,0.946,0.284,-19.155,0.0346,0.412,127.231,0
219,237453,0.0829,3,1,3,0.981,0.335,0.735,0.192,-18.79,0.0333,0.418,143.92600000000004,0
220,590800,0.0982,7,1,4,0.988,0.369,0.208,0.139,-21.207,0.0508,0.276,105.862,0
221,636547,0.152,3,1,4,0.97,0.431,0.104,0.076,-20.085,0.0429,0.429,129.346,0
222,421373,0.0683,10,1,4,0.975,0.301,0.0125,0.292,-21.526,0.0395,0.203,103.91,0
223,478467,0.0423,4,1,4,0.987,0.306,0.159,0.101,-23.305,0.0392,0.0881,100.049,0
224,297587,0.216,10,1,4,0.977,0.454,0.188,0.144,-18.704,0.0429,0.453,133.665,0
225,441067,0.0826,0,1,4,0.972,0.35,0.000212,0.119,-21.313,0.0458,0.489,72.905,0
226,316587,0.163,0,1,4,0.975,0.458,0.00582,0.129,-20.05,0.0509,0.755,81.35600000000002,0
227,112707,0.0701,0,1,5,0.985,0.263,0.00161,0.134,-23.006,0.052,0.293,89.867,0
228,92960,0.101,7,1,3,0.985,0.457,0.0403,0.0988,-21.696,0.0466,0.61,93.277,0
229,66534,0.341,4,0,4,0.0459,0.8079999999999999,0.00469,0.111,-10.662,0.396,0.7390000000000001,191.953,0
230,32199,0.573,6,0,4,0.205,0.597,0.0,0.108,-8.684,0.386,0.746,79.727,0
231,224234,0.8490000000000001,5,1,4,0.000654,0.328,2.8e-06,0.116,-5.522,0.0539,0.253,161.061,0
232,218539,0.965,7,1,4,1.42e-06,0.4970000000000001,0.114,0.1689999999999999,-3.52,0.0458,0.379,99.994,0
233,212499,0.945,8,1,4,2.59e-05,0.5479999999999999,0.00624,0.298,-4.342,0.0501,0.446,104.006,0
234,217627,0.958,5,0,4,2.12e-05,0.322,0.00122,0.14,-3.403,0.0831,0.282,129.983,0
235,178860,0.165,7,1,4,0.979,0.353,0.00224,0.148,-15.373,0.0407,0.166,75.813,0
236,123886,0.871,6,1,4,2.23e-05,0.812,0.96,0.0515,-7.652,0.0618,0.688,123.983,0
237,124944,0.594,5,0,4,0.00096,0.8079999999999999,0.907,0.124,-7.791,0.0546,0.845,123.011,0
238,64092,0.515,11,0,4,0.809,0.434,0.818,0.086,-17.449,0.039,0.0662,105.004,0
239,96653,0.5870000000000001,2,0,4,0.106,0.385,3.32e-06,0.527,-10.454,0.133,0.25,114.152,0
240,194000,0.7120000000000001,6,0,4,0.0768,0.6459999999999999,0.0,0.0483,-10.64,0.402,0.758,88.954,0
241,124016,0.721,1,1,4,0.000116,0.813,0.903,0.0483,-9.372,0.0628,0.8759999999999999,120.008,0
242,124016,0.599,10,0,4,7.2e-05,0.8,0.872,0.0834,-8.469,0.0554,0.73,120.065,0
243,103704,0.7509999999999999,6,1,4,0.895,0.767,5e-06,0.144,-11.004,0.136,0.0819999999999999,124.94,0
244,9870,0.6459999999999999,10,0,0,0.0698,0.0,0.0,0.463,-12.541,0.0,0.0,0.0,0
245,128791,0.379,4,1,3,0.000663,0.8490000000000001,0.82,0.0811,-14.215,0.109,0.693,123.002,0
246,120661,0.3720000000000001,8,1,4,0.6970000000000001,0.763,1.35e-06,0.111,-14.085,0.175,0.39,116.024,0
247,123886,0.8809999999999999,11,0,4,0.000144,0.8109999999999999,0.945,0.0739,-7.566,0.0915,0.537,123.994,0
248,124016,0.488,1,1,4,4.85e-06,0.815,0.929,0.0841,-11.15,0.0596,0.478,120.023,0
249,132721,0.602,8,1,4,0.7879999999999999,0.376,0.0,0.0332,-3.883,0.0365,0.075,76.092,0
