,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,target
10,94728.237992,260822.904085,700476.580745,1805906.557742,4374263.836982,10157554.074931,22376793.826481,47449352.753188,99.999695,1e-06,6e-06,2e-06,3e-06,5e-06,1e-05,2.2e-05,1.5e-05,5.8e-05,0.000184,0.010766,0.081331,0.033533,0.052625,0.094211,0.170682,0.237819,0.166002,0.362638,0.523841,-14213.888364,-5717.362199,-2225.49049,-1018.924828,-340.889578,-224.637213,-123.057545,-114.550962,-91.404336,-51.048135,5e-06,0.000102,3.7e-05,0.000112,0.000383,0.00139,0.00297,0.00318,0.017802,0.049601,8e-05,0.001356,0.000378,0.000761,0.001856,0.004092,0.007549,0.009181,0.051253,0.167014,-302592.146091,-357092.442031,-419022.080973,-497277.947977,-611123.14839,-802017.047539,-1140125.801076,-1810101.303675,-3187727.113454,-6068660.668946,4286.66912,2529.444673,1484.131696,880.724618,541.24562,355.217947,252.460862,200.389063,176.433008,167.92171,0.137883,0.545305,2.119827,8.025059,28.986475,97.081757,297.825572,812.674098,1987.817651,4475.808073,3.116781,8.708607,24.276118,66.703331,178.790355,460.630876,1130.294503,2622.029315,5765.390665,12188.55971,1
11,82604.504261,227615.104165,609896.640129,1569758.386907,3861777.757395,8960502.79791,19672177.872333,41501580.323455,99.999901,0.0,0.0,1e-06,1e-06,1e-06,4e-06,1e-05,4e-06,4.1e-05,3.8e-05,0.002041,0.00743,0.024714,0.017619,0.017008,0.072717,0.118587,0.068456,0.377921,0.375353,-14528.977695,-5414.454971,-2052.862068,-1005.251933,-387.128529,-207.561947,-96.103736,-114.118665,-72.91465,-84.402826,0.0,5e-06,2.9e-05,3.8e-05,6.2e-05,0.000236,0.002264,0.00139,0.015993,0.014414,6e-06,8.2e-05,0.000221,0.000172,0.000111,0.000589,0.003347,0.002142,0.027157,0.024712,-288104.355997,-340517.872124,-400131.859668,-475570.335473,-585509.154202,-770146.653634,-1097411.495299,-1746386.748346,-3081327.168399,-5873258.147148,4246.69325,2509.251735,1473.83037,875.367929,538.360133,353.567012,251.437352,199.679117,175.879003,167.444103,0.135267,0.534059,2.077816,7.858114,28.365394,94.970933,291.247839,794.298765,1941.35685,4367.968732,3.033086,8.502667,23.753246,65.275,174.877302,450.329007,1108.427796,2571.026949,5650.481137,11933.810749,1
12,23612.864431,65201.55183,175386.717868,456552.850585,1096836.793192,2543396.109736,5616354.652982,11848668.13661,99.99965,0.0,0.0,0.0,1e-06,2e-06,1.4e-05,0.000164,2.6e-05,0.000113,3e-05,0.000129,0.002636,0.004941,0.022852,0.038411,0.205224,1.044819,0.298808,0.637804,0.201313,-13979.862224,-5117.011206,-1949.470179,-906.004382,-384.65581,-199.546059,-87.362325,-114.234213,-75.589096,-70.005642,0.0,1e-06,3e-06,3.6e-05,7.5e-05,0.001298,0.028798,0.002921,0.01647,0.009777,0.0,1.8e-05,2.2e-05,9.8e-05,0.000149,0.002387,0.048521,0.008753,0.037793,0.016095,-220893.203825,-262994.194381,-310660.681022,-370597.91172,-457351.627968,-602295.117118,-858593.212552,-1366371.565948,-2411366.748615,-4598580.281765,4031.518818,2399.979078,1417.507685,845.520848,521.75072,343.57681,244.869231,194.822361,171.880035,163.874259,0.107892,0.425499,1.655426,6.26479,22.620084,75.717818,232.149839,633.405175,1549.206928,3487.089261,2.421649,6.794426,18.930947,52.0366,139.404056,359.231383,881.985195,2045.855194,4502.106643,9507.815319,0
13,72558.420986,200126.686418,536678.803669,1386339.394984,3394065.24574,7841910.35875,17228746.114277,36475427.145975,99.999888,0.0,0.0,0.0,1e-06,1e-06,5e-06,1.8e-05,9e-06,1.4e-05,6.3e-05,3.3e-05,0.003354,0.004323,0.017531,0.0237,0.116576,0.276386,0.129877,0.206043,0.527727,-14724.688209,-5612.744482,-2215.331931,-832.863063,-417.246936,-268.621365,-78.800934,-92.010409,-84.856553,-50.926796,0.0,2e-06,3e-06,2.7e-05,6.8e-05,0.000678,0.004262,0.002278,0.003883,0.008553,0.0,2.2e-05,3.1e-05,0.000101,0.000185,0.001148,0.005054,0.003269,0.006559,0.031133,-282311.591514,-333834.498846,-392394.666804,-466427.861538,-574202.019349,-755058.357235,-1075569.674224,-1710937.703187,-3017811.364814,-5751446.04812,4230.167592,2500.839482,1469.474085,873.04021,537.046888,352.761872,250.898674,199.272767,175.538841,167.137932,0.132335,0.521941,2.030122,7.68203,27.736232,92.873898,284.891473,777.070478,1899.778925,4275.746454,2.970705,8.332763,23.223962,63.824999,170.998561,440.620938,1083.70351,2512.004306,5520.940418,11667.961673,1
14,18319.230504,46792.53503,135345.484151,315603.811972,989624.829327,2274903.27848,6775744.07816,12378710.243087,99.967139,2e-06,2e-06,2.6e-05,5.6e-05,0.00017,0.000389,0.000147,0.001956,0.004672,0.02544,0.026387,0.046631,0.310709,0.751366,0.876145,1.291855,1.028474,-2.594867,-6.014134,-144.063211,-19246.120755,-6222.333405,-2444.449328,-1003.005652,-445.664549,-241.965653,-112.039974,-48.859011,-34.252332,-5.758227,4e-06,1.7e-05,0.000218,0.001305,0.005896,0.026266,0.015595,0.301466,0.955972,5.061261,8e-05,0.000128,0.001215,0.003423,0.029308,0.100514,0.022854,0.676239,2.538376,8.981827,-411026.436194,-483529.016732,-560155.355475,-646357.925114,-756576.474939,-909718.992418,-1176257.479862,-1641089.138246,-2631578.706823,-4677431.742246,6728.346608,3965.633664,2305.712685,1339.889964,794.874606,488.821194,327.068007,238.28755,199.059476,182.578551,0.061737,0.244942,0.958238,3.719693,13.925859,49.944011,162.767323,485.301868,1253.299809,2951.038169,1.766418,4.982477,13.914344,38.394547,106.478649,279.072641,725.208967,1723.983681,4049.117874,8615.614385,1
15,14435.240358,39762.07067,106619.814007,274695.526851,671517.477208,1557522.488469,3431644.913004,7252533.400355,99.999924,0.0,0.0,0.0,1e-06,1e-06,5e-06,1.5e-05,1.5e-05,2.6e-05,1.3e-05,6e-06,0.000156,0.000982,0.011538,0.015689,0.081509,0.147171,0.154106,0.205448,0.096381,-15262.17605,-5593.270255,-2089.064287,-970.066495,-384.273574,-189.377573,-112.455973,-93.387727,-71.378289,-80.5176,0.0,0.0,1e-06,2e-05,4.9e-05,0.000619,0.00115,0.003134,0.005461,0.003578,0.0,0.0,4e-06,7.9e-05,8.5e-05,0.000916,0.003427,0.00399,0.0148,0.00713,-195174.049926,-233232.741546,-276247.877681,-330204.916473,-408104.032722,-538005.557036,-767395.042625,-1221692.067218,-2156649.735396,-4114398.688245,3932.054461,2349.491225,1391.50756,831.763894,514.115369,339.002154,241.870514,192.611517,170.062201,162.253466,0.098077,0.386629,1.503995,5.689267,20.536579,68.755254,210.861141,575.151044,1406.178818,3164.596292,2.199489,6.172819,17.19479,47.249466,126.589594,326.07256,801.48639,1859.154995,4088.830256,8638.19511,0
16,63234.326196,168785.198632,448929.446639,1151025.072935,2852177.233021,6585309.649632,14493185.32531,30442625.115723,99.999615,0.0,1e-06,1e-05,3.5e-05,2.6e-05,2.1e-05,7.3e-05,5.3e-05,2.7e-05,0.00014,0.00062,0.015078,0.163817,0.535496,0.362513,0.247365,0.648132,0.485534,0.213352,0.58509,-12023.261959,-4330.401705,-1445.203941,-586.88886,-376.702541,-191.919837,-112.942878,-71.392047,-60.927517,-70.527738,0.0,5e-06,0.000176,0.000981,0.001612,0.002786,0.011938,0.014798,0.008972,0.028231,2e-06,5.9e-05,0.001105,0.001977,0.003043,0.004751,0.019003,0.027927,0.019218,0.11176,-268437.948529,-317826.573466,-373876.544508,-444579.882484,-547274.264426,-719250.219857,-1023135.934885,-1625136.652691,-2863177.093201,-5452372.472018,4189.193991,2479.992075,1458.690573,867.288531,533.812931,350.78523,249.559907,198.253723,174.680279,166.358292,0.12832,0.507514,1.963036,7.428157,26.843529,89.871016,275.40837,750.842828,1834.593109,4125.509677,2.873224,8.066774,22.549081,61.758603,165.601102,426.04212,1050.787956,2435.95054,5355.257891,11302.589362,1
17,39770.399366,108709.708358,291611.839251,751708.147112,1832571.169406,4251621.327502,9370103.997634,19854250.566712,99.999849,0.0,0.0,0.0,3e-06,2e-06,6e-06,2.3e-05,2.9e-05,3e-05,6e-05,4.1e-05,0.001753,0.009258,0.055005,0.035096,0.099278,0.301763,0.334806,0.252326,0.36142,-14122.66418,-4795.704333,-1910.549726,-630.803338,-441.448941,-205.542678,-137.405777,-61.093558,-55.065576,-79.924698,0.0,1e-06,5e-06,9.2e-05,0.00011,0.000453,0.003481,0.007787,0.008596,0.014394,0.0,1.1e-05,1.3e-05,0.000156,0.000182,0.000995,0.00532,0.010245,0.020688,0.047111,-248119.393337,-294429.709035,-346948.831139,-413138.014316,-509174.467793,-669913.94916,-954342.958597,-1517989.456197,-2677593.779309,-5104212.864054,4125.409396,2447.640712,1442.054377,858.5095,528.960686,347.89726,247.696791,196.903709,173.587225,165.395577,0.118953,0.469143,1.821807,6.894609,24.895863,83.344842,255.602726,697.31886,1705.13215,3837.93525,2.669123,7.489785,20.862609,57.269902,153.456286,395.249699,971.107524,2253.100969,4955.016058,10474.210361,1
18,18498.195284,51176.378009,136926.022553,352313.583805,866884.856949,2010256.280397,4424756.617486,9320267.209979,99.999959,0.0,0.0,0.0,4e-06,3e-06,4e-06,4e-06,7e-06,4e-06,1.5e-05,0.000187,0.001334,0.001312,0.047256,0.047593,0.080023,0.048865,0.081198,0.0605,0.128286,-15276.617579,-5720.62613,-2225.676306,-860.947734,-328.992892,-232.489254,-163.320657,-108.928486,-77.345902,-71.747701,0.0,0.0,1e-06,0.000111,0.000152,0.000331,0.000572,0.00117,0.001343,0.004212,1e-06,4e-06,7e-06,0.000462,0.000259,0.000588,0.000746,0.002203,0.001609,0.009028,-206314.99131,-246144.60118,-291210.478569,-347828.983743,-429711.571571,-566442.064905,-808018.290336,-1286580.744067,-2271402.412021,-4332989.9861,3976.611051,2372.126704,1403.183197,837.960243,517.572197,341.089237,243.247738,193.633656,170.906261,163.007549,0.102812,0.405796,1.581061,5.978404,21.579715,72.260393,221.597568,604.307917,1477.178298,3323.465305,2.305432,6.473155,18.055198,49.670166,133.052885,342.674242,843.295882,1956.071253,4300.675677,9080.106603,0
19,35241.626194,96867.282358,259214.66536,664868.862188,1641787.455162,3811015.809043,8382817.482686,17660216.431846,99.99987,0.0,0.0,0.0,1e-06,5e-06,1.5e-05,9e-06,1.5e-05,3.9e-05,4.7e-05,2e-06,0.000445,0.002208,0.02749,0.095574,0.234387,0.111499,0.115857,0.339825,0.312099,-13631.613579,-5323.193928,-2066.547154,-807.441498,-392.105085,-202.728595,-136.828474,-85.628986,-48.424931,-74.477309,0.0,0.0,1e-06,3.4e-05,0.000214,0.001654,0.001357,0.004288,0.007417,0.004841,0.0,2e-06,5e-06,6.3e-05,0.000538,0.00303,0.00266,0.006963,0.021101,0.031999,-239730.880643,-284740.069257,-335744.171438,-399953.290465,-492998.851307,-648573.930639,-923450.925278,-1467959.387808,-2588033.030217,-4931593.638621,4097.586266,2433.499914,1434.754657,854.630407,526.791312,346.582458,246.816597,196.240777,173.032624,164.893865,0.116513,0.459048,1.78298,6.748333,24.361504,81.538101,250.006828,681.721218,1666.136976,3748.147805,2.612198,7.333558,20.41582,56.054526,150.130225,386.596706,952.098834,2208.847686,4856.058854,10253.347827,1
20,41168.489544,112772.487294,302639.596328,777779.051273,1915169.183658,4453885.664717,9831723.604988,20709910.058155,99.999877,0.0,0.0,0.0,2e-06,5e-06,5e-06,1.1e-05,1.5e-05,1.5e-05,7.1e-05,2.6e-05,0.000851,0.004313,0.033623,0.091096,0.100526,0.118112,0.149936,0.167374,0.384452,-13967.368806,-5085.772439,-2102.653978,-799.804575,-421.510608,-248.651535,-141.051219,-83.325844,-61.846815,-62.028999,0.0,0.0,2e-06,5.4e-05,0.000219,0.000696,0.001801,0.003724,0.006762,0.021295,0.0,2e-06,9e-06,0.000105,0.000486,0.001232,0.003149,0.008054,0.006785,0.057533,-245721.618408,-291709.127452,-343910.514151,-409792.701792,-505547.964185,-666056.601143,-950158.90124,-1513472.374142,-2672745.364323,-5098395.188102,4117.546153,2443.714353,1440.096591,857.535951,528.479641,347.662258,247.578987,196.844654,173.557687,165.379023,0.119889,0.472411,1.83413,6.942005,25.066766,83.918767,257.317071,701.563899,1714.408952,3856.076921,2.688398,7.541743,21.007714,57.660978,154.541695,397.92666,979.512042,2273.221197,5000.496489,10556.950763,1
21,31084.842589,84795.63333,227878.297957,588442.728242,1435373.058469,3338542.669894,7342954.871078,15502254.906888,99.999908,0.0,0.0,0.0,2e-06,1e-06,3e-06,2.3e-05,3.9e-05,1.8e-05,6e-06,4.8e-05,0.000768,0.002194,0.030792,0.02638,0.047289,0.279954,0.419173,0.191243,0.0687,-13933.433878,-5305.113499,-2070.924831,-948.290569,-432.056098,-188.440446,-138.45109,-69.779591,-64.484775,-60.857107,0.0,0.0,1e-06,6.3e-05,6e-05,0.000271,0.003594,0.006356,0.00537,0.002656,0.0,5e-06,6e-06,0.00026,0.000167,0.000421,0.005832,0.017108,0.006658,0.003398,-234336.7949,-278517.749467,-328571.51303,-391564.933536,-482829.06903,-635407.521173,-905144.068354,-1439597.293676,-2539144.695102,-4840153.500102,4079.200035,2424.172679,1429.9566,852.097,525.391304,345.749673,246.281077,195.854905,172.721744,164.620929,0.113869,0.448555,1.739888,6.587729,23.793221,79.653783,244.257321,666.249368,1628.820557,3665.443721,2.555575,7.168505,19.945213,54.71977,146.6683,377.797905,928.441814,2155.29035,4738.422079,10008.579523,0
22,55797.522233,152041.072877,408065.935664,1052316.331788,2585336.050477,5999303.62845,13167177.597554,27840681.509439,99.999979,0.0,0.0,0.0,2e-06,0.0,1e-06,4e-06,2e-06,5e-06,6e-06,0.00012,0.001904,0.002246,0.031564,0.013949,0.022771,0.061445,0.041901,0.070627,0.088646,-14818.051487,-5935.451561,-2369.401523,-1057.588763,-474.352417,-224.470183,-148.533454,-94.246225,-72.936292,-51.440613,0.0,0.0,2e-06,6.9e-05,3.9e-05,0.000139,0.00069,0.000543,0.001283,0.002639,0.0,4e-06,1.6e-05,0.00031,0.000143,0.000166,0.001142,0.000818,0.002519,0.004118,-267209.906724,-316400.173645,-372203.847463,-442558.692893,-544667.211117,-715581.88854,-1017753.907612,-1616350.631486,-2847294.40746,-5422154.869248,4185.500865,2478.101153,1457.698652,866.745708,533.493111,350.57821,249.419166,198.146786,174.589905,166.277524,0.126739,0.498946,1.935262,7.327418,26.462746,88.590582,271.674278,740.976423,1811.427578,4076.03897,2.841602,7.978934,22.187161,60.862372,163.108573,420.200444,1033.854026,2398.279021,5270.218056,11134.992565,1
