,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,target
69,0.7390625,0.7390625,0.7171875,0.6734375,0.6953125,0.78125,0.78125,0.759375,0.69375,0.760416666666667,0.78125,0.845833333333333,0.86875,0.78125,0.845833333333333,0.86875,1
70,0.7390625,0.7390625,0.7171875,0.6734375,0.6953125,0.78125,0.78125,0.7171875,0.69375,0.760416666666667,0.78125,0.845833333333333,0.86875,0.78125,0.845833333333333,0.86875,1
71,0.7390625,0.7390625,0.7171875,0.6734375,0.6953125,0.78125,0.759375,0.7171875,0.69375,0.760416666666667,0.78125,0.845833333333333,0.86875,0.78125,0.845833333333333,0.86875,1
72,0.7171875,0.7390625,0.7171875,0.6734375,0.6953125,0.78125,0.803125,0.825,0.69375,0.78125,0.78125,0.845833333333333,0.889583333333333,0.78125,0.845833333333333,0.86875,1
73,0.7171875,0.7390625,0.7171875,0.6734375,0.6953125,0.78125,0.803125,0.825,0.69375,0.78125,0.78125,0.845833333333333,0.889583333333333,0.78125,0.845833333333333,0.889583333333333,1
74,0.7390625,0.7390625,0.7171875,0.6734375,0.6953125,0.803125,0.803125,0.7390625,0.69375,0.78125,0.78125,0.845833333333333,0.889583333333333,0.804166666666667,0.86875,0.889583333333333,1
75,0.7390625,0.7390625,0.7171875,0.6734375,0.6953125,0.803125,0.803125,0.7390625,0.69375,0.78125,0.78125,0.845833333333333,0.86875,0.804166666666667,0.86875,0.86875,1
76,0.7390625,0.7390625,0.7171875,0.6734375,0.6953125,0.78125,0.78125,0.7390625,0.69375,0.78125,0.78125,0.825,0.804166666666667,0.78125,0.825,0.78125,0
77,0.7390625,0.7390625,0.7171875,0.6734375,0.6953125,0.78125,0.78125,0.7390625,0.69375,0.78125,0.78125,0.825,0.804166666666667,0.78125,0.825,0.78125,0
78,0.7390625,0.7390625,0.7171875,0.6953125,0.6953125,0.78125,0.759375,0.7171875,0.69375,0.760416666666667,0.78125,0.825,0.889583333333333,0.78125,0.825,0.760416666666667,0
79,0.7390625,0.7390625,0.7171875,0.6953125,0.6953125,0.78125,0.759375,0.7171875,0.69375,0.760416666666667,0.78125,0.825,0.889583333333333,0.78125,0.825,0.760416666666667,0
80,0.7390625,0.7390625,0.7171875,0.6953125,0.6953125,0.78125,0.759375,0.7171875,0.69375,0.760416666666667,0.78125,0.825,0.760416666666667,0.78125,0.825,0.760416666666667,0
81,0.7390625,0.7390625,0.7171875,0.6953125,0.6953125,0.78125,0.759375,0.7171875,0.69375,0.760416666666667,0.78125,0.825,0.760416666666667,0.78125,0.825,0.760416666666667,0
82,0.7390625,0.7390625,0.7171875,0.7171875,0.6953125,0.78125,0.759375,0.7171875,0.69375,0.760416666666667,0.78125,0.825,0.889583333333333,0.78125,0.825,0.760416666666667,0
83,0.7390625,0.7390625,0.7171875,0.7171875,0.6953125,0.78125,0.759375,0.7171875,0.69375,0.760416666666667,0.78125,0.825,0.889583333333333,0.78125,0.825,0.760416666666667,0
84,0.7390625,0.7390625,0.7171875,0.7171875,0.6953125,0.78125,0.759375,0.7171875,0.69375,0.760416666666667,0.78125,0.825,0.86875,0.78125,0.825,0.760416666666667,0
85,0.7390625,0.7390625,0.7171875,0.7171875,0.6953125,0.78125,0.759375,0.7171875,0.69375,0.760416666666667,0.78125,0.825,0.889583333333333,0.78125,0.825,0.760416666666667,0
86,0.6734375,0.6734375,0.6296875,0.6078125,0.6734375,0.7171875,0.7171875,0.7171875,0.69375,0.78125,0.804166666666667,0.86875,0.889583333333333,0.804166666666667,0.845833333333333,0.889583333333333,1
87,0.6953125,0.6953125,0.6734375,0.6734375,0.6734375,0.7171875,0.7390625,0.7171875,0.69375,0.78125,0.78125,0.825,0.889583333333333,0.804166666666667,0.845833333333333,0.889583333333333,1
88,0.6953125,0.6734375,0.6515625,0.6515625,0.6734375,0.7171875,0.7390625,0.7390625,0.69375,0.78125,0.78125,0.825,0.845833333333333,0.78125,0.845833333333333,0.86875,0
89,0.6296875,0.6515625,0.6296875,0.6296875,0.6296875,0.6953125,0.7171875,0.7171875,0.716666666666667,0.78125,0.804166666666667,0.845833333333333,0.889583333333333,0.78125,0.845833333333333,0.86875,0
90,0.6296875,0.6515625,0.6296875,0.6296875,0.6296875,0.6953125,0.7171875,0.7171875,0.716666666666667,0.78125,0.804166666666667,0.845833333333333,0.889583333333333,0.78125,0.845833333333333,0.889583333333333,1
91,0.6296875,0.6515625,0.6296875,0.6296875,0.6296875,0.6953125,0.7171875,0.7171875,0.716666666666667,0.78125,0.804166666666667,0.845833333333333,0.889583333333333,0.78125,0.845833333333333,0.86875,0
92,0.6296875,0.6515625,0.6296875,0.6296875,0.6078125,0.6953125,0.7171875,0.7171875,0.716666666666667,0.78125,0.804166666666667,0.845833333333333,0.889583333333333,0.78125,0.845833333333333,0.889583333333333,1
93,0.6296875,0.6515625,0.6296875,0.6078125,0.6515625,0.6953125,0.7390625,0.7171875,0.69375,0.78125,0.804166666666667,0.86875,0.889583333333333,0.78125,0.86875,0.889583333333333,1
94,0.6296875,0.6515625,0.6296875,0.6078125,0.6734375,0.6953125,0.7390625,0.7390625,0.69375,0.78125,0.804166666666667,0.86875,0.889583333333333,0.78125,0.845833333333333,0.889583333333333,1
95,0.6515625,0.6734375,0.6296875,0.6078125,0.6734375,0.6953125,0.7171875,0.7171875,0.69375,0.78125,0.804166666666667,0.86875,0.889583333333333,0.78125,0.86875,0.889583333333333,0
96,0.6734375,0.6734375,0.6296875,0.6078125,0.6734375,0.7171875,0.7390625,0.7390625,0.69375,0.78125,0.804166666666667,0.889583333333333,0.9125,0.78125,0.845833333333333,0.889583333333333,1
97,0.6734375,0.6734375,0.7171875,0.7171875,0.6734375,0.6296875,0.6296875,0.6515625,0.69375,0.78125,0.78125,0.825,0.804166666666667,0.78125,0.825,0.760416666666667,0
98,0.6734375,0.6734375,0.7171875,0.7171875,0.6734375,0.6296875,0.6296875,0.6515625,0.69375,0.78125,0.78125,0.825,0.804166666666667,0.78125,0.825,0.760416666666667,0
99,0.6734375,0.6734375,0.7171875,0.7171875,0.6953125,0.6296875,0.6296875,0.6734375,0.69375,0.78125,0.78125,0.825,0.804166666666667,0.804166666666667,0.804166666666667,0.760416666666667,0
100,0.6734375,0.6734375,0.7171875,0.7171875,0.6953125,0.6296875,0.6296875,0.6734375,0.69375,0.78125,0.78125,0.825,0.804166666666667,0.804166666666667,0.804166666666667,0.760416666666667,0
101,0.6734375,0.6734375,0.6296875,0.6078125,0.6296875,0.6953125,0.7171875,0.7171875,0.69375,0.78125,0.78125,0.825,0.804166666666667,0.78125,0.804166666666667,0.804166666666667,0
102,0.6734375,0.6734375,0.6296875,0.6078125,0.6296875,0.6953125,0.7171875,0.7171875,0.69375,0.78125,0.78125,0.825,0.804166666666667,0.78125,0.804166666666667,0.804166666666667,0
103,0.390625,0.36875,0.325,0.4125,0.478125,0.390625,0.45625,0.45625,0.672916666666667,0.78125,0.78125,0.804166666666667,0.69375,0.804166666666667,0.760416666666667,0.69375,2
104,0.390625,0.36875,0.325,0.4125,0.45625,0.390625,0.45625,0.45625,0.672916666666667,0.78125,0.78125,0.804166666666667,0.716666666666667,0.804166666666667,0.760416666666667,0.69375,2
105,0.390625,0.36875,0.325,0.434375,0.45625,0.390625,0.45625,0.45625,0.672916666666667,0.78125,0.78125,0.825,0.716666666666667,0.804166666666667,0.760416666666667,0.69375,2
106,0.390625,0.36875,0.325,0.4125,0.478125,0.390625,0.45625,0.45625,0.672916666666667,0.78125,0.78125,0.804166666666667,0.69375,0.804166666666667,0.760416666666667,0.69375,2
107,0.390625,0.36875,0.325,0.4125,0.478125,0.390625,0.45625,0.45625,0.672916666666667,0.78125,0.78125,0.804166666666667,0.69375,0.78125,0.760416666666667,0.69375,2
108,0.434375,0.4125,0.390625,0.0,0.0,0.4125,0.434375,0.0,0.672916666666667,0.78125,0.78125,0.0,0.0,0.78125,0.825,0.0,1
109,0.434375,0.4125,0.390625,0.390625,0.434375,0.434375,0.434375,0.45625,0.672916666666667,0.78125,0.78125,0.825,0.825,0.804166666666667,0.825,0.845833333333333,0
110,0.434375,0.4125,0.390625,0.0,0.0,0.434375,0.434375,0.478125,0.672916666666667,0.78125,0.78125,0.0,0.0,0.804166666666667,0.845833333333333,0.889583333333333,1
111,0.434375,0.390625,0.346875,0.325,0.36875,0.390625,0.390625,0.4125,0.716666666666667,0.804166666666667,0.804166666666667,0.86875,0.933333333333333,0.804166666666667,0.86875,0.889583333333333,1
112,0.45625,0.390625,0.390625,0.36875,0.390625,0.390625,0.390625,0.45625,0.716666666666667,0.804166666666667,0.845833333333333,0.9125,0.977083333333333,0.825,0.889583333333333,0.933333333333333,1
113,0.390625,0.36875,0.325,0.303125,0.36875,0.434375,0.434375,0.4125,0.69375,0.78125,0.825,0.86875,0.825,0.804166666666667,0.825,0.760416666666667,0
114,0.390625,0.36875,0.325,0.303125,0.36875,0.434375,0.434375,0.4125,0.69375,0.78125,0.825,0.86875,0.825,0.804166666666667,0.825,0.760416666666667,0
115,0.390625,0.36875,0.325,0.303125,0.0,0.4125,0.434375,0.434375,0.69375,0.78125,0.825,0.889583333333333,0.0,0.804166666666667,0.825,0.760416666666667,2
116,0.390625,0.390625,0.325,0.325,0.0,0.4125,0.45625,0.478125,0.69375,0.78125,0.825,0.804166666666667,0.0,0.804166666666667,0.86875,0.9125,0
117,0.434375,0.390625,0.4125,0.4125,0.0,0.346875,0.346875,0.390625,0.7375,0.804166666666667,0.825,0.9125,0.0,0.804166666666667,0.889583333333333,0.95625,1
118,0.434375,0.390625,0.4125,0.4125,0.0,0.346875,0.346875,0.390625,0.7375,0.804166666666667,0.825,0.889583333333333,0.0,0.804166666666667,0.889583333333333,0.95625,1
119,0.434375,0.390625,0.4125,0.4125,0.0,0.346875,0.346875,0.0,0.7375,0.804166666666667,0.825,0.889583333333333,0.0,0.804166666666667,0.86875,0.0,1
120,0.434375,0.390625,0.4125,0.4125,0.0,0.346875,0.346875,0.0,0.7375,0.804166666666667,0.825,0.889583333333333,0.0,0.804166666666667,0.889583333333333,0.0,1
121,0.434375,0.390625,0.4125,0.4125,0.0,0.346875,0.346875,0.0,0.7375,0.804166666666667,0.825,0.889583333333333,0.0,0.804166666666667,0.86875,0.0,1
122,0.434375,0.390625,0.4125,0.4125,0.0,0.346875,0.346875,0.0,0.7375,0.804166666666667,0.825,0.889583333333333,0.0,0.804166666666667,0.86875,0.0,0
123,0.434375,0.390625,0.4125,0.4125,0.0,0.346875,0.346875,0.390625,0.7375,0.804166666666667,0.825,0.889583333333333,0.0,0.804166666666667,0.86875,0.9125,1
124,0.478125,0.4125,0.4125,0.4125,0.434375,0.36875,0.346875,0.4125,0.7375,0.804166666666667,0.825,0.933333333333333,0.95625,0.804166666666667,0.86875,0.9125,1
125,0.478125,0.45625,0.390625,0.36875,0.390625,0.5,0.5,0.5,0.69375,0.78125,0.804166666666667,0.889583333333333,0.933333333333333,0.825,0.889583333333333,0.933333333333333,1
126,0.4125,0.4125,0.36875,0.4125,0.4125,0.478125,0.478125,0.434375,0.69375,0.78125,0.804166666666667,0.845833333333333,0.78125,0.78125,0.825,0.78125,0
127,0.4125,0.4125,0.36875,0.4125,0.4125,0.478125,0.478125,0.434375,0.69375,0.78125,0.804166666666667,0.845833333333333,0.78125,0.78125,0.825,0.78125,0
128,0.4125,0.4125,0.36875,0.346875,0.36875,0.45625,0.478125,0.45625,0.69375,0.78125,0.804166666666667,0.86875,0.933333333333333,0.804166666666667,0.889583333333333,0.825,0
129,0.4125,0.4125,0.36875,0.346875,0.36875,0.45625,0.478125,0.45625,0.69375,0.78125,0.804166666666667,0.86875,0.933333333333333,0.804166666666667,0.889583333333333,0.825,0
130,0.434375,0.390625,0.346875,0.303125,0.325,0.434375,0.45625,0.45625,0.69375,0.804166666666667,0.825,0.9125,0.977083333333333,0.825,0.9125,0.977083333333333,1
131,0.478125,0.4125,0.390625,0.36875,0.390625,0.434375,0.45625,0.478125,0.716666666666667,0.804166666666667,0.804166666666667,0.889583333333333,0.95625,0.825,0.889583333333333,0.9125,1
132,0.5203125,0.5,0.45625,0.478125,0.5421875,0.5203125,0.5203125,0.5421875,0.2375,0.304166666666667,0.325,0.433333333333333,0.5,0.325,0.4125,0.477083333333333,1
133,0.5203125,0.5,0.478125,0.478125,0.5421875,0.5203125,0.5203125,0.5421875,0.2375,0.304166666666667,0.325,0.433333333333333,0.5,0.325,0.4125,0.477083333333333,1
134,0.5203125,0.5,0.45625,0.478125,0.5421875,0.5203125,0.5203125,0.5421875,0.2375,0.304166666666667,0.325,0.433333333333333,0.5,0.325,0.4125,0.477083333333333,1
135,0.5203125,0.5,0.45625,0.478125,0.5421875,0.5203125,0.5203125,0.5421875,0.2375,0.304166666666667,0.325,0.433333333333333,0.5,0.325,0.433333333333333,0.477083333333333,1
136,0.478125,0.478125,0.434375,0.434375,0.478125,0.5,0.5,0.478125,0.216666666666667,0.304166666666667,0.304166666666667,0.345833333333333,0.345833333333333,0.325,0.4125,0.345833333333333,0
137,0.478125,0.478125,0.434375,0.434375,0.478125,0.5,0.5,0.5421875,0.216666666666667,0.304166666666667,0.304166666666667,0.345833333333333,0.345833333333333,0.325,0.4125,0.477083333333333,0
138,0.478125,0.478125,0.434375,0.434375,0.478125,0.5,0.5,0.5421875,0.216666666666667,0.304166666666667,0.304166666666667,0.345833333333333,0.345833333333333,0.325,0.4125,0.477083333333333,0
139,0.478125,0.478125,0.434375,0.4125,0.45625,0.5,0.5,0.478125,0.216666666666667,0.304166666666667,0.325,0.36875,0.345833333333333,0.325,0.4125,0.345833333333333,0
140,0.478125,0.478125,0.434375,0.4125,0.45625,0.5,0.5,0.478125,0.216666666666667,0.304166666666667,0.325,0.36875,0.345833333333333,0.325,0.4125,0.345833333333333,0
141,0.478125,0.478125,0.434375,0.434375,0.478125,0.5,0.5,0.478125,0.216666666666667,0.304166666666667,0.325,0.36875,0.345833333333333,0.325,0.389583333333333,0.345833333333333,0
142,0.478125,0.478125,0.434375,0.434375,0.478125,0.5,0.5,0.478125,0.216666666666667,0.304166666666667,0.325,0.36875,0.345833333333333,0.325,0.389583333333333,0.345833333333333,0
143,0.5,0.478125,0.45625,0.45625,0.5203125,0.5,0.5,0.5421875,0.2375,0.304166666666667,0.325,0.433333333333333,0.5,0.325,0.4125,0.477083333333333,1
144,0.45625,0.45625,0.4125,0.434375,0.5203125,0.5,0.5203125,0.5203125,0.216666666666667,0.304166666666667,0.345833333333333,0.433333333333333,0.477083333333333,0.325,0.4125,0.477083333333333,1
145,0.45625,0.45625,0.4125,0.4125,0.5203125,0.5,0.5,0.45625,0.216666666666667,0.304166666666667,0.325,0.4125,0.477083333333333,0.325,0.345833333333333,0.325,0
