,ds_name,x-row_count,x-col_count,x-row_over_class,x-col_over_class,x-row_over_col,x-col_numerical_count,x-col_categorical_count,x-classes_count,x-cancor,x-kurtosis,x-average_asymmetry_of_features,x-average_linearly_to_target,x-std_linearly_to_target,x-average_correlation_between_features,x-average_coefficient_of_variation_of_feature,x-std_coefficient_of_variation_of_feature,x-average_coefficient_of_anomaly,x-std_coefficient_of_anomaly,x-average_entropy_of_features,x-std_entropy_of_features,expandability-accuracy-chi_square-decision_tree,expandability-accuracy-chi_square-lasso,expandability-accuracy-chi_square-linear_svc,expandability-accuracy-symmetrical_uncertainty-decision_tree,expandability-accuracy-symmetrical_uncertainty-lasso,expandability-accuracy-symmetrical_uncertainty-linear_svc,expandability-accuracy-information_gain-decision_tree,expandability-accuracy-information_gain-lasso,expandability-accuracy-information_gain-linear_svc,expandability-accuracy-pearson_correlation-decision_tree,expandability-accuracy-pearson_correlation-lasso,expandability-accuracy-pearson_correlation-linear_svc,expandability-accuracy-spearman_correlation-decision_tree,expandability-accuracy-spearman_correlation-lasso,expandability-accuracy-spearman_correlation-linear_svc,expandability-accuracy-remove_low_variance-decision_tree,expandability-accuracy-remove_low_variance-lasso,expandability-accuracy-remove_low_variance-linear_svc,expandability-accuracy-missing_value_ratio-decision_tree,expandability-accuracy-missing_value_ratio-lasso,expandability-accuracy-missing_value_ratio-linear_svc,expandability-accuracy-fishers_score-decision_tree,expandability-accuracy-fishers_score-lasso,expandability-accuracy-fishers_score-linear_svc,accuracy-chi_square-decision_tree,accuracy-chi_square-lasso,accuracy-chi_square-linear_svc,accuracy-fishers_score-decision_tree,accuracy-fishers_score-lasso,accuracy-fishers_score-linear_svc,accuracy-information_gain-decision_tree,accuracy-information_gain-lasso,accuracy-information_gain-linear_svc,accuracy-missing_value_ratio-decision_tree,accuracy-missing_value_ratio-lasso,accuracy-missing_value_ratio-linear_svc,accuracy-pearson_correlation-decision_tree,accuracy-pearson_correlation-lasso,accuracy-pearson_correlation-linear_svc,accuracy-remove_low_variance-decision_tree,accuracy-remove_low_variance-lasso,accuracy-remove_low_variance-linear_svc,accuracy-spearman_correlation-decision_tree,accuracy-spearman_correlation-lasso,accuracy-spearman_correlation-linear_svc,accuracy-symmetrical_uncertainty-decision_tree,accuracy-symmetrical_uncertainty-lasso,accuracy-symmetrical_uncertainty-linear_svc
10,Customer_Behaviour_Survey_responses.csv,254,14,127.0,7.0,18.142857142857142,1,13,2,0.442837028230665,2.5711739269562965,0.7428020485046691,0.015613724565212934,0.015915716889030526,-0.0019877582092876498,1.3992434264358156,0.8781748533174969,0.9698954359013481,0.4646260322232306,4.614662832121065,0.7162098685583029,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6862745098039216,0.7450980392156863,1.0,0.6862745098039216,0.7450980392156863,1.0,0.6862745098039216,0.7450980392156863,1.0,0.6862745098039216,0.7450980392156863,1.0,0.6862745098039216,0.7450980392156863,0.7254901960784313,0.6862745098039216,0.7058823529411765,1.0,0.6862745098039216,0.7450980392156863,1.0,0.6862745098039216,0.7450980392156863
11,dataR2.csv,116,11,58.0,5.5,10.545454545454545,10,1,2,0.9439945079564902,4.527939599950936,0.3524734349119439,0.11268879252094158,0.2146773450274837,0.16875843663165885,0.671815752721201,0.3362340623816279,2.150206803443588,1.5105759596020305,4.515558979599677,0.18150722539042724,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7916666666666666,0.625,1.0,1.0,1.0,1.0,1.0,1.0
12,Dataset.csv,1087,18,362.3333333333333,6.0,60.388888888888886,14,4,3,-0.5643480228822869,2.9860411819876553,-0.3679108009235823,0.015379721659129953,0.04123398767832111,0.3820101744098767,0.3698607737910625,0.10734849865036335,2.9224250992916643,0.7926808984977758,6.883866678241203,0.059388036585965406,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5458715596330275,0.5596330275229358,1.0,0.5458715596330275,0.6513761467889908,1.0,0.5458715596330275,0.6513761467889908,1.0,0.5458715596330275,0.6513761467889908,1.0,0.5458715596330275,0.6513761467889908,0.573394495412844,0.1926605504587156,0.5275229357798165,1.0,0.5458715596330275,0.6513761467889908,1.0,0.5458715596330275,0.6513761467889908
13,dataset_10_lymph.csv,148,19,37.0,4.75,7.7894736842105265,1,18,4,-0.7551304115561054,2.2412153100802827,0.4652850630288075,0.06609224194288388,0.07405276127990502,0.02173623655404994,1.395602056653187,1.0568314036919035,1.133192507187224,0.8040680006966396,4.039845430632241,0.8126941967918137,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.03333333333333333,0.9,0.9666666666666667,0.03333333333333333,0.9666666666666667,1.0,0.03333333333333333,0.9666666666666667,1.0,0.03333333333333333,0.9666666666666667,1.0,0.03333333333333333,0.9666666666666667,0.5,0.43333333333333335,0.5,1.0,0.03333333333333333,0.9666666666666667,1.0,0.03333333333333333,0.9666666666666667
14,dataset_11_balance-scale.csv,625,6,208.33333333333334,2.0,104.16666666666667,1,5,3,-0.630078905157947,-1.2800012288031457,0.3050057711411951,0.1061041998618985,0.014452085292718714,0.10804526592477925,0.4862267149281174,0.04168293911831775,2.0699655207652428,0.15540870425347847,6.302588552677196,0.02715297119386318,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.632,0.896,1.0,0.632,0.888,1.0,0.632,0.896,1.0,0.632,0.896,1.0,0.632,0.888,1.0,0.632,0.896,1.0,0.632,0.88,1.0,0.632,0.888
15,dataset_13_breast-cancer.csv,286,11,143.0,5.5,26.0,1,10,2,0.40274270458032063,-0.18236134931683937,0.07790354461680252,0.026931065200165406,0.031846912450445616,0.004197887703822778,0.989125396068919,0.4883777020095009,1.205881430249609,0.42715239784805964,5.037730879686928,0.44511864783786215,,,,,,,,,,,,,,,,,,,,,,,,,0.7068965517241379,0.3103448275862069,0.6896551724137931,1.0,0.3103448275862069,0.7241379310344828,1.0,0.3103448275862069,0.7241379310344828,1.0,0.3103448275862069,0.7241379310344828,1.0,0.3103448275862069,0.7241379310344828,0.6896551724137931,0.3103448275862069,0.6896551724137931,1.0,0.3103448275862069,0.7241379310344828,1.0,0.3103448275862069,0.7241379310344828
16,dataset_17_bridges_version1.csv,107,11,15.285714285714286,1.5714285714285714,9.727272727272727,2,9,7,0.8553045690358948,-0.20865190877701717,-0.014360106695236146,0.25477656876549193,0.2056233516662351,0.2889361365249022,0.8492396017113346,0.5742848344152685,5.910031733558208,14.353402373698595,4.150064543327653,0.4976914655899211,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6363636363636364,0.7727272727272727,1.0,0.6363636363636364,0.7727272727272727,1.0,0.6363636363636364,0.7727272727272727,1.0,0.6363636363636364,0.7727272727272727,1.0,0.6363636363636364,0.7727272727272727,0.6818181818181818,0.18181818181818182,0.6818181818181818,1.0,0.6363636363636364,0.7727272727272727,1.0,0.6363636363636364,0.7727272727272727
17,dataset_18_mfeat-morphological.csv,2000,8,200.0,0.8,250.0,4,4,10,0.9950418773217724,-0.6324821735546652,0.23950363130601898,0.21161496154648857,0.3292167880482978,0.14286772757391436,0.6440834290732295,0.36556440021004155,2.5125997261431188,2.010982150040109,7.283569227200214,0.30467200966032054,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9775,0.915,1.0,0.9775,0.915,1.0,0.9775,0.9175,1.0,0.9775,0.9175,1.0,0.9775,0.915,0.9375,0.055,0.5325,1.0,0.9775,0.915,1.0,0.9775,0.9175
18,dataset_21_car.csv,1728,8,432.0,2.0,216.0,1,7,4,0.6634820852963323,-1.397142971965059,0.2094685069998417,0.08025819770543885,0.05337378116115418,0.11068151058094107,0.8816859315583776,0.35114160804426897,1.2485985515276525,0.3034299052791227,6.952360757986311,0.3179165876569841,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5202312138728323,0.8236994219653179,1.0,0.5202312138728323,0.8323699421965318,1.0,0.5202312138728323,0.8323699421965318,1.0,0.5202312138728323,0.8323699421965318,1.0,0.5202312138728323,0.8294797687861272,0.7398843930635838,0.7398843930635838,0.7398843930635838,1.0,0.5202312138728323,0.8294797687861272,1.0,0.5202312138728323,0.8294797687861272
19,dataset_23_cmc.csv,1473,11,491.0,3.6666666666666665,133.9090909090909,2,9,3,0.5554096987292806,0.7113285490397693,-0.29256659432204624,0.03377131697880423,0.07082095597463522,0.0016462796550684897,0.7579219788949747,0.9028611556334042,2.302002141847457,1.1572876822243783,6.895926170393531,0.7152705540347831,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5559322033898305,0.6033898305084746,1.0,0.5559322033898305,0.6033898305084746,1.0,0.5559322033898305,0.6033898305084746,1.0,0.5559322033898305,0.6,1.0,0.5559322033898305,0.6033898305084746,0.4576271186440678,0.4067796610169492,0.4711864406779661,1.0,0.5559322033898305,0.6,1.0,0.5559322033898305,0.6
20,dataset_24_mushroom.csv,2000,24,1000.0,12.0,83.33333333333333,1,23,2,-0.9945415245426341,0.31819420317752123,0.6369355493517451,0.08863411637818816,0.14255989227941096,0.0904152126404761,1.3230010159092498,0.9962507743400496,1.0942768455857905,0.599686794103971,6.719217434541257,0.75516988741342,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8825,1.0,1.0,0.8825,1.0,1.0,0.8825,1.0,1.0,0.8825,1.0,1.0,0.8825,1.0,0.945,0.1175,0.945,1.0,0.8825,1.0,1.0,0.8825,1.0
21,dataset_25_colic.ORIG.csv,368,22,184.0,11.0,16.727272727272727,3,19,2,0.7040165884223715,21.228373278207137,-0.19494430209842076,0.04154276301848635,0.079954965477927,0.01746162442777063,1.9373641816760432,3.9535916059567304,1.2408956987303403,0.6643291403832041,5.09571671579815,1.316143519676076,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6756756756756757,0.8783783783783784,1.0,0.6756756756756757,0.8918918918918919,1.0,0.6756756756756757,0.8918918918918919,1.0,0.6756756756756757,0.8918918918918919,1.0,0.6756756756756757,0.8918918918918919,0.7297297297297297,0.6756756756756757,0.6486486486486487,1.0,0.6756756756756757,0.8918918918918919,1.0,0.6756756756756757,0.8918918918918919
22,dataset_27_colic.csv,368,17,184.0,8.5,21.647058823529413,1,16,2,0.6845113815593302,-0.3984540311406792,-0.2481659749433638,0.04908864576367338,0.0893497069900021,0.020417006957920685,0.9341777711667837,0.6559584364869453,1.2771452981011897,0.3418035170786399,5.3711107557788,0.5321399386895488,,,,,,,,,,,,,,,,,,,,,,,,,0.8918918918918919,0.32432432432432434,0.8783783783783784,1.0,0.32432432432432434,0.8783783783783784,1.0,0.32432432432432434,0.8783783783783784,1.0,0.32432432432432434,0.8783783783783784,1.0,0.32432432432432434,0.8783783783783784,0.7297297297297297,0.32432432432432434,0.6486486486486487,1.0,0.32432432432432434,0.8783783783783784,1.0,0.32432432432432434,0.8783783783783784
23,dataset_29_credit-a.csv,690,15,345.0,7.5,46.0,5,10,2,0.7582580217649338,20.981367271705686,0.8520825104037918,0.09192698627132492,0.13546878237851553,0.041801847238156976,1.6583998823618253,1.1312407223568852,0.8270319570975481,0.41697346227540205,5.50656944130902,0.6343541644165425,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.782608695652174,0.8623188405797102,1.0,0.782608695652174,0.8695652173913043,1.0,0.782608695652174,0.8695652173913043,1.0,0.782608695652174,0.8695652173913043,1.0,0.782608695652174,0.8695652173913043,0.8623188405797102,0.5507246376811594,0.8623188405797102,1.0,0.782608695652174,0.8695652173913043,1.0,0.782608695652174,0.8695652173913043
24,dataset_30_page-blocks.csv,2000,12,500.0,3.0,166.66666666666666,11,1,4,0.5879166548744902,172.5319734783333,0.5077511880376321,0.039484723896779185,0.031821015301957176,0.14342401288211074,2.084655709464125,1.5849665094092449,1.0681935231925426,1.2366893710087647,6.817958162508803,0.6625999032066373,,,,,,,,,,,,,,,,,,,,,,,,,0.9975,0.8825,0.9675,0.9975,0.8825,0.965,0.9975,0.8825,0.9675,0.9975,0.8825,0.9675,0.9975,0.8825,0.9675,0.9925,0.8725,0.9025,0.9975,0.8825,0.9675,0.9975,0.8825,0.965
25,dataset_31_credit-g.csv,1000,22,500.0,11.0,45.45454545454545,4,18,2,-0.4439228640294957,1.920316580036142,0.8392500652152877,0.014291918548226389,0.024040979829266954,0.005364187003143085,1.2019518089543488,1.0983451563580486,1.3881624404172366,0.8689860106270222,6.179488310464273,0.8205943114005338,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.755,0.77,1.0,0.755,0.78,1.0,0.755,0.78,1.0,0.755,0.78,1.0,0.755,0.78,0.96,0.75,0.74,1.0,0.755,0.78,1.0,0.755,0.78
26,dataset_33_cylinder-bands.csv,540,27,270.0,13.5,20.0,3,24,2,-0.5207508761041751,3.300146455122866,0.41268574999636176,0.045070533378229076,0.052961024276308485,0.0981694980542218,1.5116262454326235,1.20387895893387,98.82832095473688,457.61230333658796,5.271720050947489,0.8937374685750775,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7407407407407407,0.7129629629629629,1.0,0.7407407407407407,0.7037037037037037,1.0,0.7407407407407407,0.7037037037037037,1.0,0.7407407407407407,0.7037037037037037,1.0,0.7407407407407407,0.7037037037037037,0.8240740740740741,0.7314814814814815,0.7129629629629629,1.0,0.7407407407407407,0.7037037037037037,1.0,0.7407407407407407,0.7037037037037037
27,dataset_35_dermatology.csv,366,35,61.0,5.833333333333333,10.457142857142857,1,34,6,0.8324583447366678,2.435381895728587,1.0228265980342028,0.06158007501329289,0.07404204624474185,0.048745302595709694,1.719255412933601,1.0013727581099747,0.9273144105597859,0.7602190236141702,4.666718126987921,0.7887841698923371,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0945945945945946,1.0,1.0,0.0945945945945946,1.0,1.0,0.0945945945945946,1.0,1.0,0.0945945945945946,1.0,1.0,0.0945945945945946,1.0,0.6621621621621622,0.20270270270270271,0.7972972972972973,1.0,0.0945945945945946,1.0,1.0,0.0945945945945946,1.0
28,dataset_36_segment.csv,2000,21,285.7142857142857,3.0,95.23809523809524,17,4,7,-0.6908533861246589,30.57439429931095,0.5843870260097794,0.04102622535650621,0.03634449368710518,0.015300066629187363,1.475927267609006,2.313974075078324,inf,,6.688485504838248,1.0593375828761147,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.305,0.92,1.0,0.305,0.9225,1.0,0.305,0.92,1.0,0.305,0.92,1.0,0.305,0.92,0.99,0.115,0.5075,1.0,0.305,0.9175,1.0,0.305,0.92
29,dataset_3_kr-vs-kp.csv,2000,38,1000.0,19.0,52.63157894736842,1,37,2,-0.8373549755193461,34.40714460606862,1.000615009871708,0.028920901944120447,0.06074479879314801,-0.00012353300500829407,4.192684285237952,4.756985750908315,0.46876190221072056,0.3311646817028918,5.286481671839953,1.4524334466291569,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.465,0.96,1.0,0.465,0.98,1.0,0.465,0.98,1.0,0.465,0.98,1.0,0.465,0.98,0.77,0.6675,0.74,1.0,0.465,0.98,1.0,0.465,0.98
30,dataset_48_tae.csv,151,7,50.333333333333336,2.3333333333333335,21.571428571428573,4,3,3,0.5077825115848412,-0.17772591722290154,-0.08027062447904053,0.04706205712642746,0.040547578195803485,0.036252166424267464,0.5215972543404004,0.24543932788514458,2.568978056589661,1.5009682449752841,4.827637822490082,0.15825560004445016,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2903225806451613,0.4838709677419355,1.0,0.2903225806451613,0.7096774193548387,1.0,0.2903225806451613,0.7096774193548387,1.0,0.2903225806451613,0.7096774193548387,1.0,0.2903225806451613,0.7096774193548387,0.4838709677419355,0.25806451612903225,0.4838709677419355,1.0,0.2903225806451613,0.7096774193548387,1.0,0.2903225806451613,0.7096774193548387
31,dataset_49_heart-c.csv,303,15,151.5,7.5,20.2,6,9,2,0.7010989454867467,-0.018911555825122477,0.7633343182634984,0.08885162496142067,0.06911823504282309,-0.00133024136036342,0.6986253942566705,0.46670629980694806,2.6826883822552117,2.2565923415814524,5.304852436280094,0.41037933279152083,,,,,,,,,,,,,,,,,,,,,,,,,0.8688524590163934,0.6721311475409836,0.8360655737704918,1.0,0.6721311475409836,0.8852459016393442,1.0,0.6721311475409836,0.8852459016393442,1.0,0.6721311475409836,0.8852459016393442,0.8688524590163934,0.6721311475409836,0.8852459016393442,0.6229508196721312,0.5245901639344263,0.7540983606557377,1.0,0.6721311475409836,0.8852459016393442,1.0,0.6721311475409836,0.8852459016393442
32,dataset_50_tic-tac-toe.csv,958,11,479.0,5.5,87.0909090909091,1,10,2,0.9764165995625883,-1.3515690902042334,-0.15381742273967203,0.08359689830022138,0.20140219885937968,0.018962419975335987,0.9187021107439712,0.18434992444351767,1.1326227572055403,0.23351633544098963,6.302025850228841,0.19680623901444932,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.953125,1.0,1.0,0.953125,1.0,1.0,0.953125,1.0,1.0,0.953125,1.0,1.0,0.953125,1.0,1.0,0.953125,0.984375,1.0,0.953125,1.0,1.0,0.953125,1.0
33,dataset_51_heart-h.csv,294,12,147.0,6.0,24.5,2,10,2,0.9407196920483144,10.130755494804019,1.0110731644678963,0.1693257979184813,0.20395363493280624,0.15544108213061916,2.151235923203455,2.5077100875191753,1.323469406944839,1.6053322935855339,4.360078514821168,1.242447498720075,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7966101694915254,0.5932203389830508,0.7966101694915254,1.0,1.0,1.0,1.0,1.0,1.0
34,dataset_53_heart-statlog.csv,270,15,135.0,7.5,18.0,6,9,2,-0.7384158005213056,-0.0013247229644049055,-0.03923133484301735,0.10729364913612245,0.08661522633422868,0.0300494479886323,0.747858262903701,0.6130407252992023,2.739423796173757,2.2514059474511825,5.149142946912357,0.5306919289883597,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8148148148148148,0.9259259259259259,1.0,0.8148148148148148,0.9074074074074074,1.0,0.8148148148148148,0.9074074074074074,0.9814814814814815,0.8148148148148148,0.9074074074074074,0.9814814814814815,0.8148148148148148,0.9074074074074074,0.8518518518518519,0.37037037037037035,0.8333333333333334,0.9814814814814815,0.8148148148148148,0.9074074074074074,0.9814814814814815,0.8148148148148148,0.9074074074074074
35,dataset_54_vehicle.csv,846,20,211.5,5.0,42.3,18,2,4,0.6907213509600842,4.7832482675785855,0.27064264099969215,0.04985826056519334,0.05303761903773142,0.20458897026941136,0.2800798223338031,0.23786058169883822,7.671840552379438,7.582309135644228,6.668404669705545,0.11127446556027212,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.20588235294117646,0.7235294117647059,1.0,0.20588235294117646,0.7352941176470589,1.0,0.20588235294117646,0.7352941176470589,1.0,0.20588235294117646,0.7352941176470589,1.0,0.20588235294117646,0.7352941176470589,0.4764705882352941,0.23529411764705882,0.5294117647058824,1.0,0.20588235294117646,0.7352941176470589,1.0,0.20588235294117646,0.7352941176470589
