,Estimated_Insects_Count,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Kharif,Rabi,Alluvial,Black-Cotton,Insecticides,Bactericides,Herbicides,Summer,Monsoon,Winter,target
228,1385,30,49,0,0,1,0,1,0,1,0,1,0,0,0
229,1385,35,35,0,0,1,0,1,0,1,0,0,0,1,0
230,1385,50,47,0,0,1,0,1,0,1,0,0,1,0,0
231,1385,20,44,0,0,1,0,1,0,1,0,0,1,0,1
232,1385,40,40,0,0,1,0,1,0,1,0,0,1,0,1
233,1385,10,40,0,0,1,0,1,0,1,0,0,1,0,1
234,1478,10,25,0,0,1,1,0,0,1,0,1,0,0,0
235,1478,15,53,0,0,1,1,0,0,1,0,1,0,0,0
236,1478,20,46,0,0,1,1,0,0,1,0,1,0,0,0
237,1478,40,24,0,0,1,1,0,0,1,0,0,1,0,0
238,1478,30,50,0,0,1,1,0,0,1,0,1,0,0,1
239,1478,20,37,0,0,1,1,0,0,1,0,1,0,0,1
240,1478,35,48,0,0,1,1,0,0,1,0,1,0,0,1
241,1478,30,34,0,0,1,1,0,0,1,0,0,1,0,1
242,1478,30,47,0,0,1,1,0,0,1,0,0,0,1,2
243,1478,5,44,0,0,1,0,1,0,1,0,0,1,0,0
244,1478,20,19,0,0,1,0,1,0,1,0,0,0,1,0
245,1478,30,51,0,0,1,0,1,0,1,0,1,0,0,0
246,1478,60,45,0,0,1,0,1,0,1,0,0,1,0,0
247,1478,60,50,0,0,1,0,1,0,1,0,1,0,0,0
248,1478,20,41,0,0,1,0,1,0,1,0,0,1,0,2
249,1576,15,41,0,0,1,1,0,0,1,0,0,1,0,0
250,1576,30,38,0,0,1,1,0,0,1,0,0,1,0,0
251,1576,50,38,0,0,1,1,0,0,1,0,0,1,0,0
252,1576,80,38,0,0,1,1,0,0,1,0,0,0,1,0
253,1576,30,50,0,0,1,1,0,0,1,0,0,0,1,1
254,1576,20,48,0,0,1,1,0,0,1,0,0,0,1,1
255,1576,25,48,0,0,1,1,0,0,1,0,0,1,0,1
256,1575,5,36,0,0,1,0,1,0,1,0,0,0,1,0
257,1576,10,37,0,0,1,0,1,0,1,0,1,0,0,0
258,1576,30,41,0,0,1,0,1,0,1,0,0,1,0,0
259,1576,60,45,0,0,1,0,1,0,1,0,0,1,0,0
260,1576,40,48,0,0,1,0,1,0,1,0,0,0,1,1
261,1678,10,50,0,0,1,1,0,0,1,0,0,1,0,0
262,1678,20,43,0,0,1,1,0,0,1,0,0,1,0,1
263,1678,10,40,0,0,1,1,0,0,1,0,0,1,0,1
264,1678,50,39,0,0,1,1,0,0,1,0,0,1,0,2
265,1678,5,44,0,0,1,1,0,0,1,0,0,1,0,2
266,1678,5,41,0,0,1,0,1,0,1,0,0,0,1,0
267,1678,10,45,0,0,1,0,1,0,1,0,1,0,0,0
268,1678,15,42,0,0,1,0,1,0,1,0,0,1,0,0
269,1678,20,44,0,0,1,0,1,0,1,0,0,0,1,0
270,1678,50,20,0,0,1,0,1,0,1,0,0,1,0,1
271,1785,10,20,0,0,1,1,0,0,1,0,1,0,0,0
272,1786,50,47,0,0,1,1,0,0,1,0,0,1,0,0
273,1785,20,51,0,0,1,1,0,0,1,0,0,1,0,1
274,1786,40,51,0,0,1,1,0,0,1,0,1,0,0,1
275,1785,40,50,0,0,1,1,0,0,1,0,1,0,0,1
276,1786,20,45,0,0,1,1,0,0,1,0,0,0,1,1
277,1786,15,36,0,0,1,0,1,0,1,0,0,1,0,0
278,1785,40,30,0,0,1,0,1,0,1,0,1,0,0,0
279,1785,40,51,0,0,1,0,1,0,1,0,1,0,0,0
280,1785,40,53,0,0,1,0,1,0,1,0,0,1,0,0
281,1786,45,34,0,0,1,0,1,0,1,0,0,1,0,0
282,1785,20,49,0,0,1,0,1,0,1,0,0,1,0,1
283,1785,20,49,0,0,1,0,1,0,1,0,1,0,0,1
284,1898,15,49,0,0,1,1,0,0,1,0,0,0,1,0
285,1898,30,51,0,0,1,1,0,0,1,0,0,1,0,0
286,1898,35,54,0,0,1,1,0,0,1,0,0,0,1,0
287,1898,40,45,0,0,1,1,0,0,1,0,0,0,1,1
288,1898,15,52,0,0,1,1,0,0,1,0,1,0,0,1
289,1898,30,49,0,0,1,1,0,0,1,0,0,1,0,1
290,1898,30,50,0,0,1,1,0,0,1,0,0,1,0,2
291,1898,5,50,0,0,1,0,1,0,1,0,1,0,0,0
292,1898,10,45,0,0,1,0,1,0,1,0,0,1,0,0
293,1898,5,50,0,0,1,0,1,0,1,0,0,1,0,1
294,1898,40,48,0,0,1,0,1,0,1,0,0,1,0,1
295,1898,20,41,0,0,1,0,1,0,1,0,0,0,1,1
296,1898,25,41,0,0,1,0,1,0,1,0,1,0,0,2
297,2015,15,38,0,0,1,1,0,0,1,0,0,1,0,0
298,2015,20,53,0,0,1,1,0,0,1,0,0,0,1,0
299,2015,50,53,0,0,1,1,0,0,1,0,0,1,0,0
300,2015,60,53,0,0,1,1,0,0,1,0,0,1,0,0
301,2016,30,40,0,0,1,1,0,0,1,0,0,1,0,1
302,2016,20,40,0,0,1,1,0,0,1,0,1,0,0,1
303,2016,15,47,0,0,1,1,0,0,1,0,0,1,0,1
304,2015,30,50,0,0,1,1,0,0,1,0,0,1,0,1
305,2016,60,54,0,0,1,1,0,0,1,0,0,1,0,2
306,2015,60,41,0,0,1,0,1,0,1,0,1,0,0,0
307,2016,20,49,0,0,1,0,1,0,1,0,1,0,0,1
308,2015,15,53,0,0,1,0,1,0,1,0,0,1,0,1
309,2016,30,52,0,0,1,0,1,0,1,0,0,0,1,1
310,2015,20,50,0,0,1,0,1,0,1,0,0,0,1,1
311,2015,20,50,0,0,1,0,1,0,1,0,0,1,0,1
312,2015,40,51,0,0,1,0,1,0,1,0,1,0,0,1
313,2139,40,55,0,0,1,1,0,0,1,0,1,0,0,0
314,2138,20,55,0,0,1,1,0,0,1,0,0,0,1,1
315,2138,40,52,0,0,1,1,0,0,1,0,1,0,0,1
316,2138,20,56,0,0,1,1,0,0,1,0,1,0,0,2
317,2139,20,20,0,0,1,0,1,0,1,0,1,0,0,0
318,2139,30,43,0,0,1,0,1,0,1,0,0,1,0,1
319,2267,10,53,0,0,1,1,0,0,1,0,1,0,0,0
320,2267,20,25,0,0,1,1,0,0,1,0,0,0,1,0
321,2267,20,46,0,0,1,1,0,0,1,0,0,1,0,0
322,2267,20,54,0,0,1,1,0,0,1,0,0,1,0,0
323,2267,20,61,0,0,1,1,0,0,1,0,0,1,0,0
324,2267,40,48,0,0,1,1,0,0,1,0,0,1,0,0
325,2267,90,55,0,0,1,1,0,0,1,0,1,0,0,0
326,2267,15,40,0,0,1,0,1,0,1,0,1,0,0,0
327,2267,10,40,0,0,1,0,1,0,1,0,1,0,0,1
328,2402,5,54,0,0,1,1,0,0,1,0,0,1,0,0
329,2401,15,35,0,0,1,1,0,0,1,0,0,1,0,0
330,2401,20,35,0,0,1,1,0,0,1,0,0,1,0,0
331,2401,30,45,0,0,1,1,0,0,1,0,0,1,0,1
332,2401,60,50,0,0,1,1,0,0,1,0,0,1,0,1
333,2401,40,50,0,0,1,1,0,0,1,0,0,1,0,1
334,2402,5,50,0,0,1,1,0,0,1,0,1,0,0,1
335,2402,60,55,0,0,1,1,0,0,1,0,0,1,0,1
336,2401,5,52,0,0,1,0,1,0,1,0,0,1,0,0
337,2401,15,18,0,0,1,0,1,0,1,0,0,1,0,0
338,2402,20,44,0,0,1,0,1,0,1,0,0,1,0,0
339,2402,40,56,0,0,1,0,1,0,1,0,0,1,0,0
340,2542,10,57,0,0,1,1,0,0,1,0,0,1,0,0
341,2541,15,57,0,0,1,1,0,0,1,0,1,0,0,0
342,2542,40,57,0,0,1,1,0,0,1,0,0,1,0,0
343,2541,20,55,0,0,1,1,0,0,1,0,1,0,0,1
344,2541,5,30,0,0,1,0,1,0,1,0,0,1,0,0
345,2541,30,53,0,0,1,0,1,0,1,0,1,0,0,0
346,2542,80,56,0,0,1,0,1,0,1,0,1,0,0,0
347,2542,10,54,0,0,1,0,1,0,1,0,0,1,0,1
348,2541,5,55,0,0,1,0,1,0,1,0,1,0,0,1
349,2688,30,62,0,0,1,1,0,0,1,0,0,1,0,0
350,2688,40,56,0,0,1,1,0,0,1,0,0,1,0,1
351,2688,20,54,0,0,1,1,0,0,1,0,0,1,0,2
352,2687,30,60,0,0,1,0,1,0,1,0,0,1,0,0
353,2687,30,56,0,0,1,0,1,0,1,0,0,0,1,1
354,2688,40,56,0,0,1,0,1,0,1,0,0,0,1,1
355,2688,40,51,0,0,1,0,1,0,1,0,0,1,0,2
356,2840,10,57,0,0,1,1,0,0,1,0,0,1,0,0
357,2840,15,55,0,0,1,1,0,0,1,0,1,0,0,0
358,2840,30,63,0,0,1,1,0,0,1,0,1,0,0,0
359,2840,20,53,0,0,1,1,0,0,1,0,1,0,0,1
360,2840,20,54,0,0,1,1,0,0,1,0,0,1,0,1
361,2840,30,60,0,0,1,1,0,0,1,0,1,0,0,2
362,2840,10,46,0,0,1,0,1,0,1,0,1,0,0,0
363,2999,30,60,0,0,1,1,0,0,1,0,0,1,0,1
364,2999,30,61,0,0,1,1,0,0,1,0,0,1,0,1
365,2999,15,49,0,0,1,0,1,0,1,0,0,1,0,0
366,2999,20,44,0,0,1,0,1,0,1,0,0,0,1,0
367,2999,10,54,0,0,1,0,1,0,1,0,0,0,1,1
368,3164,5,54,0,0,1,1,0,0,1,0,1,0,0,0
369,3165,20,62,0,0,1,1,0,0,1,0,0,0,1,0
370,3165,30,57,0,0,1,1,0,0,1,0,1,0,0,0
371,3165,5,60,0,0,1,1,0,0,1,0,0,0,1,1
372,3164,55,60,0,0,1,0,1,0,1,0,0,1,0,0
373,3336,5,56,0,0,1,1,0,0,1,0,0,1,0,1
374,3337,20,62,0,0,1,1,0,0,1,0,0,0,1,2
375,3337,10,66,0,0,1,0,1,0,1,0,0,1,0,0
376,3337,20,63,0,0,1,0,1,0,1,0,0,0,1,0
377,3337,15,60,0,0,1,0,1,0,1,0,0,0,1,2
378,3516,20,50,0,0,1,1,0,0,1,0,0,1,0,0
379,3516,30,55,0,0,1,1,0,0,1,0,0,1,0,0
380,3516,20,59,0,0,1,1,0,0,1,0,0,1,0,1
381,3702,10,60,0,0,1,1,0,0,1,0,0,0,1,0
382,3702,15,64,0,0,1,1,0,0,1,0,0,1,0,0
383,3702,20,63,0,0,1,1,0,0,1,0,0,1,0,1
384,3896,20,61,0,0,1,1,0,0,1,0,1,0,0,0
385,151,20,25,0,1,0,1,0,0,1,0,1,0,0,0
386,150,30,13,0,1,0,1,0,0,1,0,0,1,0,0
387,151,60,15,0,1,0,1,0,0,1,0,0,1,0,0
388,150,5,13,0,1,0,0,1,0,1,0,1,0,0,0
389,150,20,10,0,1,0,0,1,0,1,0,0,0,1,0
390,150,40,21,0,1,0,0,1,0,1,0,1,0,0,0
391,169,10,21,0,1,0,0,1,0,1,0,0,1,0,0
392,168,20,7,0,1,0,0,1,0,1,0,0,0,1,0
393,188,20,22,0,1,0,0,1,0,1,0,0,0,1,0
394,188,35,25,0,1,0,0,1,0,1,0,0,1,0,0
395,188,40,26,0,1,0,0,1,0,1,0,0,0,1,0
396,188,60,19,0,1,0,0,1,0,1,0,0,0,1,0
397,209,20,17,0,1,0,1,0,0,1,0,0,1,0,0
398,209,30,18,0,1,0,1,0,0,1,0,0,1,0,0
399,209,40,24,0,1,0,1,0,0,1,0,0,1,0,0
400,209,55,21,0,1,0,0,1,0,1,0,0,1,0,0
401,232,30,19,0,1,0,1,0,0,1,0,0,0,1,0
402,232,30,21,0,1,0,1,0,0,1,0,1,0,0,0
403,232,35,22,0,1,0,1,0,0,1,0,1,0,0,0
404,232,5,5,0,1,0,0,1,0,1,0,1,0,0,0
405,232,20,13,0,1,0,0,1,0,1,0,1,0,0,0
406,231,25,20,0,1,0,0,1,0,1,0,0,1,0,0
407,257,15,15,0,1,0,1,0,0,1,0,0,0,1,0
408,283,10,15,0,1,0,0,1,0,1,0,1,0,0,0
409,283,10,24,0,1,0,0,1,0,1,0,0,1,0,0
410,283,20,24,0,1,0,0,1,0,1,0,0,1,0,0
411,283,25,25,0,1,0,0,1,0,1,0,1,0,0,0
412,283,40,19,0,1,0,0,1,0,1,0,0,1,0,0
413,312,5,15,0,1,0,0,1,0,1,0,0,0,1,0
414,311,5,28,0,1,0,0,1,0,1,0,0,0,1,0
415,312,15,25,0,1,0,0,1,0,1,0,0,1,0,0
416,311,20,24,0,1,0,0,1,0,1,0,0,1,0,0
417,311,20,27,0,1,0,0,1,0,1,0,0,1,0,0
418,312,30,18,0,1,0,0,1,0,1,0,1,0,0,0
419,311,45,18,0,1,0,0,1,0,1,0,0,1,0,0
420,312,60,29,0,1,0,0,1,0,1,0,0,0,1,0
421,342,5,23,0,1,0,1,0,0,1,0,0,1,0,0
422,342,40,20,0,1,0,1,0,0,1,0,1,0,0,0
