,Price,Rank,Combination,Dry,Normal,Oily,Moisturizer,Cleanser,Treatment,Face Mask,Eye cream,Sun protect,target
232,58,4.7,0,0,0,0,1,0,0,0,0,0,1
233,60,4.6,1,1,1,1,1,0,0,0,0,0,0
234,54,4.3,1,1,1,1,1,0,0,0,0,0,0
235,27,4.1,0,0,0,0,1,0,0,0,0,0,1
236,100,4.2,1,1,1,0,1,0,0,0,0,0,0
237,64,4.6,0,0,1,0,1,0,0,0,0,0,0
238,23,4.4,0,0,0,0,1,0,0,0,0,0,1
239,48,4.5,0,1,1,0,1,0,0,0,0,0,0
240,82,4.0,1,1,1,1,1,0,0,0,0,0,0
241,25,3.9,0,0,0,0,1,0,0,0,0,0,1
242,34,4.2,1,0,1,1,1,0,0,0,0,0,0
243,67,4.2,1,1,1,1,1,0,0,0,0,0,1
244,38,5.0,1,1,1,0,1,0,0,0,0,0,1
245,40,4.4,1,1,1,1,1,0,0,0,0,0,1
246,25,4.2,0,0,0,0,1,0,0,0,0,0,1
247,49,4.1,1,0,1,1,1,0,0,0,0,0,1
248,99,3.9,1,1,1,1,1,0,0,0,0,0,0
249,30,4.4,1,1,1,1,1,0,0,0,0,0,0
250,38,3.8,0,0,0,0,1,0,0,0,0,0,1
251,60,4.4,1,1,1,1,1,0,0,0,0,0,0
252,55,4.2,1,1,1,1,1,0,0,0,0,0,0
253,65,4.6,1,1,1,1,1,0,0,0,0,0,1
254,42,4.3,1,1,1,1,1,0,0,0,0,0,0
255,85,4.3,1,1,1,1,1,0,0,0,0,0,1
256,69,4.3,1,1,1,0,1,0,0,0,0,0,0
257,26,4.1,0,0,0,0,1,0,0,0,0,0,1
258,175,4.5,0,0,0,0,1,0,0,0,0,0,1
259,69,4.2,0,0,0,0,1,0,0,0,0,0,1
260,28,4.5,1,1,1,0,1,0,0,0,0,0,0
261,110,3.4,0,1,0,0,1,0,0,0,0,0,1
262,45,3.9,0,0,0,0,1,0,0,0,0,0,1
263,36,4.1,1,1,1,1,1,0,0,0,0,0,0
264,58,4.0,1,1,1,1,1,0,0,0,0,0,0
265,88,4.6,1,1,1,1,1,0,0,0,0,0,0
266,94,4.7,0,0,0,0,1,0,0,0,0,0,1
267,140,4.5,1,1,1,1,1,0,0,0,0,0,0
268,30,4.5,1,0,1,1,1,0,0,0,0,0,0
269,48,4.6,1,1,1,1,1,0,0,0,0,0,0
270,50,4.1,0,0,0,0,1,0,0,0,0,0,1
271,54,4.1,0,0,0,0,1,0,0,0,0,0,1
272,40,3.9,1,1,1,1,1,0,0,0,0,0,0
273,85,4.5,0,0,0,0,1,0,0,0,0,0,1
274,60,4.3,0,0,0,0,1,0,0,0,0,0,1
275,48,4.4,0,0,0,0,1,0,0,0,0,0,1
276,32,4.1,1,1,1,1,1,0,0,0,0,0,0
277,48,4.3,1,1,1,1,1,0,0,0,0,0,0
278,23,4.3,0,0,0,0,1,0,0,0,0,0,1
279,39,0.0,1,1,0,0,1,0,0,0,0,0,1
280,39,4.0,1,1,1,1,1,0,0,0,0,0,0
281,150,4.5,0,0,0,0,1,0,0,0,0,0,1
282,29,4.2,1,1,1,1,1,0,0,0,0,0,0
283,95,3.9,1,1,1,1,1,0,0,0,0,0,0
284,52,4.7,0,0,0,0,1,0,0,0,0,0,1
285,44,4.0,0,0,0,0,1,0,0,0,0,0,1
286,59,4.2,1,1,1,1,1,0,0,0,0,0,1
287,95,4.4,1,1,1,1,1,0,0,0,0,0,0
288,185,4.1,0,0,0,0,1,0,0,0,0,0,1
289,29,4.7,0,1,1,0,1,0,0,0,0,0,1
290,98,3.9,0,0,0,0,1,0,0,0,0,0,1
291,62,4.6,1,1,1,0,1,0,0,0,0,0,1
292,49,4.6,1,1,1,1,1,0,0,0,0,0,0
293,270,3.9,0,0,1,1,1,0,0,0,0,0,1
294,39,4.2,1,0,0,1,1,0,0,0,0,0,0
295,136,4.5,0,0,0,0,1,0,0,0,0,0,1
296,65,4.1,1,1,1,1,1,0,0,0,0,0,0
297,34,4.8,1,1,1,1,1,0,0,0,0,0,0
298,80,4.5,1,1,1,1,0,1,0,0,0,0,1
299,90,4.3,1,1,1,1,0,1,0,0,0,0,1
300,38,4.4,0,0,0,0,0,1,0,0,0,0,1
301,34,4.6,1,1,1,1,0,1,0,0,0,0,0
302,24,4.5,1,1,1,1,0,1,0,0,0,0,0
303,26,4.6,0,0,0,0,0,1,0,0,0,0,1
304,44,4.2,0,0,0,0,0,1,0,0,0,0,1
305,65,4.4,1,1,1,1,0,1,0,0,0,0,0
306,29,4.6,1,1,1,1,0,1,0,0,0,0,0
307,35,4.3,0,0,0,0,0,1,0,0,0,0,1
308,30,4.7,0,0,0,0,0,1,0,0,0,0,1
309,7,4.5,0,0,0,0,0,1,0,0,0,0,1
310,38,4.4,1,0,1,1,0,1,0,0,0,0,0
311,20,4.4,1,1,1,1,0,1,0,0,0,0,0
312,23,4.3,1,1,1,1,0,1,0,0,0,0,0
313,10,4.9,0,0,0,0,0,1,0,0,0,0,1
314,24,4.4,1,1,1,1,0,1,0,0,0,0,1
315,95,4.3,0,0,0,0,0,1,0,0,0,0,1
316,32,4.5,1,1,1,1,0,1,0,0,0,0,0
317,34,4.1,1,0,1,1,0,1,0,0,0,0,0
318,28,4.5,1,0,1,1,0,1,0,0,0,0,0
319,26,4.4,1,1,1,1,0,1,0,0,0,0,0
320,60,4.7,1,1,1,1,0,1,0,0,0,0,0
321,19,4.6,0,0,0,0,0,1,0,0,0,0,1
322,76,4.1,1,1,1,1,0,1,0,0,0,0,0
323,62,4.6,0,0,0,0,0,1,0,0,0,0,1
324,80,4.3,1,1,1,1,0,1,0,0,0,0,0
325,38,4.5,0,0,0,0,0,1,0,0,0,0,1
326,36,4.4,0,0,0,0,0,1,0,0,0,0,1
327,30,4.4,1,1,1,1,0,1,0,0,0,0,0
328,30,4.3,1,0,1,1,0,1,0,0,0,0,0
329,28,4.7,1,1,1,1,0,1,0,0,0,0,0
330,11,4.4,0,0,0,0,0,1,0,0,0,0,1
331,29,4.7,1,1,1,1,0,1,0,0,0,0,0
332,75,4.3,1,1,1,1,0,1,0,0,0,0,0
333,79,4.7,1,1,1,1,0,1,0,0,0,0,1
334,18,4.4,1,1,1,1,0,1,0,0,0,0,0
335,42,4.2,1,1,1,1,0,1,0,0,0,0,1
336,68,4.8,1,1,1,1,0,1,0,0,0,0,1
337,28,4.3,1,1,1,1,0,1,0,0,0,0,0
338,26,4.6,1,1,1,1,0,1,0,0,0,0,0
339,39,4.5,0,0,0,0,0,1,0,0,0,0,1
340,28,4.4,1,1,1,1,0,1,0,0,0,0,0
341,20,4.6,1,1,1,1,0,1,0,0,0,0,0
342,16,4.4,0,0,0,0,0,1,0,0,0,0,1
343,16,4.5,1,1,1,1,0,1,0,0,0,0,0
344,36,4.8,1,1,1,1,0,1,0,0,0,0,1
345,18,4.5,1,1,1,1,0,1,0,0,0,0,1
346,7,4.7,0,0,0,0,0,1,0,0,0,0,1
347,38,4.5,0,0,0,0,0,1,0,0,0,0,1
348,59,4.1,1,1,1,1,0,1,0,0,0,0,1
349,35,4.3,1,1,1,1,0,1,0,0,0,0,1
350,38,4.4,0,0,0,0,0,1,0,0,0,0,1
351,28,3.8,1,0,1,1,0,1,0,0,0,0,0
352,30,4.3,1,1,1,1,0,1,0,0,0,0,0
353,20,4.3,0,0,0,0,0,1,0,0,0,0,1
354,28,4.4,1,1,1,1,0,1,0,0,0,0,0
355,95,4.1,1,1,1,1,0,1,0,0,0,0,0
356,25,4.4,0,0,0,0,0,1,0,0,0,0,1
357,38,4.3,1,0,1,1,0,1,0,0,0,0,1
358,34,4.1,1,1,1,1,0,1,0,0,0,0,0
359,38,4.5,1,1,1,1,0,1,0,0,0,0,0
360,8,4.6,1,1,1,1,0,1,0,0,0,0,0
361,50,4.5,1,0,1,1,0,1,0,0,0,0,1
362,28,4.3,1,1,1,1,0,1,0,0,0,0,0
363,21,4.2,1,1,1,1,0,1,0,0,0,0,1
364,28,4.5,1,1,1,1,0,1,0,0,0,0,0
365,58,0.0,0,0,0,0,0,1,0,0,0,0,1
366,35,4.4,1,1,1,1,0,1,0,0,0,0,0
367,75,4.6,1,0,1,0,0,1,0,0,0,0,1
368,39,4.6,0,0,0,0,0,1,0,0,0,0,1
369,23,4.5,1,1,1,1,0,1,0,0,0,0,0
370,26,4.5,1,0,1,0,0,1,0,0,0,0,1
371,30,4.4,0,0,0,0,0,1,0,0,0,0,1
372,39,4.5,1,1,1,0,0,1,0,0,0,0,0
373,22,4.7,1,0,0,1,0,1,0,0,0,0,1
374,14,4.0,1,1,1,1,0,1,0,0,0,0,0
375,28,4.6,1,1,1,1,0,1,0,0,0,0,1
376,20,4.5,1,1,1,1,0,1,0,0,0,0,0
377,28,4.6,1,0,0,1,0,1,0,0,0,0,1
378,29,3.7,1,1,1,1,0,1,0,0,0,0,0
379,34,4.4,1,1,1,1,0,1,0,0,0,0,0
380,26,4.5,1,1,1,0,0,1,0,0,0,0,0
381,32,4.7,0,0,0,0,0,1,0,0,0,0,1
382,19,4.4,1,1,1,1,0,1,0,0,0,0,0
383,59,4.1,1,1,1,1,0,1,0,0,0,0,1
384,38,4.4,1,1,1,1,0,1,0,0,0,0,0
385,32,4.4,1,1,1,1,0,1,0,0,0,0,0
386,19,4.6,0,0,0,0,0,1,0,0,0,0,1
387,17,4.4,1,1,1,1,0,1,0,0,0,0,1
388,23,4.6,1,0,1,1,0,1,0,0,0,0,0
389,25,0.0,0,0,0,0,0,1,0,0,0,0,1
390,16,4.4,0,0,0,0,0,1,0,0,0,0,1
391,28,4.7,1,1,1,1,0,1,0,0,0,0,0
392,21,4.6,0,0,0,0,0,1,0,0,0,0,1
393,28,4.6,0,0,0,0,0,1,0,0,0,0,1
394,70,4.4,1,1,1,1,0,1,0,0,0,0,0
395,32,4.4,1,1,1,1,0,1,0,0,0,0,0
396,41,5.0,1,1,1,1,0,1,0,0,0,0,1
397,38,4.6,1,1,1,1,0,1,0,0,0,0,0
398,28,4.5,1,1,1,0,0,1,0,0,0,0,0
399,26,4.5,0,0,0,0,0,1,0,0,0,0,1
400,15,4.2,1,1,1,1,0,1,0,0,0,0,0
401,38,4.7,1,1,1,1,0,1,0,0,0,0,1
402,46,4.5,0,0,0,0,0,1,0,0,0,0,1
403,18,4.8,0,0,0,0,0,1,0,0,0,0,1
404,32,4.4,1,1,1,1,0,1,0,0,0,0,0
405,25,5.0,0,0,0,0,0,1,0,0,0,0,1
406,7,4.7,0,0,0,0,0,1,0,0,0,0,1
407,35,4.6,1,1,1,1,0,1,0,0,0,0,0
408,30,4.3,1,1,1,1,0,1,0,0,0,0,0
409,32,3.9,1,0,1,1,0,1,0,0,0,0,1
410,39,4.5,0,0,0,0,0,1,0,0,0,0,1
411,24,4.5,1,1,1,1,0,1,0,0,0,0,0
412,7,4.6,0,0,0,0,0,1,0,0,0,0,1
413,95,4.2,0,0,0,0,0,1,0,0,0,0,1
414,48,4.6,0,0,0,0,0,1,0,0,0,0,1
415,25,4.5,1,0,0,1,0,1,0,0,0,0,1
416,19,4.5,1,1,1,1,0,1,0,0,0,0,1
417,55,4.5,1,1,1,1,0,1,0,0,0,0,0
418,28,4.8,1,1,1,1,0,1,0,0,0,0,0
419,7,4.6,0,0,0,0,0,1,0,0,0,0,1
420,52,3.8,1,1,1,1,0,1,0,0,0,0,1
421,32,4.5,0,0,0,0,0,1,0,0,0,0,1
422,76,4.1,1,1,1,1,0,1,0,0,0,0,0
423,16,4.5,0,0,0,0,0,1,0,0,0,0,1
424,22,4.6,0,0,0,0,0,1,0,0,0,0,1
425,48,4.2,0,0,0,0,0,1,0,0,0,0,1
426,7,4.2,0,0,0,0,0,1,0,0,0,0,1
427,33,4.5,0,0,0,0,0,1,0,0,0,0,1
428,25,4.4,0,0,0,0,0,1,0,0,0,0,1
429,22,4.6,0,0,0,0,0,1,0,0,0,0,1
430,14,3.6,0,0,0,0,0,1,0,0,0,0,1
431,45,5.0,0,0,0,0,0,1,0,0,0,0,1
432,32,4.4,1,1,1,1,0,1,0,0,0,0,0
433,24,4.3,1,1,1,1,0,1,0,0,0,0,0
434,7,3.3,1,1,1,1,0,1,0,0,0,0,0
435,28,4.1,1,1,1,1,0,1,0,0,0,0,0
436,28,4.4,1,1,1,1,0,1,0,0,0,0,0
437,19,4.3,0,0,0,0,0,1,0,0,0,0,1
438,22,4.5,0,0,0,0,0,1,0,0,0,0,1
439,38,3.9,1,1,1,1,0,1,0,0,0,0,0
440,23,3.8,1,1,1,0,0,1,0,0,0,0,0
441,42,4.5,0,0,0,0,0,1,0,0,0,0,1
442,22,4.2,1,1,1,1,0,1,0,0,0,0,0
443,58,4.2,1,0,1,1,0,1,0,0,0,0,1
444,28,4.4,1,0,0,1,0,1,0,0,0,0,1
445,60,4.5,0,0,0,0,0,1,0,0,0,0,1
446,24,4.5,0,0,0,0,0,1,0,0,0,0,1
447,12,4.7,1,1,1,1,0,1,0,0,0,0,0
448,60,4.9,1,1,1,1,0,1,0,0,0,0,0
449,23,4.2,0,0,0,0,0,1,0,0,0,0,1
450,26,4.4,0,0,0,0,0,1,0,0,0,0,1
451,12,4.5,1,0,1,1,0,1,0,0,0,0,1
452,24,0.0,0,0,0,0,0,1,0,0,0,0,1
453,25,4.5,0,0,0,0,0,1,0,0,0,0,1
454,24,4.5,1,1,1,1,0,1,0,0,0,0,0
455,7,4.1,1,1,1,1,0,1,0,0,0,0,0
456,75,4.7,1,0,1,1,0,1,0,0,0,0,1
457,7,4.2,1,1,1,1,0,1,0,0,0,0,0
458,23,4.3,0,0,0,0,0,1,0,0,0,0,1
459,55,3.9,1,0,1,1,0,1,0,0,0,0,0
460,15,3.9,0,0,0,0,0,1,0,0,0,0,1
461,28,4.6,1,1,1,1,0,1,0,0,0,0,0
