,ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,D,F,A,B,C,Flight,Ship,Road,low,medium,high,M,target
290,291,4,4,270,3,12,3279,0,0,1,0,0,1,0,0,1,0,0,1,0
291,292,4,1,206,3,23,3807,0,0,0,1,0,0,1,0,0,1,0,1,0
292,293,4,3,211,4,40,3106,0,0,0,0,1,0,1,0,0,1,0,1,0
293,294,3,2,136,4,62,1090,0,0,0,0,0,0,1,0,1,0,0,1,0
294,295,5,1,186,2,52,3981,1,1,0,0,0,0,1,0,0,0,1,0,0
295,296,3,1,202,2,62,3398,0,0,0,0,0,0,1,0,0,1,0,1,0
296,297,4,2,183,3,12,3646,0,1,1,0,0,0,1,0,0,1,0,0,0
297,298,4,4,232,2,36,2861,0,0,0,1,0,0,1,0,1,0,0,1,0
298,299,4,2,147,4,52,1129,0,0,0,0,1,0,1,0,0,1,0,1,0
299,300,4,3,136,3,20,1531,0,0,0,0,0,0,1,0,0,1,0,1,0
300,301,5,3,127,3,43,1446,1,1,0,0,0,0,1,0,1,0,0,0,0
301,302,4,5,202,2,35,3695,0,0,0,0,0,0,1,0,0,1,0,1,0
302,303,3,4,241,2,57,3671,0,0,1,0,0,0,1,0,1,0,0,1,0
303,304,4,3,222,2,55,3833,0,0,0,1,0,0,1,0,0,1,0,1,0
304,305,3,2,183,4,12,2777,0,1,0,0,1,0,1,0,0,1,0,0,0
305,306,4,4,249,3,36,3769,0,1,0,0,0,0,1,0,0,1,0,0,0
306,307,3,1,243,4,59,3838,1,0,0,0,0,0,1,0,0,0,1,1,0
307,308,3,3,163,3,9,1257,0,0,0,0,0,0,1,0,0,1,0,1,0
308,309,4,2,165,2,11,1596,0,0,1,0,0,0,1,0,0,0,1,1,0
309,310,5,5,266,3,53,3089,0,1,0,1,0,0,1,0,0,1,0,0,0
310,311,3,4,193,2,48,3909,0,0,0,0,1,0,1,0,0,1,0,1,0
311,312,3,2,154,3,56,1136,0,1,0,0,0,0,1,0,1,0,0,0,0
312,313,3,3,140,3,51,1046,1,0,0,0,0,0,1,0,0,1,0,1,0
313,314,4,3,272,3,38,3705,0,0,0,0,0,0,1,0,0,1,0,1,0
314,315,4,2,143,6,20,1654,0,0,1,0,0,0,1,0,0,1,0,1,0
315,316,4,2,138,3,30,1805,0,1,0,1,0,0,1,0,1,0,0,0,0
316,317,4,2,238,2,17,3358,0,0,0,0,1,0,1,0,0,0,1,1,0
317,318,4,5,273,4,31,2373,0,1,0,0,0,0,1,0,0,1,0,0,0
318,319,3,1,200,2,27,2551,1,0,0,0,0,0,1,0,0,1,0,1,0
319,320,4,5,213,4,39,2381,0,0,0,0,0,0,1,0,1,0,0,1,0
320,321,3,4,224,2,15,2701,0,1,1,0,0,0,1,0,0,1,0,0,0
