,length_url,length_hostname,nb_dots,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,zero,0,1,one,One,Zero,target
10,57,14,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,1,0,0,3,1,0,0,0,1,0,8,3,2,3,2,8,7,8,4.875,5.0,4.833333333,3,0,0,0,0,0,151,0.205298013,0.794701987,0,19,0,0.033333333,0,0.108333333,1,1,17.39130435,0,40.0,60.0,0,0,0,46.66666667,0,0,0,1,0,496,-1,0,0,1,0,1,1,0,0,0,0,0
11,39,30,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,70,0.8857142859999999,0.114285714,0,1,0,0.0,0,0.0,0,1,0.0,0,100.0,0.0,0,0,0,75.0,0,0,0,1,0,0,-1,0,0,0,2,0,1,0,1,0,0,1
12,44,18,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,11,4,11,11,7,6.75,11.0,5.333333333,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,329,-1,0,0,1,0,1,1,0,0,0,0,0
13,28,21,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.035714286,0.047619048,0,0,0,0,0,2,0,0,1,0,1,0,2,0,8,8,0,8,8,0,8.0,8.0,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,0,1,0.0,0,0.0,0.0,0,0,0,14.28571429,0,0,0,1,0,374,7295,0,0,1,5,1,1,0,0,0,0,0
14,56,15,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.071428571,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,3,3,7,24,7,24,10.25,5.0,15.5,0,1,0,0,0,0,39,0.564102564,0.435897436,0,0,0,0.0,0,0.0,0,1,70.58823529,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,204,5640,2,0,1,10,0,1,0,0,1,0,1
15,110,30,2,0,1,0,0,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0.1,0.0,0,0,0,0,0,2,1,0,1,0,1,0,9,1,1,2,1,46,12,46,9.777777778,8.0,10.66666667,0,0,0,0,0,0,26,0.115384615,0.884615385,0,0,0,0.0,0,0.086956522,0,1,7.692307692000001,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,381,8019,0,0,1,4,1,1,0,0,0,0,0
16,40,17,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,6,3,1,3,1,9,9,4,4.0,6.0,3.0,0,0,0,0,0,0,164,0.640243902,0.3597560979999999,0,0,0,0.13559322,0,0.644067797,0,1,30.95238095,0,100.0,0.0,0,0,0,80.0,0,0,0,0,0,617,8147,12601,0,0,6,1,1,0,0,0,0,1
17,62,16,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0.0806451609999999,0.0,0,0,0,0,0,2,0,0,0,0,0,0,8,6,2,3,2,9,8,9,5.25,5.5,5.166666667,0,0,0,0,0,0,71,0.915492958,0.0845070419999999,0,0,0,0.166666667,0,0.0,0,0,95.23809524,0,71.42857143,28.57142857,0,0,0,0.0,0,0,0,1,0,382,5826,34738,0,0,5,0,1,0,1,0,0,1
18,62,17,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0161290319999999,0.0,0,0,0,0,0,2,0,0,0,0,1,0,9,5,3,3,3,9,9,7,4.666666667,6.0,4.285714286,0,0,0,0,0,0,101,0.485148515,0.514851485,0,1,0,0.153846154,0,0.192307692,1,1,18.75,0,0.0,100.0,0,0,0,63.33333333,0,0,0,1,0,346,5132,1310,0,0,7,0,1,0,0,0,1,1
19,69,20,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,3,3,3,15,12,15,7.428571429,7.5,7.4,1,0,0,0,1,0,72,0.277777778,0.7222222220000001,0,0,0,0.057692308,0,0.0384615379999999,1,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,360,5,0,0,1,0,0,1,0,1,0,0,0
20,24,16,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,3,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,49,0.7142857140000001,0.285714286,0,3,0,0.0,0,0.0,0,1,68.75,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,112,5001,0,0,0,3,1,1,0,0,0,0,1
21,45,10,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.222222222,0.0,0,0,0,0,0,2,1,1,0,0,0,0,5,0,3,3,3,12,3,12,6.2,3.0,8.333333332999999,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,199,0,0,0,0,1,0,1,0,0,0,0
22,26,17,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,308,0.896103896,0.103896104,0,1,0,0.0,0,0.0,0,1,83.33333333,0,76.92307692,23.07692308,0,0,0,26.92307692,0,0,0,0,0,0,6140,1177815,0,0,3,0,1,0,0,0,1,1
23,33,24,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,3,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,23,0.3913043479999999,0.608695652,0,1,0,0.0,0,0.071428571,1,1,0.0,0,0.0,0.0,0,0,0,60.0,0,0,0,1,0,524,3494,3399200,0,0,3,0,1,0,1,0,0,1
24,36,29,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,6,6,0,9,9,0,7.666666667,7.666666667,0.0,0,1,0,0,0,0,24,0.75,0.25,0,1,0,0.0,0,0.0,0,1,50.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,1047,5161,0,0,0,8,1,1,0,0,0,0,1
25,55,18,4,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.109090909,0.0,0,0,0,0,0,3,1,0,0,0,1,0,9,1,2,3,2,8,5,8,4.0,4.0,4.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,-1,1033,0,1,7,0,1,0,1,0,0,1
26,25,16,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,178,0.719101124,0.280898876,0,1,0,0.22,0,0.0,0,1,86.66666667,0,93.44262295,6.557377048999999,0,0,0,25.0,0,0,0,0,1,0,4011,0,0,0,2,1,1,0,0,0,0,1
27,59,20,4,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,3,3,4,12,12,7,5.714285714,7.5,5.0,1,0,0,0,0,0,16,0.875,0.125,0,0,0,1.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,33.33333333,0,0,0,1,1,172,3480,0,0,1,0,1,1,0,0,0,0,1
28,31,23,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,6,6,0,12,12,0,9.0,9.0,0.0,0,0,0,0,0,0,28,0.25,0.75,0,0,0,0.142857143,0,0.142857143,0,0,100.0,0,0.0,0.0,0,0,0,4.545454545,0,0,0,1,0,102,7202,461958,1,1,2,0,1,0,1,0,0,0
29,96,7,3,0,1,1,0,2,0,0,6,3,0,1,0,0,0,0,1,0,0,1,0,0.114583333,0.0,0,0,0,0,0,3,0,0,0,0,0,0,13,5,2,4,2,22,4,22,5.538461538,4.0,5.666666667,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,270,4843,9602,0,0,5,1,1,0,0,0,0,0
30,27,19,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,17,0.294117647,0.705882353,0,0,0,0.166666667,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,7.692307692000001,0,0,0,0,0,342,7391,8675232,0,0,3,0,1,0,0,1,0,1
31,44,17,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,1,0,1,0,5,4,3,3,3,9,9,9,5.6,6.0,5.333333333,0,0,0,0,0,0,132,0.901515152,0.098484848,0,1,0,0.076923077,0,0.0,1,1,82.35294118,0,90.0,10.0,0,0,0,80.64516129,0,0,0,1,0,326,-1,219669,0,1,4,0,0,0,1,0,0,1
32,47,18,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,5,3,3,3,4,10,10,7,6.0,6.5,5.666666667,0,0,0,0,0,0,13,0.384615385,0.615384615,0,2,0,0.0,0,0.125,0,1,50.0,0,0.0,0.0,0,0,0,33.33333333,0,0,0,0,0,109,5005,0,0,1,3,1,1,0,0,0,0,1
33,32,24,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,8,8,0,11,11,0,9.5,9.5,0.0,0,1,0,0,0,0,57,0.3859649120000001,0.614035088,0,4,0,0.142857143,0,0.0,0,1,25.0,0,0.0,100.0,0,0,0,64.0,0,0,0,1,0,370,7299,33345,0,0,5,0,1,0,1,0,0,1
34,46,17,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,4,3,3,3,8,11,9,11,7.75,6.0,9.5,0,0,0,0,0,0,14,0.5,0.5,0,2,0,0.0,0,0.0,0,1,60.0,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,257,3029,2349295,0,0,4,0,1,0,0,0,1,1
35,56,18,2,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,5,0,4,4,7,12,9,12,8.2,6.5,9.333333333,0,0,0,0,0,0,267,0.958801498,0.041198502,0,0,0,0.727272727,0,0.0,0,1,92.0,0,100.0,0.0,0,0,0,61.9047619,0,0,0,1,0,0,12471,5469,0,0,5,0,1,0,1,0,0,1
36,21,12,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,7,0,7,7,0,7.0,7.0,0.0,0,0,0,0,1,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,288,-1,0,0,1,0,1,1,0,0,0,0,0
37,50,15,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,6,5,2,3,2,9,7,9,5.5,5.0,5.75,0,0,0,0,0,0,80,0.95,0.05,0,1,0,0.0,0,0.0,0,1,91.66666667,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,-1,891330,0,1,5,0,1,0,0,0,1,1
38,53,35,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.264150943,0.4,0,0,0,0,0,3,0,0,1,0,0,0,6,2,1,1,3,18,18,5,6.0,7.0,4.0,0,0,0,0,0,0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0.0,0,1,0.0,0,20.0,80.0,0,0,0,25.0,0,0,0,1,0,230,5614,0,0,1,5,0,0,1,0,1,0,0
39,68,59,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.088235294,0.101694915,0,0,0,0,0,3,0,0,1,0,0,0,11,3,1,1,0,7,7,0,4.090909091,4.090909091,0.0,0,0,0,0,0,0,4,0.75,0.25,0,0,0,0.0,0,0.0,0,0,50.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,231,5613,7198650,0,1,5,0,1,0,0,0,1,0
40,45,21,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,3,3,5,13,13,8,7.25,8.0,6.5,0,0,0,0,0,0,62,0.629032258,0.370967742,0,2,0,0.434782609,0,0.086956522,0,1,45.45454545,0,60.0,40.0,0,0,0,16.66666667,0,0,0,1,0,246,3772,35245,0,0,4,0,1,0,0,0,1,1
41,29,21,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.068965517,0.095238095,0,0,0,0,0,2,1,0,0,0,1,0,3,1,4,4,0,8,8,0,5.333333333,5.333333333,0.0,0,0,0,0,0,0,103,0.932038835,0.067961165,0,1,0,0.285714286,0,0.0,0,1,81.81818182,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,275,6663,1428403,1,1,0,0,1,0,1,0,0,0
42,68,18,6,1,1,0,0,1,0,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,2,3,2,7,7,5,4.0,5.0,3.777777778,1,0,0,0,0,0,11,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,263,-1,4509050,0,1,0,1,1,0,0,0,0,0
43,61,24,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,1,3,1,16,16,8,6.285714286,9.5,5.0,1,0,0,0,0,1,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,74,2926,0,0,1,1,0,1,0,0,0,1,0
44,94,20,3,0,1,0,0,1,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0.074468085,0.0,0,0,0,0,0,3,0,0,0,0,0,0,9,1,2,4,2,23,11,23,8.222222222000001,7.5,8.428571429,0,0,0,0,0,0,42,0.904761905,0.095238095,0,1,0,0.0,0,0.0,0,1,75.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,231,134,0,0,1,2,1,1,0,0,0,0,0
45,31,22,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,8,8,0,9,9,0,8.5,8.5,0.0,0,1,0,0,0,0,768,0.9296875,0.0703125,0,6,0,0.2037037039999999,0,0.018518519,0,1,23.07692308,0,27.77777778,72.22222222,0,0,0,97.6022567,0,0,0,1,0,371,7298,236183,0,0,5,0,1,0,1,0,0,1
46,71,11,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,9,1,1,8,1,9,8,9,5.888888889,8.0,5.625,3,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,1,0,-1,10431514,0,1,0,1,1,0,0,0,0,0
47,50,15,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,2,0,6,3,2,3,2,12,7,12,5.666666667,5.0,6.0,0,0,0,0,0,0,261,0.8773946359999999,0.122605364,0,0,0,0.71875,0,0.0,0,0,76.92307692,0,63.15789474,36.84210526,0,0,0,89.86175115,0,0,0,1,0,298,7371,1303460,0,1,5,0,1,0,0,1,0,1
48,92,22,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.141304348,0.0,0,0,0,0,0,2,1,0,0,0,0,0,7,1,2,15,2,32,15,32,10.14285714,15.0,9.333333333,3,0,0,0,0,0,11,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,1,0,-1,0,0,1,1,0,0,1,1,0,0,0
49,78,17,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,2,0,9,4,2,3,2,11,6,11,6.1111111110000005,4.5,6.571428571,0,0,0,0,0,0,70,0.8714285709999999,0.128571429,0,1,0,0.0,0,0.0,0,1,90.0,0,88.88888889,11.11111111,0,0,0,37.5,0,0,0,1,1,0,-1,77959,0,1,4,0,1,0,1,0,0,1
50,69,20,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.3913043479999999,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,4,4,40,40,11,40,18.33333333,7.5,40.0,0,0,0,0,0,0,23,0.869565217,0.130434783,0,1,0,0.0,0,0.0,0,1,90.90909091,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,228,1963,5967691,0,0,3,1,0,1,0,0,0,0
51,78,69,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.115384615,0.130434783,0,0,0,0,0,3,0,0,1,0,0,0,6,3,1,1,0,36,36,0,10.0,10.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,218,5626,0,0,1,5,1,0,1,0,0,0,0
52,27,18,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,6,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,331,0.945619335,0.054380665,0,2,0,0.111111111,0,0.111111111,0,1,85.71428571,0,84.61538462,15.38461538,0,0,0,61.53846154,0,0,0,1,1,0,-1,201422,0,0,2,0,1,0,1,0,0,1
53,29,18,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,2,3,2,10,10,2,5.0,6.5,2.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,73,3593,8552690,0,1,0,1,1,0,0,0,0,0
54,73,16,5,0,1,0,0,1,0,0,0,7,0,2,0,0,0,0,1,0,1,1,1,0.123287671,0.0,0,0,0,0,0,3,0,0,0,0,0,0,11,6,1,3,1,9,8,9,4.545454545,5.5,4.333333333,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,154,2403,790268,0,0,3,1,0,1,0,0,0,0
55,75,18,3,1,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,1,0,0,3,0,0,0,0,0,0,9,2,3,14,3,14,14,8,6.1111111110000005,14.0,5.125,0,0,0,0,0,0,1,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,292,72,0,0,1,0,0,1,0,0,0,1,0
56,84,13,3,0,0,0,0,0,2,0,3,5,0,1,0,0,0,1,1,0,0,0,1,0.333333333,0.0,0,0,0,0,0,3,0,1,0,0,0,0,15,6,1,3,1,9,5,9,3.933333333,4.0,3.923076923,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,201,3452,3893420,0,1,2,0,0,1,1,0,0,1
57,127,50,4,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0.149606299,0.0,0,0,0,1,0,3,1,0,0,0,0,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,25,3993,5707171,0,1,0,0,0,1,1,0,0,0
